dep,datetime,hosp,rea,rad,dc,population,hosp_pour_100k,rea_pour_100k,nbre_pass_corona
83,2020-09-28,58,18,1174,158,1058740,5.5,1.7,106.0
84,2020-09-28,83,12,370,59,559479,14.8,2.1,70.0
85,2020-09-28,17,3,299,44,675247,2.5,0.4,28.0
86,2020-09-28,7,1,169,41,436876,1.6,0.2,32.0
87,2020-09-28,32,6,160,34,374426,8.5,1.6,46.0
88,2020-09-28,2,0,768,268,367673,0.5,0.0,20.0
89,2020-09-28,14,3,434,95,338291,4.1,0.9,78.0
90,2020-09-28,6,4,578,201,142622,4.2,2.8,22.0
91,2020-09-28,162,25,3043,644,1296130,12.5,1.9,248.0
92,2020-09-28,276,68,5466,1144,1609306,17.2,4.2,284.0
93,2020-09-28,395,52,4654,1066,1623111,24.3,3.2,612.0
94,2020-09-28,319,43,5012,1267,1387926,23.0,3.1,430.0
95,2020-09-28,159,26,3162,769,1228618,12.9,2.1,526.0
971,2020-09-28,134,29,299,63,390253,34.3,7.4,318.0
972,2020-09-28,31,15,127,21,372594,8.3,4.0,0.0
973,2020-09-28,22,6,1702,61,268700,8.2,2.2,24.0
974,2020-09-28,61,16,381,19,853659,7.1,1.9,70.0
976,2020-09-28,8,4,454,28,256518,3.1,1.6,12.0
01,2020-09-29,43,5,494,110,643350,6.7,0.8,44.0
02,2020-09-29,51,4,1169,290,534490,9.5,0.7,90.0
03,2020-09-29,24,2,232,44,337988,7.1,0.6,24.0
04,2020-09-29,8,0,157,16,163915,4.9,0.0,32.0
05,2020-09-29,8,3,156,22,141284,5.7,2.1,22.0
06,2020-09-29,121,16,1123,222,1083310,11.2,1.5,124.0
07,2020-09-29,7,4,470,120,325712,2.1,1.2,12.0
08,2020-09-29,11,2,233,64,273579,4.0,0.7,0.0
09,2020-09-29,6,4,39,2,153153,3.9,2.6,16.0
10,2020-09-29,21,3,675,138,310020,6.8,1.0,30.0
11,2020-09-29,10,1,255,60,370260,2.7,0.3,14.0
12,2020-09-29,14,4,172,26,279206,5.0,1.4,4.0
13,2020-09-29,502,122,5046,665,2024162,24.8,6.0,526.0
14,2020-09-29,26,9,392,87,694002,3.7,1.3,56.0
15,2020-09-29,13,0,62,14,145143,9.0,0.0,8.0
16,2020-09-29,5,0,67,14,352335,1.4,0.0,16.0
17,2020-09-29,21,3,160,54,644303,3.3,0.5,52.0
18,2020-09-29,20,1,220,92,304256,6.6,0.3,26.0
19,2020-09-29,9,1,171,42,241464,3.7,0.4,18.0
21,2020-09-29,28,7,987,254,533819,5.2,1.3,60.0
22,2020-09-29,18,3,249,42,598814,3.0,0.5,46.0
23,2020-09-29,3,1,88,16,118638,2.5,0.8,2.0
24,2020-09-29,14,2,110,14,413606,3.4,0.5,28.0
25,2020-09-29,8,4,663,154,539067,1.5,0.7,36.0
26,2020-09-29,28,5,562,131,511553,5.5,1.0,88.0
27,2020-09-29,56,9,297,91,601843,9.3,1.5,40.0
28,2020-09-29,19,1,627,148,433233,4.4,0.2,36.0
29,2020-09-29,22,2,217,48,909028,2.4,0.2,18.0
2A,2020-09-29,12,1,163,50,157249,7.6,0.6,12.0
2B,2020-09-29,12,2,131,15,177689,6.8,1.1,32.0
30,2020-09-29,55,16,441,106,744178,7.4,2.2,68.0
31,2020-09-29,122,48,958,100,1362672,9.0,3.5,306.0
32,2020-09-29,9,1,96,28,191091,4.7,0.5,10.0
33,2020-09-29,169,33,1266,191,1583384,10.7,2.1,188.0
34,2020-09-29,88,29,933,149,1144892,7.7,2.5,198.0
35,2020-09-29,78,8,580,100,1060199,7.4,0.8,96.0
36,2020-09-29,7,0,201,82,222232,3.1,0.0,18.0
37,2020-09-29,36,6,426,98,606511,5.9,1.0,46.0
38,2020-09-29,109,16,909,173,1258722,8.7,1.3,154.0
39,2020-09-29,7,0,335,60,260188,2.7,0.0,28.0
40,2020-09-29,10,3,90,14,407444,2.5,0.7,20.0
41,2020-09-29,15,1,353,68,331915,4.5,0.3,48.0
42,2020-09-29,136,20,1140,269,762941,17.8,2.6,162.0
43,2020-09-29,21,0,116,19,227283,9.2,0.0,6.0
44,2020-09-29,63,8,847,176,1394909,4.5,0.6,84.0
45,2020-09-29,35,7,722,108,678105,5.2,1.0,34.0
46,2020-09-29,0,0,72,22,173828,0.0,0.0,6.0
47,2020-09-29,12,3,108,14,332842,3.6,0.9,48.0
48,2020-09-29,5,0,31,1,76601,6.5,0.0,0.0
49,2020-09-29,48,7,743,147,813493,5.9,0.9,38.0
50,2020-09-29,17,1,191,52,496883,3.4,0.2,28.0
51,2020-09-29,38,7,1098,282,568895,6.7,1.2,42.0
52,2020-09-29,8,0,279,92,175640,4.6,0.0,4.0
53,2020-09-29,9,0,264,49,307445,2.9,0.0,26.0
54,2020-09-29,46,3,1340,373,733481,6.3,0.4,46.0
55,2020-09-29,9,0,508,105,187187,4.8,0.0,6.0
56,2020-09-29,72,0,465,98,750863,9.6,0.0,252.0
57,2020-09-29,46,2,2682,867,1043522,4.4,0.2,70.0
58,2020-09-29,5,0,112,28,207182,2.4,0.0,18.0
59,2020-09-29,272,64,2994,713,2604361,10.4,2.5,338.0
60,2020-09-29,122,11,1310,431,824503,14.8,1.3,34.0
61,2020-09-29,16,1,272,45,283372,5.6,0.4,6.0
62,2020-09-29,119,21,1604,339,1468018,8.1,1.4,50.0
63,2020-09-29,50,9,237,55,653742,7.6,1.4,34.0
64,2020-09-29,35,6,269,38,677309,5.2,0.9,46.0
65,2020-09-29,11,4,174,27,228530,4.8,1.8,4.0
66,2020-09-29,21,3,312,39,474452,4.4,0.6,46.0
67,2020-09-29,49,14,2875,705,1125559,4.4,1.2,70.0
68,2020-09-29,44,4,3228,841,764030,5.8,0.5,40.0
69,2020-09-29,341,68,3779,727,1843319,18.5,3.7,454.0
70,2020-09-29,1,0,311,77,236659,0.4,0.0,6.0
71,2020-09-29,49,7,841,211,553595,8.9,1.3,116.0
72,2020-09-29,45,1,479,95,566506,7.9,0.2,176.0
73,2020-09-29,25,9,468,78,431174,5.8,2.1,30.0
74,2020-09-29,34,3,985,175,807360,4.2,0.4,130.0
75,2020-09-29,404,94,7203,1873,2187526,18.5,4.3,736.0
76,2020-09-29,137,21,936,197,1254378,10.9,1.7,190.0
77,2020-09-29,132,35,3095,734,1403997,9.4,2.5,206.0
78,2020-09-29,196,27,2755,566,1438266,13.6,1.9,272.0
79,2020-09-29,8,1,75,22,374351,2.1,0.3,20.0
80,2020-09-29,54,8,785,240,572443,9.4,1.4,72.0
81,2020-09-29,30,4,148,24,387890,7.7,1.0,28.0
82,2020-09-29,22,7,61,8,258349,8.5,2.7,86.0
83,2020-09-29,61,16,1175,158,1058740,5.8,1.5,106.0
84,2020-09-29,83,12,370,59,559479,14.8,2.1,58.0
85,2020-09-29,15,3,302,44,675247,2.2,0.4,30.0
86,2020-09-29,9,0,169,42,436876,2.1,0.0,22.0
87,2020-09-29,30,5,163,34,374426,8.0,1.3,44.0
88,2020-09-29,2,0,768,268,367673,0.5,0.0,20.0
89,2020-09-29,14,3,435,95,338291,4.1,0.9,74.0
90,2020-09-29,8,3,578,201,142622,5.6,2.1,22.0
91,2020-09-29,173,26,3067,646,1296130,13.3,2.0,230.0
92,2020-09-29,292,69,5489,1146,1609306,18.1,4.3,276.0
93,2020-09-29,393,55,4688,1068,1623111,24.2,3.4,588.0
94,2020-09-29,327,43,5038,1268,1387926,23.6,3.1,416.0
95,2020-09-29,165,28,3174,770,1228618,13.4,2.3,516.0
971,2020-09-29,164,33,307,69,390253,42.0,8.5,322.0
972,2020-09-29,32,16,130,21,372594,8.6,4.3,0.0
973,2020-09-29,20,5,1708,62,268700,7.4,1.9,26.0
974,2020-09-29,53,16,390,21,853659,6.2,1.9,60.0
976,2020-09-29,9,3,456,29,256518,3.5,1.2,10.0
01,2020-09-30,40,5,499,110,643350,6.2,0.8,44.0
02,2020-09-30,50,4,1172,290,534490,9.4,0.7,78.0
03,2020-09-30,24,1,233,45,337988,7.1,0.3,20.0
04,2020-09-30,9,0,157,16,163915,5.5,0.0,32.0
05,2020-09-30,8,4,158,22,141284,5.7,2.8,18.0
06,2020-09-30,115,16,1138,222,1083310,10.6,1.5,128.0
07,2020-09-30,7,4,470,120,325712,2.1,1.2,16.0
08,2020-09-30,10,2,233,64,273579,3.7,0.7,2.0
09,2020-09-30,6,4,39,2,153153,3.9,2.6,18.0
10,2020-09-30,21,4,678,138,310020,6.8,1.3,20.0
11,2020-09-30,7,1,257,61,370260,1.9,0.3,14.0
12,2020-09-30,14,4,173,26,279206,5.0,1.4,4.0
13,2020-09-30,498,124,5087,668,2024162,24.6,6.1,466.0
14,2020-09-30,24,9,395,87,694002,3.5,1.3,54.0
15,2020-09-30,13,0,63,14,145143,9.0,0.0,8.0
16,2020-09-30,4,1,69,14,352335,1.1,0.3,16.0
17,2020-09-30,22,3,161,54,644303,3.4,0.5,50.0
18,2020-09-30,18,1,221,93,304256,5.9,0.3,26.0
19,2020-09-30,8,0,172,42,241464,3.3,0.0,16.0
21,2020-09-30,31,11,997,257,533819,5.8,2.1,60.0
22,2020-09-30,18,3,249,42,598814,3.0,0.5,38.0
23,2020-09-30,4,2,88,16,118638,3.4,1.7,2.0
24,2020-09-30,14,3,110,14,413606,3.4,0.7,24.0
25,2020-09-30,8,4,663,154,539067,1.5,0.7,38.0
26,2020-09-30,26,5,564,131,511553,5.1,1.0,92.0
27,2020-09-30,60,13,304,92,601843,10.0,2.2,44.0
28,2020-09-30,23,2,627,148,433233,5.3,0.5,44.0
29,2020-09-30,23,3,218,48,909028,2.5,0.3,18.0
2A,2020-09-30,12,2,165,50,157249,7.6,1.3,12.0
2B,2020-09-30,14,2,131,15,177689,7.9,1.1,8.0
30,2020-09-30,64,18,443,107,744178,8.6,2.4,64.0
31,2020-09-30,137,49,959,102,1362672,10.1,3.6,268.0
32,2020-09-30,9,1,96,28,191091,4.7,0.5,10.0
33,2020-09-30,157,30,1276,194,1583384,9.9,1.9,174.0
34,2020-09-30,90,33,940,149,1144892,7.9,2.9,186.0
35,2020-09-30,76,9,583,101,1060199,7.2,0.8,100.0
36,2020-09-30,9,0,201,82,222232,4.0,0.0,18.0
37,2020-09-30,38,6,430,100,606511,6.3,1.0,54.0
38,2020-09-30,117,20,917,173,1258722,9.3,1.6,144.0
39,2020-09-30,6,0,336,60,260188,2.3,0.0,30.0
40,2020-09-30,9,3,91,14,407444,2.2,0.7,24.0
41,2020-09-30,12,1,356,68,331915,3.6,0.3,42.0
42,2020-09-30,121,21,1157,271,762941,15.9,2.8,166.0
43,2020-09-30,23,0,116,19,227283,10.1,0.0,6.0
44,2020-09-30,62,12,854,176,1394909,4.4,0.9,90.0
45,2020-09-30,40,7,726,108,678105,5.9,1.0,36.0
46,2020-09-30,0,0,72,22,173828,0.0,0.0,8.0
47,2020-09-30,12,3,108,14,332842,3.6,0.9,44.0
48,2020-09-30,5,0,31,1,76601,6.5,0.0,0.0
49,2020-09-30,49,6,745,147,813493,6.0,0.7,38.0
50,2020-09-30,17,1,193,52,496883,3.4,0.2,30.0
51,2020-09-30,41,9,1103,283,568895,7.2,1.6,40.0
52,2020-09-30,8,0,279,92,175640,4.6,0.0,4.0
53,2020-09-30,8,0,265,49,307445,2.6,0.0,24.0
54,2020-09-30,44,3,1343,374,733481,6.0,0.4,52.0
55,2020-09-30,9,0,508,105,187187,4.8,0.0,6.0
56,2020-09-30,74,2,465,98,750863,9.9,0.3,138.0
57,2020-09-30,43,2,2685,867,1043522,4.1,0.2,64.0
58,2020-09-30,3,1,115,28,207182,1.4,0.5,18.0
59,2020-09-30,298,65,2999,715,2604361,11.4,2.5,308.0
60,2020-09-30,124,9,1310,431,824503,15.0,1.1,26.0
61,2020-09-30,18,2,273,45,283372,6.4,0.7,6.0
62,2020-09-30,117,20,1613,343,1468018,8.0,1.4,80.0
63,2020-09-30,48,8,245,55,653742,7.3,1.2,42.0
64,2020-09-30,40,5,271,38,677309,5.9,0.7,52.0
65,2020-09-30,11,4,175,27,228530,4.8,1.8,2.0
66,2020-09-30,20,3,316,39,474452,4.2,0.6,40.0
67,2020-09-30,44,13,2879,706,1125559,3.9,1.2,66.0
68,2020-09-30,47,5,3231,841,764030,6.2,0.7,42.0
69,2020-09-30,355,73,3794,728,1843319,19.3,4.0,442.0
70,2020-09-30,1,0,311,77,236659,0.4,0.0,6.0
71,2020-09-30,50,6,846,211,553595,9.0,1.1,128.0
72,2020-09-30,49,1,482,95,566506,8.6,0.2,176.0
73,2020-09-30,24,7,469,79,431174,5.6,1.6,26.0
74,2020-09-30,39,3,986,176,807360,4.8,0.4,124.0
75,2020-09-30,409,103,7233,1878,2187526,18.7,4.7,708.0
76,2020-09-30,132,18,949,197,1254378,10.5,1.4,210.0
77,2020-09-30,147,38,3106,736,1403997,10.5,2.7,190.0
78,2020-09-30,196,26,2771,569,1438266,13.6,1.8,248.0
79,2020-09-30,9,1,75,23,374351,2.4,0.3,24.0
80,2020-09-30,59,11,786,240,572443,10.3,1.9,76.0
81,2020-09-30,35,6,151,25,387890,9.0,1.5,30.0
82,2020-09-30,21,7,62,8,258349,8.1,2.7,82.0
83,2020-09-30,61,15,1178,158,1058740,5.8,1.4,96.0
84,2020-09-30,85,12,378,61,559479,15.2,2.1,40.0
85,2020-09-30,16,2,302,44,675247,2.4,0.3,34.0
86,2020-09-30,9,0,169,42,436876,2.1,0.0,20.0
87,2020-09-30,29,5,164,35,374426,7.7,1.3,40.0
88,2020-09-30,2,0,768,268,367673,0.5,0.0,14.0
89,2020-09-30,14,4,437,95,338291,4.1,1.2,80.0
90,2020-09-30,7,2,579,201,142622,4.9,1.4,18.0
91,2020-09-30,180,28,3079,649,1296130,13.9,2.2,232.0
92,2020-09-30,291,66,5510,1148,1609306,18.1,4.1,256.0
93,2020-09-30,396,53,4714,1068,1623111,24.4,3.3,596.0
94,2020-09-30,328,41,5068,1272,1387926,23.6,3.0,450.0
95,2020-09-30,166,29,3187,771,1228618,13.5,2.4,520.0
971,2020-09-30,164,27,322,74,390253,42.0,6.9,322.0
972,2020-09-30,34,16,131,21,372594,9.1,4.3,0.0
973,2020-09-30,21,5,1711,62,268700,7.8,1.9,28.0
974,2020-09-30,53,16,396,21,853659,6.2,1.9,62.0
976,2020-09-30,9,3,456,29,256518,3.5,1.2,10.0
01,2020-10-01,29,5,508,113,643350,4.5,0.8,48.0
02,2020-10-01,48,4,1178,290,534490,9.0,0.7,80.0
03,2020-10-01,26,1,234,45,337988,7.7,0.3,16.0
04,2020-10-01,10,0,158,16,163915,6.1,0.0,24.0
05,2020-10-01,10,4,158,22,141284,7.1,2.8,20.0
06,2020-10-01,119,16,1144,222,1083310,11.0,1.5,120.0
07,2020-10-01,8,4,470,120,325712,2.5,1.2,22.0
08,2020-10-01,8,2,237,64,273579,2.9,0.7,2.0
09,2020-10-01,7,4,39,2,153153,4.6,2.6,18.0
10,2020-10-01,21,4,679,138,310020,6.8,1.3,22.0
11,2020-10-01,6,1,259,61,370260,1.6,0.3,16.0
12,2020-10-01,16,4,175,26,279206,5.7,1.4,0.0
13,2020-10-01,478,114,5145,673,2024162,23.6,5.6,456.0
14,2020-10-01,26,8,397,87,694002,3.7,1.2,40.0
15,2020-10-01,15,0,64,14,145143,10.3,0.0,6.0
16,2020-10-01,4,1,69,14,352335,1.1,0.3,20.0
17,2020-10-01,22,3,161,54,644303,3.4,0.5,56.0
18,2020-10-01,17,1,222,94,304256,5.6,0.3,28.0
19,2020-10-01,9,1,172,42,241464,3.7,0.4,16.0
21,2020-10-01,30,11,997,257,533819,5.6,2.1,52.0
22,2020-10-01,15,3,253,42,598814,2.5,0.5,36.0
23,2020-10-01,3,2,89,16,118638,2.5,1.7,2.0
24,2020-10-01,14,3,110,14,413606,3.4,0.7,24.0
25,2020-10-01,10,5,663,154,539067,1.9,0.9,44.0
26,2020-10-01,31,5,567,131,511553,6.1,1.0,94.0
27,2020-10-01,61,13,306,92,601843,10.1,2.2,44.0
28,2020-10-01,17,3,637,148,433233,3.9,0.7,34.0
29,2020-10-01,23,4,220,48,909028,2.5,0.4,16.0
2A,2020-10-01,11,3,166,50,157249,7.0,1.9,12.0
2B,2020-10-01,14,2,131,16,177689,7.9,1.1,8.0
30,2020-10-01,68,18,448,109,744178,9.1,2.4,68.0
31,2020-10-01,133,48,976,102,1362672,9.8,3.5,266.0
32,2020-10-01,8,1,96,29,191091,4.2,0.5,12.0
33,2020-10-01,165,31,1282,196,1583384,10.4,2.0,162.0
34,2020-10-01,88,31,948,149,1144892,7.7,2.7,180.0
35,2020-10-01,79,10,586,101,1060199,7.5,0.9,94.0
36,2020-10-01,9,3,202,82,222232,4.0,1.3,20.0
37,2020-10-01,38,6,432,100,606511,6.3,1.0,48.0
38,2020-10-01,115,22,924,176,1258722,9.1,1.7,154.0
39,2020-10-01,4,0,338,60,260188,1.5,0.0,38.0
40,2020-10-01,10,3,91,14,407444,2.5,0.7,24.0
41,2020-10-01,12,1,357,68,331915,3.6,0.3,42.0
42,2020-10-01,137,22,1163,274,762941,18.0,2.9,168.0
43,2020-10-01,10,0,129,19,227283,4.4,0.0,6.0
44,2020-10-01,57,12,861,178,1394909,4.1,0.9,94.0
45,2020-10-01,40,7,729,110,678105,5.9,1.0,42.0
46,2020-10-01,3,0,72,22,173828,1.7,0.0,6.0
47,2020-10-01,15,3,108,14,332842,4.5,0.9,38.0
48,2020-10-01,5,0,31,1,76601,6.5,0.0,2.0
49,2020-10-01,50,7,749,147,813493,6.1,0.9,32.0
50,2020-10-01,17,1,193,53,496883,3.4,0.2,36.0
51,2020-10-01,43,9,1103,283,568895,7.6,1.6,48.0
52,2020-10-01,10,0,279,92,175640,5.7,0.0,4.0
53,2020-10-01,8,0,265,49,307445,2.6,0.0,26.0
54,2020-10-01,46,2,1345,374,733481,6.3,0.3,48.0
55,2020-10-01,10,0,508,105,187187,5.3,0.0,6.0
56,2020-10-01,73,2,468,100,750863,9.7,0.3,144.0
57,2020-10-01,64,9,2688,868,1043522,6.1,0.9,74.0
58,2020-10-01,4,1,115,28,207182,1.9,0.5,20.0
59,2020-10-01,310,75,3023,716,2604361,11.9,2.9,332.0
60,2020-10-01,128,13,1312,431,824503,15.5,1.6,18.0
61,2020-10-01,19,2,273,46,283372,6.7,0.7,2.0
62,2020-10-01,119,20,1619,344,1468018,8.1,1.4,84.0
63,2020-10-01,47,6,248,57,653742,7.2,0.9,42.0
64,2020-10-01,48,6,273,38,677309,7.1,0.9,52.0
65,2020-10-01,11,4,175,27,228530,4.8,1.8,2.0
66,2020-10-01,22,3,316,39,474452,4.6,0.6,32.0
67,2020-10-01,41,13,2884,707,1125559,3.6,1.2,64.0
68,2020-10-01,50,5,3231,841,764030,6.5,0.7,42.0
69,2020-10-01,343,71,3825,732,1843319,18.6,3.9,440.0
70,2020-10-01,1,0,311,77,236659,0.4,0.0,6.0
71,2020-10-01,45,7,851,213,553595,8.1,1.3,136.0
72,2020-10-01,44,0,489,95,566506,7.8,0.0,192.0
73,2020-10-01,22,5,470,80,431174,5.1,1.2,32.0
74,2020-10-01,39,2,988,176,807360,4.8,0.2,108.0
75,2020-10-01,413,109,7265,1882,2187526,18.9,5.0,740.0
76,2020-10-01,135,18,956,197,1254378,10.8,1.4,216.0
77,2020-10-01,146,39,3113,736,1403997,10.4,2.8,174.0
78,2020-10-01,200,24,2780,571,1438266,13.9,1.7,260.0
79,2020-10-01,7,1,76,24,374351,1.9,0.3,26.0
80,2020-10-01,58,11,787,240,572443,10.1,1.9,74.0
81,2020-10-01,38,6,153,25,387890,9.8,1.5,36.0
82,2020-10-01,21,6,63,8,258349,8.1,2.3,76.0
83,2020-10-01,54,14,1185,159,1058740,5.1,1.3,94.0
84,2020-10-01,84,14,384,62,559479,15.0,2.5,42.0
85,2020-10-01,18,4,302,44,675247,2.7,0.6,30.0
86,2020-10-01,8,1,171,42,436876,1.8,0.2,24.0
87,2020-10-01,29,4,164,36,374426,7.7,1.1,38.0
88,2020-10-01,2,0,768,268,367673,0.5,0.0,16.0
89,2020-10-01,15,4,439,95,338291,4.4,1.2,94.0
90,2020-10-01,7,2,579,201,142622,4.9,1.4,14.0
91,2020-10-01,179,33,3087,652,1296130,13.8,2.5,234.0
92,2020-10-01,306,68,5532,1149,1609306,19.0,4.2,286.0
93,2020-10-01,413,56,4738,1070,1623111,25.4,3.5,616.0
94,2020-10-01,334,42,5081,1273,1387926,24.1,3.0,446.0
95,2020-10-01,168,28,3200,773,1228618,13.7,2.3,488.0
971,2020-10-01,162,25,331,75,390253,41.5,6.4,326.0
972,2020-10-01,34,16,131,21,372594,9.1,4.3,0.0
973,2020-10-01,23,4,1720,63,268700,8.6,1.5,30.0
974,2020-10-01,53,15,397,21,853659,6.2,1.8,70.0
976,2020-10-01,9,3,456,29,256518,3.5,1.2,8.0
01,2020-10-02,28,6,511,113,643350,4.4,0.9,54.0
02,2020-10-02,50,4,1180,290,534490,9.4,0.7,78.0
03,2020-10-02,20,2,240,45,337988,5.9,0.6,18.0
04,2020-10-02,10,0,159,16,163915,6.1,0.0,22.0
05,2020-10-02,11,4,158,22,141284,7.8,2.8,22.0
06,2020-10-02,126,15,1153,222,1083310,11.6,1.4,106.0
07,2020-10-02,8,4,471,120,325712,2.5,1.2,18.0
08,2020-10-02,8,2,237,64,273579,2.9,0.7,2.0
09,2020-10-02,7,4,39,2,153153,4.6,2.6,24.0
10,2020-10-02,21,4,680,137,310020,6.8,1.3,20.0
11,2020-10-02,7,2,259,61,370260,1.9,0.5,14.0
12,2020-10-02,18,4,175,26,279206,6.4,1.4,0.0
13,2020-10-02,499,118,5190,676,2024162,24.7,5.8,430.0
14,2020-10-02,25,10,400,87,694002,3.6,1.4,42.0
15,2020-10-02,14,0,64,15,145143,9.6,0.0,4.0
16,2020-10-02,4,1,70,14,352335,1.1,0.3,18.0
17,2020-10-02,22,3,163,54,644303,3.4,0.5,64.0
18,2020-10-02,19,3,223,94,304256,6.2,1.0,42.0
19,2020-10-02,8,1,173,42,241464,3.3,0.4,16.0
21,2020-10-02,32,11,1001,258,533819,6.0,2.1,42.0
22,2020-10-02,14,3,254,42,598814,2.3,0.5,32.0
23,2020-10-02,4,3,89,16,118638,3.4,2.5,2.0
24,2020-10-02,15,3,110,14,413606,3.6,0.7,28.0
25,2020-10-02,9,5,664,154,539067,1.7,0.9,46.0
26,2020-10-02,36,7,570,131,511553,7.0,1.4,98.0
27,2020-10-02,58,13,314,93,601843,9.6,2.2,42.0
28,2020-10-02,17,3,639,148,433233,3.9,0.7,32.0
29,2020-10-02,23,4,221,48,909028,2.5,0.4,16.0
2A,2020-10-02,10,3,167,50,157249,6.4,1.9,16.0
2B,2020-10-02,15,4,131,16,177689,8.4,2.3,10.0
30,2020-10-02,67,19,453,109,744178,9.0,2.6,70.0
31,2020-10-02,136,48,983,104,1362672,10.0,3.5,252.0
32,2020-10-02,9,1,97,29,191091,4.7,0.5,16.0
33,2020-10-02,167,27,1294,200,1583384,10.5,1.7,178.0
34,2020-10-02,94,28,957,151,1144892,8.2,2.4,196.0
35,2020-10-02,77,9,592,101,1060199,7.3,0.8,94.0
36,2020-10-02,9,3,202,82,222232,4.0,1.3,16.0
37,2020-10-02,39,6,432,100,606511,6.4,1.0,46.0
38,2020-10-02,115,22,930,176,1258722,9.1,1.7,162.0
39,2020-10-02,6,1,338,60,260188,2.3,0.4,38.0
40,2020-10-02,9,3,92,14,407444,2.2,0.7,22.0
41,2020-10-02,15,1,358,68,331915,4.5,0.3,42.0
42,2020-10-02,147,24,1171,274,762941,19.3,3.1,170.0
43,2020-10-02,7,0,132,19,227283,3.1,0.0,4.0
44,2020-10-02,58,10,864,179,1394909,4.2,0.7,98.0
45,2020-10-02,44,8,731,110,678105,6.5,1.2,50.0
46,2020-10-02,5,1,72,22,173828,2.9,0.6,4.0
47,2020-10-02,15,3,111,14,332842,4.5,0.9,36.0
48,2020-10-02,5,0,32,1,76601,6.5,0.0,2.0
49,2020-10-02,57,7,751,147,813493,7.0,0.9,36.0
50,2020-10-02,14,1,197,53,496883,2.8,0.2,32.0
51,2020-10-02,41,8,1109,284,568895,7.2,1.4,48.0
52,2020-10-02,13,1,279,92,175640,7.4,0.6,4.0
53,2020-10-02,9,0,267,49,307445,2.9,0.0,18.0
54,2020-10-02,47,4,1347,375,733481,6.4,0.5,50.0
55,2020-10-02,10,0,508,105,187187,5.3,0.0,6.0
56,2020-10-02,69,2,470,101,750863,9.2,0.3,152.0
57,2020-10-02,59,10,2697,868,1043522,5.7,1.0,70.0
58,2020-10-02,7,1,115,28,207182,3.4,0.5,20.0
59,2020-10-02,317,75,3047,719,2604361,12.2,2.9,352.0
60,2020-10-02,91,14,1323,432,824503,11.0,1.7,18.0
61,2020-10-02,18,3,275,46,283372,6.4,1.1,2.0
62,2020-10-02,125,22,1629,346,1468018,8.5,1.5,72.0
63,2020-10-02,45,6,256,57,653742,6.9,0.9,42.0
64,2020-10-02,52,6,280,38,677309,7.7,0.9,62.0
65,2020-10-02,11,4,175,27,228530,4.8,1.8,0.0
66,2020-10-02,22,2,316,39,474452,4.6,0.4,28.0
67,2020-10-02,34,12,2893,708,1125559,3.0,1.1,60.0
68,2020-10-02,42,5,3238,843,764030,5.5,0.7,46.0
69,2020-10-02,359,71,3861,734,1843319,19.5,3.9,432.0
70,2020-10-02,2,0,311,77,236659,0.8,0.0,6.0
71,2020-10-02,45,7,855,213,553595,8.1,1.3,144.0
72,2020-10-02,43,0,492,95,566506,7.6,0.0,208.0
73,2020-10-02,24,5,471,80,431174,5.6,1.2,36.0
74,2020-10-02,40,2,990,176,807360,5.0,0.2,116.0
75,2020-10-02,429,106,7286,1890,2187526,19.6,4.8,740.0
76,2020-10-02,142,21,968,198,1254378,11.3,1.7,210.0
77,2020-10-02,140,32,3128,737,1403997,10.0,2.3,162.0
78,2020-10-02,199,24,2791,571,1438266,13.8,1.7,258.0
79,2020-10-02,7,0,76,24,374351,1.9,0.0,26.0
80,2020-10-02,59,12,788,240,572443,10.3,2.1,66.0
81,2020-10-02,43,8,154,25,387890,11.1,2.1,32.0
82,2020-10-02,19,6,65,8,258349,7.4,2.3,86.0
83,2020-10-02,52,13,1189,161,1058740,4.9,1.2,98.0
84,2020-10-02,82,12,390,63,559479,14.7,2.1,42.0
85,2020-10-02,20,4,305,44,675247,3.0,0.6,30.0
86,2020-10-02,8,1,172,42,436876,1.8,0.2,20.0
87,2020-10-02,27,2,166,36,374426,7.2,0.5,46.0
88,2020-10-02,2,0,769,268,367673,0.5,0.0,14.0
89,2020-10-02,13,2,443,95,338291,3.8,0.6,94.0
90,2020-10-02,7,2,579,201,142622,4.9,1.4,12.0
91,2020-10-02,186,35,3092,653,1296130,14.4,2.7,244.0
92,2020-10-02,316,69,5549,1149,1609306,19.6,4.3,282.0
93,2020-10-02,419,51,4762,1072,1623111,25.8,3.1,620.0
94,2020-10-02,355,49,5106,1273,1387926,25.6,3.5,408.0
95,2020-10-02,166,28,3212,775,1228618,13.5,2.3,464.0
971,2020-10-02,176,27,344,76,390253,45.1,6.9,324.0
972,2020-10-02,31,15,134,21,372594,8.3,4.0,0.0
973,2020-10-02,22,4,1722,63,268700,8.2,1.5,38.0
974,2020-10-02,53,16,402,21,853659,6.2,1.9,68.0
976,2020-10-02,9,3,457,29,256518,3.5,1.2,10.0
01,2020-10-03,31,7,511,113,643350,4.8,1.1,54.0
02,2020-10-03,50,4,1184,290,534490,9.4,0.7,76.0
03,2020-10-03,18,2,243,46,337988,5.3,0.6,16.0
04,2020-10-03,9,0,161,16,163915,5.5,0.0,20.0
05,2020-10-03,11,4,158,22,141284,7.8,2.8,24.0
06,2020-10-03,126,16,1158,222,1083310,11.6,1.5,106.0
