dep,datetime,hosp,rea,rad,dc,population,hosp_pour_100k,rea_pour_100k,nbre_pass_corona
50,2020-10-29,82,8,243,67,496883,16.5,1.6,90.0
51,2020-10-29,120,18,1215,304,568895,21.1,3.2,82.0
52,2020-10-29,49,2,299,97,175640,27.9,1.1,58.0
53,2020-10-29,51,7,307,54,307445,16.6,2.3,130.0
54,2020-10-29,158,21,1461,389,733481,21.5,2.9,256.0
55,2020-10-29,24,3,550,111,187187,12.8,1.6,34.0
56,2020-10-29,122,8,565,115,750863,16.2,1.1,244.0
57,2020-10-29,208,32,2835,901,1043522,19.9,3.1,344.0
58,2020-10-29,20,4,143,32,207182,9.7,1.9,46.0
59,2020-10-29,1316,216,4043,940,2604361,50.5,8.3,1311.0
60,2020-10-29,206,24,1458,458,824503,25.0,2.9,84.0
61,2020-10-29,55,2,313,54,283372,19.4,0.7,8.0
62,2020-10-29,399,56,2000,408,1468018,27.2,3.8,192.0
63,2020-10-29,289,26,422,88,653742,44.2,4.0,102.0
64,2020-10-29,140,11,405,54,677309,20.7,1.6,150.0
65,2020-10-29,48,8,206,33,228530,21.0,3.5,12.0
66,2020-10-29,78,18,384,63,474452,16.4,3.8,112.0
67,2020-10-29,216,24,3026,727,1125559,19.2,2.1,318.0
68,2020-10-29,89,11,3313,852,764030,11.6,1.4,178.0
69,2020-10-29,1314,212,4859,930,1843319,71.3,11.5,1676.0
70,2020-10-29,48,4,336,88,236659,20.3,1.7,58.0
71,2020-10-29,258,26,1093,270,553595,46.6,4.7,684.0
72,2020-10-29,107,10,607,108,566506,18.9,1.8,258.0
73,2020-10-29,247,19,609,126,431174,57.3,4.4,374.0
74,2020-10-29,295,32,1182,201,807360,36.5,4.0,944.0
75,2020-10-29,1084,225,8269,2069,2187526,49.6,10.3,1170.0
76,2020-10-29,485,60,1303,278,1254378,38.7,4.8,494.0
77,2020-10-29,420,103,3499,805,1403997,29.9,7.3,296.0
78,2020-10-29,471,60,3190,641,1438266,32.7,4.2,598.0
79,2020-10-29,37,2,95,34,374351,9.9,0.5,64.0
80,2020-10-29,146,20,885,265,572443,25.5,3.5,124.0
81,2020-10-29,111,18,220,43,387890,28.6,4.6,154.0
82,2020-10-29,91,13,141,26,258349,35.2,5.0,218.0
83,2020-10-29,245,39,1395,207,1058740,23.1,3.7,486.0
84,2020-10-29,281,15,600,114,559479,50.2,2.7,424.0
85,2020-10-29,54,7,368,51,675247,8.0,1.0,116.0
86,2020-10-29,50,8,217,49,436876,11.4,1.8,76.0
87,2020-10-29,99,3,221,51,374426,26.4,0.8,120.0
88,2020-10-29,76,6,802,275,367673,20.7,1.6,152.0
89,2020-10-29,89,11,499,97,338291,26.3,3.3,164.0
90,2020-10-29,60,10,614,206,142622,42.1,7.0,132.0
91,2020-10-29,506,88,3510,708,1296130,39.0,6.8,524.0
92,2020-10-29,707,142,6282,1249,1609306,43.9,8.8,582.0
93,2020-10-29,684,89,5586,1190,1623111,42.1,5.5,1316.0
94,2020-10-29,748,103,5795,1389,1387926,53.9,7.4,780.0
95,2020-10-29,442,45,3634,863,1228618,36.0,3.7,1064.0
971,2020-10-29,138,19,589,139,390253,35.4,4.9,132.0
972,2020-10-29,67,13,196,31,372594,18.0,3.5,0.0
973,2020-10-29,20,3,1797,66,268700,7.4,1.1,28.0
974,2020-10-29,57,11,479,30,853659,6.7,1.3,62.0
976,2020-10-29,13,5,478,30,256518,5.1,1.9,8.0
01,2020-10-30,262,26,648,138,643350,40.7,4.0,450.0
02,2020-10-30,146,20,1307,319,534490,27.3,3.7,256.0
03,2020-10-30,178,16,342,70,337988,52.7,4.7,106.0
04,2020-10-30,70,10,194,21,163915,42.7,6.1,144.0
05,2020-10-30,127,19,251,36,141284,89.9,13.4,120.0
06,2020-10-30,262,49,1416,253,1083310,24.2,4.5,364.0
07,2020-10-30,134,11,536,140,325712,41.1,3.4,222.0
08,2020-10-30,45,8,271,71,273579,16.4,2.9,26.0
09,2020-10-30,21,6,67,7,153153,13.7,3.9,46.0
10,2020-10-30,98,9,722,144,310020,31.6,2.9,132.0
11,2020-10-30,52,3,306,78,370260,14.0,0.8,114.0
12,2020-10-30,82,7,217,45,279206,29.4,2.5,6.0
13,2020-10-30,1305,212,6748,924,2024162,64.5,10.5,1610.0
14,2020-10-30,159,38,523,113,694002,22.9,5.5,170.0
15,2020-10-30,50,10,98,24,145143,34.4,6.9,34.0
16,2020-10-30,14,6,87,20,352335,4.0,1.7,52.0
17,2020-10-30,78,7,216,65,644303,12.1,1.1,108.0
18,2020-10-30,101,8,276,115,304256,33.2,2.6,154.0
19,2020-10-30,53,7,218,52,241464,21.9,2.9,36.0
21,2020-10-30,163,34,1104,278,533819,30.5,6.4,248.0
22,2020-10-30,45,12,297,48,598814,7.5,2.0,62.0
23,2020-10-30,42,13,102,21,118638,35.4,11.0,38.0
24,2020-10-30,53,6,136,18,413606,12.8,1.5,96.0
25,2020-10-30,75,16,714,151,539067,13.9,3.0,178.0
26,2020-10-30,248,29,697,174,511553,48.5,5.7,334.0
27,2020-10-30,138,11,416,120,601843,22.9,1.8,104.0
28,2020-10-30,166,16,740,161,433233,38.3,3.7,150.0
29,2020-10-30,74,24,279,52,909028,8.1,2.6,50.0
2A,2020-10-30,36,9,194,56,157249,22.9,5.7,46.0
2B,2020-10-30,39,5,152,20,177689,21.9,2.8,62.0
30,2020-10-30,238,49,618,151,744178,32.0,6.6,448.0
31,2020-10-30,300,73,1468,150,1362672,22.0,5.4,464.0
32,2020-10-30,23,4,110,35,191091,12.0,2.1,34.0
33,2020-10-30,287,60,1633,253,1583384,18.1,3.8,338.0
34,2020-10-30,369,91,1291,248,1144892,32.2,7.9,570.0
35,2020-10-30,182,20,734,127,1060199,17.2,1.9,198.0
36,2020-10-30,36,6,226,83,222232,16.2,2.7,42.0
37,2020-10-30,68,18,534,118,606511,11.2,3.0,76.0
38,2020-10-30,716,99,1486,281,1258722,56.9,7.9,958.0
39,2020-10-30,137,7,409,73,260188,52.7,2.7,194.0
40,2020-10-30,44,10,146,26,407444,10.8,2.5,68.0
41,2020-10-30,52,3,399,78,331915,15.7,0.9,146.0
42,2020-10-30,741,84,1585,408,762941,97.1,11.0,822.0
43,2020-10-30,132,11,203,32,227283,58.1,4.8,18.0
44,2020-10-30,239,34,1037,208,1394909,17.1,2.4,228.0
45,2020-10-30,184,40,843,123,678105,27.1,5.9,248.0
46,2020-10-30,18,3,81,22,173828,10.4,1.7,22.0
47,2020-10-30,45,6,156,23,332842,13.5,1.8,110.0
48,2020-10-30,33,3,50,15,76601,43.1,3.9,58.0
49,2020-10-30,219,36,929,183,813493,26.9,4.4,162.0
50,2020-10-30,74,8,251,68,496883,14.9,1.6,102.0
51,2020-10-30,127,19,1222,305,568895,22.3,3.3,104.0
52,2020-10-30,54,2,305,98,175640,30.7,1.1,56.0
53,2020-10-30,51,7,310,55,307445,16.6,2.3,140.0
54,2020-10-30,174,23,1472,393,733481,23.7,3.1,268.0
55,2020-10-30,31,5,551,111,187187,16.6,2.7,38.0
56,2020-10-30,128,9,577,116,750863,17.0,1.2,302.0
57,2020-10-30,215,32,2852,903,1043522,20.6,3.1,370.0
58,2020-10-30,25,5,144,32,207182,12.1,2.4,52.0
59,2020-10-30,1396,226,4111,951,2604361,53.6,8.7,1330.0
60,2020-10-30,210,26,1469,461,824503,25.5,3.2,108.0
61,2020-10-30,56,2,320,54,283372,19.8,0.7,4.0
62,2020-10-30,421,64,2022,413,1468018,28.7,4.4,220.0
63,2020-10-30,291,27,437,90,653742,44.5,4.1,110.0
64,2020-10-30,165,13,420,59,677309,24.4,1.9,158.0
65,2020-10-30,53,8,207,35,228530,23.2,3.5,12.0
66,2020-10-30,88,19,388,66,474452,18.5,4.0,114.0
67,2020-10-30,243,28,3033,730,1125559,21.6,2.5,354.0
68,2020-10-30,102,16,3319,854,764030,13.4,2.1,192.0
69,2020-10-30,1363,225,4923,944,1843319,73.9,12.2,1678.0
70,2020-10-30,59,6,337,88,236659,24.9,2.5,58.0
71,2020-10-30,272,27,1110,270,553595,49.1,4.9,696.0
72,2020-10-30,110,10,611,108,566506,19.4,1.8,310.0
73,2020-10-30,265,17,630,132,431174,61.5,3.9,432.0
74,2020-10-30,312,32,1200,202,807360,38.6,4.0,1056.0
75,2020-10-30,1133,250,8321,2080,2187526,51.8,11.4,1192.0
76,2020-10-30,520,75,1333,287,1254378,41.5,6.0,478.0
77,2020-10-30,435,107,3526,810,1403997,31.0,7.6,334.0
78,2020-10-30,511,62,3214,646,1438266,35.5,4.3,630.0
79,2020-10-30,40,2,96,34,374351,10.7,0.5,70.0
80,2020-10-30,151,21,893,269,572443,26.4,3.7,126.0
81,2020-10-30,114,18,223,44,387890,29.4,4.6,150.0
82,2020-10-30,90,15,147,28,258349,34.8,5.8,218.0
83,2020-10-30,257,40,1410,209,1058740,24.3,3.8,538.0
84,2020-10-30,299,20,615,117,559479,53.4,3.6,432.0
85,2020-10-30,58,7,375,51,675247,8.6,1.0,124.0
86,2020-10-30,58,8,219,50,436876,13.3,1.8,78.0
87,2020-10-30,104,3,225,51,374426,27.8,0.8,128.0
88,2020-10-30,84,9,807,277,367673,22.8,2.4,170.0
89,2020-10-30,94,13,506,97,338291,27.8,3.8,190.0
90,2020-10-30,63,11,617,210,142622,44.2,7.7,144.0
91,2020-10-30,549,94,3535,712,1296130,42.4,7.3,510.0
92,2020-10-30,720,147,6332,1256,1609306,44.7,9.1,616.0
93,2020-10-30,684,95,5629,1198,1623111,42.1,5.9,1286.0
94,2020-10-30,766,108,5822,1393,1387926,55.2,7.8,808.0
95,2020-10-30,446,49,3670,865,1228618,36.3,4.0,1094.0
971,2020-10-30,145,19,594,139,390253,37.2,4.9,124.0
972,2020-10-30,72,14,200,31,372594,19.3,3.8,0.0
973,2020-10-30,22,3,1797,66,268700,8.2,1.1,32.0
974,2020-10-30,60,12,485,31,853659,7.0,1.4,72.0
976,2020-10-30,14,6,478,30,256518,5.5,2.3,6.0
01,2020-10-31,269,30,668,144,643350,41.8,4.7,488.0
02,2020-10-31,148,20,1310,320,534490,27.7,3.7,284.0
03,2020-10-31,191,17,351,70,337988,56.5,5.0,112.0
04,2020-10-31,66,10,198,24,163915,40.3,6.1,160.0
05,2020-10-31,171,25,222,39,141284,121.0,17.7,134.0
06,2020-10-31,280,53,1431,258,1083310,25.8,4.9,378.0
07,2020-10-31,150,11,544,144,325712,46.1,3.4,234.0
08,2020-10-31,45,8,271,71,273579,16.4,2.9,30.0
09,2020-10-31,20,6,70,7,153153,13.1,3.9,48.0
10,2020-10-31,97,8,730,145,310020,31.3,2.6,126.0
11,2020-10-31,54,4,308,78,370260,14.6,1.1,110.0
12,2020-10-31,93,8,219,47,279206,33.3,2.9,4.0
13,2020-10-31,1313,212,6849,933,2024162,64.9,10.5,1636.0
14,2020-10-31,177,41,531,114,694002,25.5,5.9,188.0
15,2020-10-31,50,10,99,24,145143,34.4,6.9,26.0
16,2020-10-31,16,6,89,20,352335,4.5,1.7,50.0
17,2020-10-31,87,10,221,66,644303,13.5,1.6,102.0
18,2020-10-31,105,8,278,116,304256,34.5,2.6,168.0
19,2020-10-31,64,7,220,52,241464,26.5,2.9,32.0
21,2020-10-31,162,36,1119,281,533819,30.3,6.7,258.0
22,2020-10-31,53,11,298,49,598814,8.9,1.8,56.0
23,2020-10-31,43,10,106,21,118638,36.2,8.4,38.0
24,2020-10-31,54,6,136,18,413606,13.1,1.5,98.0
25,2020-10-31,77,15,716,152,539067,14.3,2.8,180.0
26,2020-10-31,259,28,705,174,511553,50.6,5.5,354.0
27,2020-10-31,147,9,418,120,601843,24.4,1.5,98.0
28,2020-10-31,174,16,743,162,433233,40.2,3.7,142.0
29,2020-10-31,80,28,282,54,909028,8.8,3.1,52.0
2A,2020-10-31,36,9,194,56,157249,22.9,5.7,50.0
2B,2020-10-31,40,6,154,21,177689,22.5,3.4,62.0
30,2020-10-31,259,55,627,152,744178,34.8,7.4,450.0
31,2020-10-31,306,76,1490,155,1362672,22.5,5.6,480.0
32,2020-10-31,25,4,110,35,191091,13.1,2.1,24.0
33,2020-10-31,281,61,1647,254,1583384,17.7,3.9,340.0
34,2020-10-31,346,76,1324,254,1144892,30.2,6.6,564.0
35,2020-10-31,201,23,741,128,1060199,19.0,2.2,204.0
36,2020-10-31,41,8,226,83,222232,18.4,3.6,42.0
37,2020-10-31,79,18,536,118,606511,13.0,3.0,68.0
38,2020-10-31,722,111,1508,291,1258722,57.4,8.8,1026.0
39,2020-10-31,141,8,414,75,260188,54.2,3.1,212.0
40,2020-10-31,49,10,146,27,407444,12.0,2.5,62.0
41,2020-10-31,56,5,404,79,331915,16.9,1.5,148.0
42,2020-10-31,772,83,1601,410,762941,101.2,10.9,832.0
43,2020-10-31,137,11,214,32,227283,60.3,4.8,20.0
44,2020-10-31,254,33,1048,209,1394909,18.2,2.4,234.0
45,2020-10-31,194,39,844,124,678105,28.6,5.8,264.0
46,2020-10-31,20,3,83,23,173828,11.5,1.7,26.0
47,2020-10-31,48,6,157,24,332842,14.4,1.8,114.0
48,2020-10-31,46,4,52,15,76601,60.1,5.2,68.0
49,2020-10-31,219,37,949,185,813493,26.9,4.5,170.0
50,2020-10-31,89,8,252,68,496883,17.9,1.6,112.0
51,2020-10-31,130,19,1226,305,568895,22.9,3.3,94.0
52,2020-10-31,56,4,308,99,175640,31.9,2.3,74.0
53,2020-10-31,55,7,311,55,307445,17.9,2.3,134.0
54,2020-10-31,183,25,1482,396,733481,24.9,3.4,290.0
55,2020-10-31,37,5,551,112,187187,19.8,2.7,42.0
56,2020-10-31,135,11,584,116,750863,18.0,1.5,304.0
57,2020-10-31,223,32,2858,904,1043522,21.4,3.1,394.0
58,2020-10-31,34,5,145,32,207182,16.4,2.4,64.0
59,2020-10-31,1461,241,4148,960,2604361,56.1,9.3,1362.0
60,2020-10-31,213,28,1479,463,824503,25.8,3.4,124.0
61,2020-10-31,56,3,324,55,283372,19.8,1.1,10.0
62,2020-10-31,447,69,2057,416,1468018,30.4,4.7,228.0
63,2020-10-31,295,32,457,93,653742,45.1,4.9,124.0
64,2020-10-31,196,15,422,60,677309,28.9,2.2,168.0
65,2020-10-31,68,8,208,35,228530,29.8,3.5,4.0
66,2020-10-31,92,19,389,70,474452,19.4,4.0,110.0
67,2020-10-31,262,28,3038,737,1125559,23.3,2.5,366.0
68,2020-10-31,114,17,3330,854,764030,14.9,2.2,188.0
69,2020-10-31,1377,227,4998,957,1843319,74.7,12.3,1692.0
70,2020-10-31,56,4,341,88,236659,23.7,1.7,68.0
71,2020-10-31,281,28,1126,272,553595,50.8,5.1,732.0
72,2020-10-31,112,10,614,108,566506,19.8,1.8,334.0
73,2020-10-31,265,22,649,136,431174,61.5,5.1,432.0
74,2020-10-31,343,37,1226,210,807360,42.5,4.6,1182.0
75,2020-10-31,1151,244,8364,2091,2187526,52.6,11.2,1186.0
76,2020-10-31,535,72,1356,294,1254378,42.7,5.7,454.0
77,2020-10-31,422,102,3570,818,1403997,30.1,7.3,362.0
78,2020-10-31,525,60,3219,648,1438266,36.5,4.2,638.0
79,2020-10-31,50,3,99,35,374351,13.4,0.8,72.0
80,2020-10-31,160,23,898,269,572443,28.0,4.0,126.0
81,2020-10-31,110,18,230,46,387890,28.4,4.6,140.0
82,2020-10-31,96,15,151,28,258349,37.2,5.8,234.0
83,2020-10-31,282,39,1427,211,1058740,26.6,3.7,534.0
84,2020-10-31,320,18,628,124,559479,57.2,3.2,466.0
85,2020-10-31,56,9,383,51,675247,8.3,1.3,118.0
86,2020-10-31,68,8,226,50,436876,15.6,1.8,90.0
87,2020-10-31,116,6,228,55,374426,31.0,1.6,118.0
88,2020-10-31,87,10,817,277,367673,23.7,2.7,172.0
89,2020-10-31,104,13,512,97,338291,30.7,3.8,220.0
90,2020-10-31,59,10,623,211,142622,41.4,7.0,178.0
91,2020-10-31,562,95,3565,718,1296130,43.4,7.3,544.0
92,2020-10-31,728,148,6374,1262,1609306,45.2,9.2,614.0
93,2020-10-31,703,92,5648,1201,1623111,43.3,5.7,1308.0
94,2020-10-31,784,110,5864,1402,1387926,56.5,7.9,844.0
95,2020-10-31,482,50,3693,873,1228618,39.2,4.1,1144.0
971,2020-10-31,144,18,598,140,390253,36.9,4.6,116.0
972,2020-10-31,72,15,202,31,372594,19.3,4.0,0.0
973,2020-10-31,21,3,1799,66,268700,7.8,1.1,36.0
974,2020-10-31,64,12,486,31,853659,7.5,1.4,74.0
976,2020-10-31,15,7,479,30,256518,5.8,2.7,8.0
01,2020-11-01,279,30,671,145,643350,43.4,4.7,492.0
02,2020-11-01,159,21,1310,320,534490,29.7,3.9,298.0
03,2020-11-01,210,15,354,72,337988,62.1,4.4,116.0
04,2020-11-01,67,11,202,24,163915,40.9,6.7,180.0
05,2020-11-01,176,24,224,39,141284,124.6,17.0,142.0
06,2020-11-01,290,54,1438,258,1083310,26.8,5.0,364.0
07,2020-11-01,161,11,545,148,325712,49.4,3.4,236.0
08,2020-11-01,54,12,275,72,273579,19.7,4.4,34.0
09,2020-11-01,20,7,71,8,153153,13.1,4.6,50.0
10,2020-11-01,99,8,737,149,310020,31.9,2.6,130.0
11,2020-11-01,58,6,312,78,370260,15.7,1.6,104.0
12,2020-11-01,99,9,219,48,279206,35.5,3.2,6.0
13,2020-11-01,1378,217,6884,945,2024162,68.1,10.7,1614.0
14,2020-11-01,188,42,533,114,694002,27.1,6.1,198.0
15,2020-11-01,50,10,99,24,145143,34.4,6.9,24.0
16,2020-11-01,19,6,89,20,352335,5.4,1.7,54.0
17,2020-11-01,90,11,222,66,644303,14.0,1.7,94.0
18,2020-11-01,115,9,280,118,304256,37.8,3.0,172.0
19,2020-11-01,66,10,226,53,241464,27.3,4.1,36.0
21,2020-11-01,158,33,1131,283,533819,29.6,6.2,288.0
22,2020-11-01,56,10,298,51,598814,9.4,1.7,62.0
23,2020-11-01,44,10,107,21,118638,37.1,8.4,38.0
24,2020-11-01,55,6,136,18,413606,13.3,1.5,116.0
25,2020-11-01,95,22,719,152,539067,17.6,4.1,180.0
26,2020-11-01,265,28,708,175,511553,51.8,5.5,358.0
27,2020-11-01,156,9,420,121,601843,25.9,1.5,88.0
28,2020-11-01,195,18,745,162,433233,45.0,4.2,136.0
29,2020-11-01,81,28,285,54,909028,8.9,3.1,54.0
2A,2020-11-01,36,8,194,57,157249,22.9,5.1,52.0
2B,2020-11-01,41,7,155,21,177689,23.1,3.9,62.0
30,2020-11-01,269,65,641,153,744178,36.1,8.7,494.0
31,2020-11-01,322,80,1502,155,1362672,23.6,5.9,474.0
32,2020-11-01,25,4,110,35,191091,13.1,2.1,28.0
33,2020-11-01,288,64,1655,261,1583384,18.2,4.0,344.0
34,2020-11-01,358,79,1331,257,1144892,31.3,6.9,560.0
35,2020-11-01,211,24,750,131,1060199,19.9,2.3,218.0
36,2020-11-01,48,8,226,83,222232,21.6,3.6,40.0
37,2020-11-01,83,18,542,119,606511,13.7,3.0,74.0
38,2020-11-01,751,108,1541,304,1258722,59.7,8.6,1008.0
39,2020-11-01,152,7,416,78,260188,58.4,2.7,212.0
40,2020-11-01,50,11,148,27,407444,12.3,2.7,74.0
41,2020-11-01,58,6,404,80,331915,17.5,1.8,152.0
42,2020-11-01,775,85,1627,423,762941,101.6,11.1,814.0
43,2020-11-01,146,12,221,33,227283,64.2,5.3,18.0
44,2020-11-01,267,34,1049,212,1394909,19.1,2.4,256.0
45,2020-11-01,190,35,851,126,678105,28.0,5.2,276.0
46,2020-11-01,23,3,85,24,173828,13.2,1.7,32.0
47,2020-11-01,53,6,158,24,332842,15.9,1.8,118.0
48,2020-11-01,52,4,52,15,76601,67.9,5.2,68.0
49,2020-11-01,232,40,953,188,813493,28.5,4.9,194.0
50,2020-11-01,101,8,257,68,496883,20.3,1.6,126.0
51,2020-11-01,132,20,1227,305,568895,23.2,3.5,108.0
52,2020-11-01,56,4,308,99,175640,31.9,2.3,78.0
53,2020-11-01,56,8,312,56,307445,18.2,2.6,136.0
54,2020-11-01,185,25,1489,398,733481,25.2,3.4,294.0
55,2020-11-01,42,5,551,112,187187,22.4,2.7,42.0
56,2020-11-01,135,11,587,119,750863,18.0,1.5,278.0
57,2020-11-01,225,31,2871,907,1043522,21.6,3.0,418.0
58,2020-11-01,42,7,144,32,207182,20.3,3.4,64.0
59,2020-11-01,1504,255,4211,978,2604361,57.7,9.8,1422.0
60,2020-11-01,217,32,1486,463,824503,26.3,3.9,136.0
61,2020-11-01,64,3,326,56,283372,22.6,1.1,14.0
62,2020-11-01,462,76,2067,418,1468018,31.5,5.2,256.0
63,2020-11-01,313,35,459,96,653742,47.9,5.4,124.0
64,2020-11-01,219,18,425,63,677309,32.3,2.7,180.0
65,2020-11-01,70,9,211,37,228530,30.6,3.9,8.0
66,2020-11-01,96,21,390,71,474452,20.2,4.4,104.0
67,2020-11-01,290,36,3048,739,1125559,25.8,3.2,410.0
68,2020-11-01,118,20,3337,855,764030,15.4,2.6,190.0
69,2020-11-01,1445,236,5044,973,1843319,78.4,12.8,1686.0
70,2020-11-01,66,5,342,89,236659,27.9,2.1,84.0
71,2020-11-01,297,28,1133,275,553595,53.6,5.1,718.0
72,2020-11-01,119,10,617,109,566506,21.0,1.8,352.0
73,2020-11-01,297,22,654,138,431174,68.9,5.1,432.0
74,2020-11-01,381,39,1246,220,807360,47.2,4.8,1226.0
75,2020-11-01,1185,254,8399,2099,2187526,54.2,11.6,1216.0
76,2020-11-01,551,65,1373,305,1254378,43.9,5.2,456.0
77,2020-11-01,437,104,3580,821,1403997,31.1,7.4,380.0
78,2020-11-01,542,61,3220,649,1438266,37.7,4.2,666.0
79,2020-11-01,55,3,100,35,374351,14.7,0.8,72.0
80,2020-11-01,164,24,899,271,572443,28.6,4.2,130.0
81,2020-11-01,109,19,231,48,387890,28.1,4.9,148.0
82,2020-11-01,103,16,152,28,258349,39.9,6.2,216.0
83,2020-11-01,301,43,1435,215,1058740,28.4,4.1,586.0
84,2020-11-01,365,21,637,130,559479,65.2,3.8,490.0
85,2020-11-01,56,8,383,51,675247,8.3,1.2,120.0
86,2020-11-01,80,8,228,50,436876,18.3,1.8,98.0
87,2020-11-01,121,6,230,55,374426,32.3,1.6,124.0
88,2020-11-01,97,13,818,279,367673,26.4,3.5,176.0
89,2020-11-01,107,14,512,97,338291,31.6,4.1,228.0
90,2020-11-01,56,8,624,213,142622,39.3,5.6,200.0
91,2020-11-01,575,95,3573,725,1296130,44.4,7.3,572.0
92,2020-11-01,741,151,6388,1265,1609306,46.0,9.4,612.0
93,2020-11-01,724,90,5658,1202,1623111,44.6,5.5,1318.0
94,2020-11-01,792,110,5871,1405,1387926,57.1,7.9,818.0
95,2020-11-01,489,55,3715,879,1228618,39.8,4.5,1156.0
971,2020-11-01,143,15,598,143,390253,36.6,3.8,124.0
972,2020-11-01,72,14,207,31,372594,19.3,3.8,0.0
973,2020-11-01,19,3,1803,66,268700,7.1,1.1,40.0
974,2020-11-01,64,13,490,32,853659,7.5,1.5,76.0
976,2020-11-01,15,7,479,30,256518,5.8,2.7,12.0
01,2020-11-02,298,29,677,148,643350,46.3,4.5,518.0
02,2020-11-02,175,26,1318,320,534490,32.7,4.9,320.0
03,2020-11-02,215,15,364,80,337988,63.6,4.4,128.0
04,2020-11-02,71,10,202,24,163915,43.3,6.1,184.0
05,2020-11-02,125,19,225,40,141284,88.5,13.4,148.0
06,2020-11-02,282,50,1459,266,1083310,26.0,4.6,380.0
07,2020-11-02,174,14,553,154,325712,53.4,4.3,234.0
08,2020-11-02,54,12,275,72,273579,19.7,4.4,26.0
09,2020-11-02,24,7,71,9,153153,15.7,4.6,42.0
10,2020-11-02,93,8,743,149,310020,30.0,2.6,132.0
11,2020-11-02,61,5,313,78,370260,16.5,1.4,114.0
12,2020-11-02,104,7,219,51,279206,37.2,2.5,8.0
13,2020-11-02,1423,230,6961,980,2024162,70.3,11.4,1648.0
14,2020-11-02,202,44,535,118,694002,29.1,6.3,226.0
15,2020-11-02,51,10,105,24,145143,35.1,6.9,24.0
16,2020-11-02,19,6,90,20,352335,5.4,1.7,64.0
17,2020-11-02,99,14,225,67,644303,15.4,2.2,90.0
18,2020-11-02,120,7,281,123,304256,39.4,2.3,168.0
19,2020-11-02,69,10,227,56,241464,28.6,4.1,34.0
21,2020-11-02,178,43,1139,286,533819,33.3,8.1,300.0
22,2020-11-02,58,9,301,52,598814,9.7,1.5,62.0
23,2020-11-02,42,10,109,21,118638,35.4,8.4,40.0
24,2020-11-02,70,9,136,18,413606,16.9,2.2,118.0
25,2020-11-02,108,23,722,152,539067,20.0,4.3,198.0
26,2020-11-02,290,31,719,179,511553,56.7,6.1,376.0
27,2020-11-02,149,8,430,124,601843,24.8,1.3,86.0
28,2020-11-02,198,17,757,165,433233,45.7,3.9,134.0
29,2020-11-02,92,31,289,56,909028,10.1,3.4,54.0
2A,2020-11-02,44,9,195,57,157249,28.0,5.7,48.0
2B,2020-11-02,43,6,155,22,177689,24.2,3.4,60.0
30,2020-11-02,279,59,655,157,744178,37.5,7.9,456.0
31,2020-11-02,328,83,1517,160,1362672,24.1,6.1,498.0
32,2020-11-02,29,4,111,36,191091,15.2,2.1,30.0
33,2020-11-02,305,63,1675,264,1583384,19.3,4.0,340.0
34,2020-11-02,369,82,1351,260,1144892,32.2,7.2,590.0
35,2020-11-02,229,26,764,133,1060199,21.6,2.5,228.0
36,2020-11-02,48,8,230,84,222232,21.6,3.6,44.0
37,2020-11-02,91,20,547,120,606511,15.0,3.3,82.0
38,2020-11-02,791,112,1595,328,1258722,62.8,8.9,1034.0
39,2020-11-02,166,9,422,80,260188,63.8,3.5,222.0
40,2020-11-02,46,11,155,28,407444,11.3,2.7,88.0
41,2020-11-02,61,5,408,81,331915,18.4,1.5,172.0
42,2020-11-02,807,90,1649,431,762941,105.8,11.8,858.0
43,2020-11-02,150,13,225,35,227283,66.0,5.7,26.0
44,2020-11-02,275,36,1049,218,1394909,19.7,2.6,262.0
45,2020-11-02,201,41,862,127,678105,29.6,6.0,278.0
46,2020-11-02,24,5,86,24,173828,13.8,2.9,36.0
47,2020-11-02,54,6,159,24,332842,16.2,1.8,122.0
48,2020-11-02,55,4,52,15,76601,71.8,5.2,62.0
49,2020-11-02,246,51,961,196,813493,30.2,6.3,202.0
50,2020-11-02,103,7,258,70,496883,20.7,1.4,148.0
51,2020-11-02,136,20,1227,306,568895,23.9,3.5,126.0
52,2020-11-02,62,4,308,100,175640,35.3,2.3,76.0
53,2020-11-02,63,9,314,57,307445,20.5,2.9,154.0
54,2020-11-02,201,25,1493,399,733481,27.4,3.4,330.0
55,2020-11-02,43,5,551,114,187187,23.0,2.7,46.0
56,2020-11-02,138,13,587,121,750863,18.4,1.7,260.0
57,2020-11-02,220,35,2889,918,1043522,21.1,3.4,462.0
58,2020-11-02,44,6,147,33,207182,21.2,2.9,50.0
59,2020-11-02,1556,262,4245,1000,2604361,59.7,10.1,1468.0
60,2020-11-02,225,34,1492,466,824503,27.3,4.1,132.0
61,2020-11-02,66,5,329,56,283372,23.3,1.8,26.0
62,2020-11-02,516,82,2078,423,1468018,35.1,5.6,292.0
63,2020-11-02,318,37,478,98,653742,48.6,5.7,128.0
64,2020-11-02,236,22,431,69,677309,34.8,3.2,176.0
65,2020-11-02,73,11,211,38,228530,31.9,4.8,14.0
66,2020-11-02,94,20,391,77,474452,19.8,4.2,98.0
67,2020-11-02,339,37,3054,744,1125559,30.1,3.3,420.0
68,2020-11-02,137,24,3342,855,764030,17.9,3.1,220.0
69,2020-11-02,1503,227,5067,998,1843319,81.5,12.3,1706.0
70,2020-11-02,76,5,342,90,236659,32.1,2.1,88.0
71,2020-11-02,314,31,1139,286,553595,56.7,5.6,754.0
