id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance,names_ok,sortant
5011,085-05,7,DELATRE,Sandrine,Mme,REC,Reconquête !,Delatre,non
5012,085-05,8,LEGENTILHOMME,Jacqueline,M.,DSV,Droite souverainiste,Legentilhomme,non
5013,085-05,9,MAGNIN,Isabelle,Mme,RN,Rassemblement National,Magnin,non
5014,085-05,10,THIBAUD,Yveline,Mme,LR,Les Républicains,Thibaud,non
5015,086-01,1,GIRAUDET,Alexandre,M.,ECO,Ecologistes,Giraudet,non
5016,086-01,2,BALLET-BLU,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle),Ballet-Blu,oui
5017,086-01,3,DE MASCUREAU,Marie-Aline,Mme,REC,Reconquête !,De Mascureau,non
5018,086-01,4,COURTOIS,Kevin,M.,RN,Rassemblement National,Courtois,non
5019,086-01,5,GAILLARD,Ludovic,M.,DXG,Divers extrême gauche,Gaillard,non
5020,086-01,6,BELLUCO,Lisa,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Belluco,non
5021,086-01,7,FARINE,Elise,Mme,ECO,Ecologistes,Farine,non
5022,086-01,8,LAADNANI,Idriss,M.,DVG,Divers gauche,Laadnani,non
5023,086-01,9,ASSOUMANI,Jeannot,M.,DIV,Divers,Assoumani,non
5024,086-01,10,JARRY,Corine,Mme,DSV,Droite souverainiste,Jarry,non
5025,086-01,11,NEVEUX,Jérôme,M.,UDI,Union des Démocrates et des Indépendants,Neveux,non
5026,086-02,1,MAYENGA,Carridy,M.,ECO,Ecologistes,Mayenga,non
5027,086-02,2,BOUCHAREB,Frédéric,M.,RDG,Parti radical de gauche,Bouchareb,non
5028,086-02,3,PROST,Marie Dolores,Mme,REC,Reconquête !,Prost,non
5029,086-02,4,SOUMAILLE,Valérie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Soumaille,non
5030,086-02,5,DESSAUX,Aurélien,M.,DXD,Divers extrême droite,Dessaux,non
5031,086-02,6,DU CHAMBON,Roselyne,Mme,DSV,Droite souverainiste,Du Chambon,non
5032,086-02,7,PHILIPPE,Céline,Mme,RN,Rassemblement National,Philippe,non
5033,086-02,8,FERREIRA,Maryse,Mme,DVG,Divers gauche,Ferreira,non
5034,086-02,9,CHAUVIN,Agnes,Mme,DXG,Divers extrême gauche,Chauvin,non
5035,086-02,10,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),Houlié,oui
5036,086-02,11,OUSSENI,Soifidine,M.,DIV,Divers,Ousseni,non
5037,086-03,1,LEPERCQ,Olivier,M.,REC,Reconquête !,Lepercq,non
5038,086-03,2,JOUAN,Soizic,Mme,DXG,Divers extrême gauche,Jouan,non
5039,086-03,3,BOCK,François,M.,DVD,Divers droite,Bock,non
5040,086-03,4,BORTOLOTTI,Sabine,Mme,DSV,Droite souverainiste,Bortolotti,non
5041,086-03,5,ZERBIB,Léonard,M.,LR,Les Républicains,Zerbib,non
5042,086-03,6,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),Lecamp,non
5043,086-03,7,VALENTE,Jason,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Valente,non
5044,086-03,8,CLÉMENT,Jean-Michel,M.,DVG,Divers gauche,Clément,oui
5045,086-03,9,SOULAT,Eric,M.,RN,Rassemblement National,Soulat,non
5046,086-03,10,BARBOT,Isabelle,Mme,ECO,Ecologistes,Barbot,non
5047,086-03,11,MINOT,Patrick,M.,DVD,Divers droite,Minot,non
5048,086-03,12,BOUTAYEB,Fatiha,Mme,DIV,Divers,Boutayeb,non
5049,086-04,1,TURQUOIS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),Turquois,oui
5050,086-04,2,AUGER,Fabrice,M.,DIV,Divers,Auger,non
5051,086-04,3,LIEUTET,Gerard,M.,REG,Parti Pirate,Lieutet,non
5052,086-04,4,PIMOT,Sylvie,Mme,ECO,Ecologistes,Pimot,non
5053,086-04,5,GUICHARD,Patrick,M.,DSV,Droite souverainiste,Guichard,non
5054,086-04,6,VILLERET,Patrice,M.,DXG,Divers extrême gauche,Villeret,non
5055,086-04,7,LATUS,Marion,Mme,RN,Rassemblement National,Latus,non
5056,086-04,8,CARTIER,Flavien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Cartier,non
5057,086-04,9,VERDIN,Alain,M.,REC,Reconquête !,Verdin,non
5058,087-01,1,TAMBO,Stéphanie,Mme,DVD,Divers droite,Tambo,non
5059,087-01,2,MARQUET,Fabienne,Mme,REC,Reconquête !,Marquet,non
5060,087-01,3,VALIERE-VIALEIX,Jean,M.,LR,Les Républicains,Valiere-Vialeix,non
5061,087-01,4,GÉDOUX,Christiane,Mme,RN,Rassemblement National,Gédoux,non
5062,087-01,5,BEAUDOUIN HUBIERE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),Beaudouin Hubiere,oui
5063,087-01,6,PROVOST,David,M.,DIV,Divers,Provost,non
5064,087-01,7,FAUCON,Elisabeth,Mme,DXG,Divers extrême gauche,Faucon,non
5065,087-01,8,MAUDET,Damien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Maudet,non
5066,087-02,1,DELAUTRETTE,Stéphane,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Delautrette,non
5067,087-02,2,BOST,Jean Marie,M.,LR,Les Républicains,Bost,non
5068,087-02,3,COGNERAS,Cyril,M.,REG,Régionaliste,Cogneras,non
5069,087-02,4,BONNET,Jean-Luc,M.,DVC,Divers centre,Bonnet,non
5070,087-02,5,ROUSSIE,Claudine,Mme,DXG,Divers extrême gauche,Roussie,non
5071,087-02,6,GENDARME,Daniel,M.,DVG,Divers gauche,Gendarme,non
5072,087-02,7,MINGUET,Sabrina,Mme,RN,Rassemblement National,Minguet,non
5073,087-02,8,CARRE,Gisèle,Mme,REC,Reconquête !,Carre,non
5074,087-02,9,ZAITER,Shérazade,Mme,ENS,Ensemble ! (Majorité présidentielle),Zaiter,non
5075,087-03,1,TOULZA,Gilles,M.,LR,Les Républicains,Toulza,non
5076,087-03,2,FREYCHET,Albin,M.,RN,Rassemblement National,Freychet,non
5077,087-03,3,MOURNETAS,Daniel,M.,DXG,Divers extrême gauche,Mournetas,non
5078,087-03,4,SABOUNE,Nazih,M.,DVC,Divers centre,Saboune,non
5079,087-03,5,ARDANT,Antoine,M.,REC,Reconquête !,Ardant,non
5080,087-03,6,SARDIN,Geoffroy,M.,ENS,Ensemble ! (Majorité présidentielle),Sardin,non
5081,087-03,7,MEUNIER,Manon,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Meunier,non
5082,087-03,8,BROSSARD,Corinne,Mme,DVD,Divers droite,Brossard,non
5083,087-03,9,LEONIE,Vincent,M.,DVC,Divers centre,Leonie,non
5084,087-03,10,RASSAT,Nelly,Mme,REG,Régionaliste,Rassat,non
5085,088-01,1,ABBOT,Evelyne,Mme,DXG,Divers extrême gauche,Abbot,non
5086,088-01,2,MONANGE,Anne-Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),Monange,non
5087,088-01,3,NICOLAZZI,Maxime,M.,DXG,Divers extrême gauche,Nicolazzi,non
5088,088-01,4,MOONS,Emmie,Mme,RN,Rassemblement National,Moons,non
5089,088-01,5,AJDIR,Ihsane,Mme,DIV,Divers,Ajdir,non
5090,088-01,6,FETET,Jules,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Fetet,non
5091,088-01,7,AIT AHMED,Mohamed,M.,ECO,Ecologistes,Ait Ahmed,non
5092,088-01,8,VIRY,Stéphane,M.,LR,Les Républicains,Viry,oui
5093,088-01,9,DUPARCQ,Eric,M.,DSV,Droite souverainiste,Duparcq,non
5094,088-01,10,ROSSATO,Elisabetta,Mme,DIV,Parti Pirate,Rossato,non
5095,088-01,11,PERRY,Stéphane,M.,REC,Reconquête !,Perry,non
5096,088-02,1,THIEBAUT,Emmanuel,M.,ECO,Ecologistes,Thiebaut,non
5097,088-02,2,VALENCE,David,M.,ENS,Ensemble ! (Majorité présidentielle),Valence,non
5098,088-02,3,MOREAU,Charlotte,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Moreau,non
5099,088-02,4,CHAMBROT,Lionel,M.,DXG,Divers extrême gauche,Chambrot,non
5100,088-02,5,PRIVAT MATTIONI,Caroline,Mme,LR,Les Républicains,Privat Mattioni,non
5101,088-02,6,SCHAFFHAUSER,Jean-Luc,M.,DXD,Divers extrême droite,Schaffhauser,non
5102,088-02,7,ROBINOT,Pierre-Jean,M.,DSV,Droite souverainiste,Robinot,non
5103,088-02,8,JUGOWAL,Sudarshan,M.,ECO,Ecologistes,Jugowal,non
5104,088-02,9,CANADAS,Martine,Mme,DVD,Divers droite,Canadas,non
5105,088-02,10,LANGLADE,Jeanne-Françoise,Mme,DXG,Divers extrême gauche,Langlade,non
5106,088-02,11,MORÉ,Elisa,Mme,REG,Régionaliste,Moré,non
5107,088-02,12,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,Dussausaye,non
5108,088-03,1,FRANÇOIS,Pierre,M.,RN,Rassemblement National,François,non
5109,088-03,2,ERB,Anne-Caroline,Mme,REC,Reconquête !,Erb,non
5110,088-03,3,VILLEMIN,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),Villemin,non
5111,088-03,4,PIERRAT,Béatrice,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Pierrat,non
5112,088-03,5,NAEGELEN,Christophe,M.,DVD,Divers droite,Naegelen,oui
5113,088-03,6,ZIRGEL,Félix,M.,REG,Régionaliste,Zirgel,non
5114,088-03,7,BAILLY,Stéphanie,Mme,DXG,Divers extrême gauche,Bailly,non
5115,088-03,8,COLLIN DUPARCQ,Marina,Mme,DSV,Droite souverainiste,Collin Duparcq,non
5116,088-04,1,LAURENT,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),Laurent,non
5117,088-04,2,HUMBERT,Sébastien,M.,RN,Rassemblement National,Humbert,non
5118,088-04,3,JABRIN,Jocelyne,Mme,REC,Reconquête !,Jabrin,non
5119,088-04,4,GAULTIER,Jean-Jacques,M.,LR,Les Républicains,Gaultier,oui
5120,088-04,5,FRANQUEVILLE,Christian,M.,DVG,Divers gauche,Franqueville,non
5121,088-04,6,WEIN,François-Xavier,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Wein,non
5122,088-04,7,MORALES,Thierry,M.,ECO,Ecologistes,Morales,non
5123,088-04,8,BAILLY,Camille,Mme,DXG,Divers extrême gauche,Bailly,non
5124,088-04,9,HURIOT,Joris,M.,DVG,Divers gauche,Huriot,non
5125,089-01,1,TÉQUI,Paul,M.,REC,Reconquête !,Téqui,non
5126,089-01,2,KERMIN,Jean-Charles,M.,DXG,Divers extrême gauche,Kermin,non
5127,089-01,3,MANIGAUT,Sylvie,Mme,DXG,Divers extrême gauche,Manigaut,non
5128,089-01,4,ALBRECHT,Victor,M.,ENS,Ensemble ! (Majorité présidentielle),Albrecht,non
5129,089-01,5,LOURY,Florence,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Loury,non
5130,089-01,6,GRENON,Daniel,M.,RN,Rassemblement National,Grenon,non
5131,089-01,7,GUYOT,Elsa,Mme,ECO,Ecologistes,Guyot,non
5132,089-01,8,GUYARD,Yvonne,Mme,DSV,Droite souverainiste,Guyard,non
5133,089-01,9,LARRIVÉ,Guillaume,M.,LR,Les Républicains,Larrivé,oui
5134,089-02,1,CARRASCO,Anita,Mme,DXG,Divers extrême gauche,Carrasco,non
5135,089-02,2,DUMOULIN,Marie,Mme,REC,Reconquête !,Dumoulin,non
5136,089-02,3,FRAYER,Florian,M.,DVD,Divers droite,Frayer,non
5137,089-02,4,VILLIERS,André,M.,ENS,Ensemble ! (Majorité présidentielle),Villiers,oui
5138,089-02,5,LOPEZ,Audrey,Mme,RN,Rassemblement National,Lopez,non
5139,089-02,6,VEYSSIERE,Philippe,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Veyssiere,non
5140,089-02,7,NAKOV,Iris,Mme,ECO,Ecologistes,Nakov,non
5141,089-02,8,PRESSARD,Patrice,M.,ECO,Ecologistes,Pressard,non
5142,089-02,9,CARDONA,Maryse,Mme,DSV,Droite souverainiste,Cardona,non
5143,089-03,1,LOUIS-STOKOBER,Laurence,Mme,REC,Reconquête !,Louis-Stokober,non
5144,089-03,2,ODOUL,Julien,M.,RN,Rassemblement National,Odoul,non
5145,089-03,3,PIRMAN,Gilles,M.,LR,Les Républicains,Pirman,non
5146,089-03,4,KHAN,Mehdi,M.,DVG,Divers gauche,Khan,non
5147,089-03,5,PALLANT,Simonne,Mme,DXG,Divers extrême gauche,Pallant,non
5148,089-03,6,KERMIN,Annie,Mme,DXG,Divers extrême gauche,Kermin,non
5149,089-03,7,WANG,Aline,Mme,DSV,Droite souverainiste,Wang,non
5150,089-03,8,CROUZET,Michèle,Mme,ENS,Ensemble ! (Majorité présidentielle),Crouzet,oui
5151,089-03,9,VIGNIER,Agnès,Mme,ECO,Ecologistes,Vignier,non
5152,089-03,10,DENÉ,Manon,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Dené,non
5153,089-03,11,FRANTZ,Véronique,Mme,DVC,Divers centre,Frantz,non
5154,089-03,12,HENRY,Florence,Mme,ECO,Ecologistes,Henry,non
5155,090-01,1,GRUDLER,Thiebaud,M.,ENS,Ensemble ! (Majorité présidentielle),Grudler,non
5156,090-01,2,PETITOT,Christiane,Mme,DXG,Divers extrême gauche,Petitot,non
5157,090-01,3,FILLON,Agnès,Mme,ECO,Ecologistes,Fillon,non
5158,090-01,4,CORDONNIER,Jean,M.,DSV,Droite souverainiste,Cordonnier,non
5159,090-01,5,BOUCARD,Ian,M.,LR,Les Républicains,Boucard,oui
5160,090-01,6,FRANQUET,Nathalie,Mme,REC,Reconquête !,Franquet,non
5161,090-01,7,LORIDAT,Gérald,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Loridat,non
5162,090-01,8,BARATAY,Kévin,M.,DVD,Divers droite,Baratay,non
5163,090-01,9,SOUSTELLE,Christophe,M.,RN,Rassemblement National,Soustelle,non
5164,090-02,1,CHAUCHE,Florian,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Chauche,non
5165,090-02,2,VALLVERDU,Didier,M.,DVD,Divers droite,Vallverdu,non
5166,090-02,3,HANNA,Christelle,Mme,DSV,Droite souverainiste,Hanna,non
5167,090-02,4,PETITJEAN,Baptiste,M.,ENS,Ensemble ! (Majorité présidentielle),Petitjean,non
5168,090-02,5,ARCHAMBAULT,Marc,M.,DXD,Divers extrême droite,Archambault,non
5169,090-02,6,FELEMEZ,Marc,M.,REC,Reconquête !,Felemez,non
5170,090-02,7,ZUMKELLER,Michel,M.,UDI,Union des Démocrates et des Indépendants,Zumkeller,oui
5171,090-02,8,CARNICER,Sophie,Mme,RN,Rassemblement National,Carnicer,non
5172,090-02,9,PHEULPIN,Simon,M.,DXG,Divers extrême gauche,Pheulpin,non
5173,091-01,1,VEGA,Thiebauld,M.,RN,Rassemblement National,Vega,non
5174,091-01,2,CAMONIN,Jean,M.,DXG,Divers extrême gauche,Camonin,non
5175,091-01,3,DANQUIGNY,Christine,Mme,DXG,Divers extrême gauche,Danquigny,non
5176,091-01,4,ZEGHOUF,Medhy,M.,ENS,Ensemble ! (Majorité présidentielle),Zeghouf,non
5177,091-01,5,BERLINGEN,Eric,M.,DVG,Divers gauche,Berlingen,non
5178,091-01,6,DE SCORRAILLE,Antoine,M.,ECO,Ecologistes,De Scorraille,non
5179,091-01,7,KETFI,Samira,Mme,LR,Les Républicains,Ketfi,non
5180,091-01,8,AMRANI,Farida,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Amrani,non
5181,091-01,9,RICOIS,Jean-François,M.,DIV,Divers,Ricois,non
5182,091-01,10,GARNIT,Rafik,M.,DVG,Divers gauche,Garnit,non
5183,091-01,11,SAIKALY,Joseph,M.,REC,Reconquête !,Saikaly,non
5184,091-01,12,BAILLEUL,Géraldine,Mme,DIV,Parti Pirate,Bailleul,non
5185,091-02,1,BRYON,Eveline,Mme,REC,Reconquête !,Bryon,non
5186,091-02,2,SY,Mama,Mme,DVD,Divers droite,Sy,non
5187,091-02,3,SIFER,Naïma,Mme,ENS,Ensemble ! (Majorité présidentielle),Sifer,non
5188,091-02,4,PAROLINI,François,M.,DVG,Divers gauche,Parolini,non
5189,091-02,5,DUGOIN-CLEMENT,Jean-Philippe,M.,UDI,Union des Démocrates et des Indépendants,Dugoin-Clement,non
5190,091-02,6,DA CONCEICAO CARVALHO,Nathalie,Mme,RN,Rassemblement National,Da Conceicao Carvalho,non
5191,091-02,7,HILLAIRE,Mathieu,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Hillaire,non
5192,091-02,8,PHAN HIEU,Mathilde,Mme,DXG,Divers extrême gauche,Phan Hieu,non
5193,091-02,9,LEMAIRE,Pascal,M.,ECO,Ecologistes,Lemaire,non
5194,091-02,10,MORELLE,Antonin,M.,DVD,Divers droite,Morelle,non
5195,091-02,11,BIELAK,Vincent,M.,DSV,Droite souverainiste,Bielak,non
5196,091-03,1,LOPÈS-VENOT,Joëlle,Mme,DXG,Divers extrême gauche,Lopès-Venot,non
5197,091-03,2,KEMOUNE,Mehdi,M.,DVG,Divers gauche,Kemoune,non
5198,091-03,3,MOUSNIER,Gilbert,M.,RN,Rassemblement National,Mousnier,non
5199,091-03,4,PERDEREAU,Isabelle,Mme,LR,Les Républicains,Perdereau,non
5200,091-03,5,IZARD,Alexis,M.,ENS,Ensemble ! (Majorité présidentielle),Izard,non
5201,091-03,6,LEMOIGNE,Gérard,M.,ECO,Ecologistes,Lemoigne,non
5202,091-03,7,CHARVILLAT,Jean-Paul,M.,DIV,Divers,Charvillat,non
5203,091-03,8,CHAA BENAHMED,Shéhérazade,Mme,REC,Reconquête !,Chaa Benahmed,non
5204,091-03,9,MOREIRA,Alice,Mme,DSV,Droite souverainiste,Moreira,non
5205,091-03,10,GUSTAVE,Steevy,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Gustave,non
5206,091-03,11,BAURE,Paul-Henri,M.,ECO,Ecologistes,Baure,non
5207,091-04,1,COQUELET,Jean-Pierre,M.,DIV,Divers,Coquelet,non
5208,091-04,2,LA SELVE,François,M.,REC,Reconquête !,La Selve,non
5209,091-04,3,BOUTALEB,Alain,M.,RN,Rassemblement National,Boutaleb,non
5210,091-04,4,DUMONT,Dimitri,M.,DVG,Divers gauche,Dumont,non
5211,091-04,5,SCACHE,Agathe,Mme,DVC,Divers centre,Scache,non
5212,091-04,6,MARTIN,Jérémy,M.,LR,Les Républicains,Martin,non
5213,091-04,7,LOIZILLON,Martin,M.,DIV,Divers,Loizillon,non
5214,091-04,8,DJABALI,Miriam,Mme,DVC,Divers centre,Djabali,non
5215,091-04,9,RIXAIN,Marie-Pierre,Mme,ENS,Ensemble ! (Majorité présidentielle),Rixain,oui
5216,091-04,10,DEME,Amadou,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Deme,non
5217,091-04,11,POLIZZO,Iliane,Mme,ECO,Ecologistes,Polizzo,non
5218,091-04,12,PLOUIN,Juliette,Mme,DXG,Divers extrême gauche,Plouin,non
5219,091-05,1,DEBON,Christophe,M.,RN,Rassemblement National,Debon,non
5220,091-05,2,ODILLE,Benoît,M.,DVG,Divers gauche,Odille,non
5221,091-05,3,MIDY,Paul,M.,ENS,Ensemble ! (Majorité présidentielle),Midy,non
5222,091-05,4,POISSON,Anne-Christine,Mme,DVD,Divers droite,Poisson,non
5223,091-05,5,BARBARAT,Denise,Mme,REC,Reconquête !,Barbarat,non
5224,091-05,6,PAXION,Didier,M.,DXG,Divers extrême gauche,Paxion,non
5225,091-05,7,VILLANI,Cédric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Villani,oui
5226,091-05,8,RONFARD-HARET,Marc,M.,DSV,Droite souverainiste,Ronfard-Haret,non
5227,091-05,9,BOURNAT,Michel,M.,LR,Les Républicains,Bournat,non
5228,091-06,1,ASKAR,Ecaterina,Mme,DSV,Droite souverainiste,Askar,non
5229,091-06,2,LONCHAMPT,Wendy,Mme,REC,Reconquête !,Lonchampt,non
5230,091-06,3,LACARRIERE,Chantal,Mme,LR,Les Républicains,Lacarriere,non
5231,091-06,4,SAHARI,Mokrane,M.,DVD,Divers droite,Sahari,non
5232,091-06,5,PIOTELAT,Elisabeth,Mme,DVG,Parti Pirate,Piotelat,non
5233,091-06,6,HADDAD,Lisa,Mme,RN,Rassemblement National,Haddad,non
5234,091-06,7,ROHAULT DE FLEURY,Jules,M.,ECO,Ecologistes,Rohault De Fleury,non
5235,091-06,8,CHEN,Franck,M.,DVD,Divers droite,Chen,non
5236,091-06,9,DE MONTCHALIN,Amélie,Mme,ENS,Ensemble ! (Majorité présidentielle),De Montchalin,non
5237,091-06,10,BARONET,Pierre,M.,DIV,Divers,Baronet,non
5238,091-06,11,VAYSSIÈRE,Bastien,M.,DXG,Divers extrême gauche,Vayssière,non
5239,091-06,12,GUEDJ,Jérôme,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Guedj,non
5240,091-06,13,BOMMELAER,Esther,Mme,ECO,Ecologistes,Bommelaer,non
5241,091-07,1,MARIE,Florie,Mme,DVG,Parti Pirate,Marie,non
5242,091-07,2,CARDOSO,Antony,M.,REC,Reconquête !,Cardoso,non
5243,091-07,3,DAAS,Rabia,Mme,DVC,Divers centre,Daas,non
5244,091-07,4,REDA,Robin,M.,ENS,Ensemble ! (Majorité présidentielle),Reda,oui
5245,091-07,5,DUMAINE,Julien,M.,LR,Les Républicains,Dumaine,non
5246,091-07,6,RACINE,Jacques,M.,DIV,Divers,Racine,non
5247,091-07,7,HOQUET,Marc,M.,DXG,Divers extrême gauche,Hoquet,non
5248,091-07,8,GUIBERT,Audrey,Mme,RN,Rassemblement National,Guibert,non
5249,091-07,9,VAGNEUX,Olivier,M.,ECO,Ecologistes,Vagneux,non
5250,091-07,10,LEJEUNE,Claire,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Lejeune,non
5251,091-07,11,RIGOLLET,Josselyne,Mme,DSV,Droite souverainiste,Rigollet,non
5252,091-07,12,BOMPARD,Catherine,Mme,ECO,Ecologistes,Bompard,non
5253,091-08,1,DUPONT-AIGNAN,Nicolas,M.,DSV,Droite souverainiste,Dupont-Aignan,oui
5254,091-08,2,CHAZETTE-GUILLET,Emilie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Chazette-Guillet,non
5255,091-08,3,DOHIN,Nicolas,M.,LR,Les Républicains,Dohin,non
5256,091-08,4,GUIGUET,Jean-Claude,M.,DIV,Divers,Guiguet,non
5257,091-08,5,JACOB,Daniel,M.,DIV,Divers,Jacob,non
5258,091-08,6,BIDA,Mohamed,M.,ENS,Ensemble ! (Majorité présidentielle),Bida,non
5259,091-08,7,DUBOULAY,Chantal,Mme,DXG,Divers extrême gauche,Duboulay,non
5260,091-09,1,GUÉVENOUX,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),Guévenoux,oui
5261,091-09,2,MAZURIÉ,Lionel,M.,DSV,Droite souverainiste,Mazurié,non
5262,091-09,3,STEENS,Philippe,M.,RN,Rassemblement National,Steens,non
5263,091-09,4,BERNARD,Antonin,M.,ECO,Ecologistes,Bernard,non
5264,091-09,5,BENAMOU,Michel,M.,DIV,Divers,Benamou,non
5265,091-09,6,HIDRI,Faten,Mme,UDI,Union des Démocrates et des Indépendants,Hidri,non
5266,091-09,7,MERRIEN,Paul-Henri,M.,REC,Reconquête !,Merrien,non
5267,091-09,8,GRISAUD,Benoit,M.,DXG,Divers extrême gauche,Grisaud,non
5268,091-09,9,BELETRECHE,Nadhera,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Beletreche,non
5269,091-10,1,BELLON,Sandrine,Mme,DIV,Divers,Bellon,non
5270,091-10,2,DE BOISHUE,Nicolas,M.,LR,Les Républicains,De Boishue,non
5271,091-10,3,AZZOUNI,Sabrine,Mme,REG,Régionaliste,Azzouni,non
5272,091-10,4,ZAOUI,Mustapha,M.,ECO,Ecologistes,Zaoui,non
5273,091-10,5,CARCASSET,Nadia,Mme,ENS,Ensemble ! (Majorité présidentielle),Carcasset,non
5274,091-10,6,LECLERC,Monique,Mme,DXG,Divers extrême gauche,Leclerc,non
5275,091-10,7,REHAB,Hanna,Mme,ECO,Ecologistes,Rehab,non
5276,091-10,8,CAMUS,Stephane,M.,DVD,Divers droite,Camus,non
5277,091-10,9,CORMIER,Claudine,Mme,ECO,Ecologistes,Cormier,non
5278,091-10,10,VERA-FONTANO,Inès,Mme,REC,Reconquête !,Vera-Fontano,non
5279,091-10,11,GODIER,Marie,Mme,RN,Rassemblement National,Godier,non
5280,091-10,12,LÉAUMENT,Antoine,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Léaument,non
5281,092-01,1,BENTAJ,Abdelaziz,M.,LR,Les Républicains,Bentaj,non
5282,092-01,2,DANGAS,Corinne,Mme,DIV,Parti Pirate,Dangas,non
5283,092-01,3,QUIRANTE,Gaël,M.,DXG,Divers extrême gauche,Quirante,non
5284,092-01,4,BOUMEDIENNE,Samir,Mme,DIV,Divers,Boumedienne,non
5285,092-01,5,LE GAL,Anna,Mme,ECO,Ecologistes,Le Gal,non
5286,092-01,6,DÉCAILLET,Marie-Laure,Mme,REC,Reconquête !,Décaillet,non
5287,092-01,7,CAMARA,Mariam,Mme,RN,Rassemblement National,Camara,non
5288,092-01,8,JAN,Corinne,Mme,DXG,Divers extrême gauche,Jan,non
5289,092-01,9,CHOLLET,Gary,M.,ECO,Ecologistes,Chollet,non
5290,092-01,10,BOUNAB,Zina,Mme,DXG,Divers extrême gauche,Bounab,non
5291,092-01,11,FAUCILLON,Elsa,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Faucillon,oui
5292,092-01,12,BADIN,Marie-Ange,Mme,ENS,Ensemble ! (Majorité présidentielle),Badin,non
5293,092-02,1,ISAAC,Christel,Mme,ECO,Ecologistes,Isaac,non
5294,092-02,2,MARTIN SAINT LEON,Laurent,M.,DVC,Divers centre,Martin Saint Leon,non
5295,092-02,3,DAGEVILLE,Marine,Mme,DXG,Divers extrême gauche,Dageville,non
5296,092-02,4,PERROTEL,Sébastien,M.,DVD,Divers droite,Perrotel,non
5297,092-02,5,AESCHLIMANN,Marie-Do,Mme,LR,Les Républicains,Aeschlimann,non
5298,092-02,6,PASQUINI,Francesca,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Pasquini,non
5299,092-02,7,BRUNET,Antoine,M.,DXG,Divers extrême gauche,Brunet,non
5300,092-02,8,BICHARA,Digui,M.,DVC,Divers centre,Bichara,non
5301,092-02,9,BERTIER,Frédérique,Mme,REC,Reconquête !,Bertier,non
5302,092-02,10,DENOO,Emilia,Mme,ECO,Ecologistes,Denoo,non
5303,092-02,11,ACHIDI,Baï-Audrey,Mme,ENS,Ensemble ! (Majorité présidentielle),Achidi,non
5304,092-02,12,BELLOUFA,Karima,Mme,DIV,Divers,Belloufa,non
5305,092-02,13,LAURENT,Hadrien,M.,RDG,Parti radical de gauche,Laurent,non
5306,092-02,14,FABRE,Michel,M.,DXG,Divers extrême gauche,Fabre,non
5307,092-02,15,MILLOT,Philippe,M.,RN,Rassemblement National,Millot,non
5308,092-03,1,TAQUILLAIN,Aurélie,Mme,ENS,Ensemble ! (Majorité présidentielle),Taquillain,non
5309,092-03,2,PIRON,Barthelemy,M.,DXG,Divers extrême gauche,Piron,non
5310,092-03,3,BELKADI,Abdel,M.,DIV,Divers,Belkadi,non
5311,092-03,4,LAFFITE,Agnès,Mme,RN,Rassemblement National,Laffite,non
