epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
200000172,CC FAUCIGNY GLIERES,21170,17060,80.6,200000172.0,Faucigny-Glières,24680.0,"3,5",74,"6,4","13,4",73.0,8.0,25.4
200000438,CC DU PAYS DE PONTCHATEAU SAINT GILDAS DES BOIS,26640,23080,86.6,200000438.0,Le Pays de Pontchâteau Saint-Gildas-des-Bois,20850.0,"2,3",44,"5,0","13,9",79.8,7.6,20.7
200000545,CC DES PORTES DE ROMILLY SUR SEINE,13870,11540,83.2,200000545.0,Les Portes de Romilly-sur-Seine,17430.0,"3,0",10,"22,7","36,2",73.1,16.9,32.4
200000628,CC RHONE LEZ PROVENCE,19490,15350,78.8,200000628.0,Rhône Lez Provence,18830.0,"3,2",84,"17,1","28,8",70.2,12.6,40.9
200000800,CC COUR DE SOLOGNE,7870,7190,91.4,200000800.0,Cœur de Sologne,20830.0,"2,7",41,"6,6","15,8",85.9,9.8,23.8
200000925,CC DE LA PLAINE DIJONNAISE,16620,14940,89.9,200000925.0,La Plaine Dijonnaise,22700.0,"2,3",21,"5,0","9,9",84.7,5.8,31.4
200000933,CC SAULDRE ET SOLOGNE,11220,10030,89.4,200000933.0,Sauldre et Sologne,20010.0,"2,8",18,"9,1","18,6",83.9,8.6,26.2
200004802,CC DU PAYS DE FAYENCE,24130,18390,76.2,200004802.0,Le Pays de Fayence,22040.0,"3,6",83,"10,0","19,2",67.4,9.4,32.1
200005932,CC DES PORTES DE SOLOGNE,12070,11100,92.0,200005932.0,Les Portes de Sologne,23620.0,"2,9",45,"5,0","11,4",87.4,6.3,21.0
200005957,CC DE LA REGION DE RAMBERVILLERS,9510,7990,84.0,200005957.0,La Région de Rambervillers,18590.0,"3,0",88,"16,0","27,2",77.0,11.9,34.0
200006682,"CA BEAUNE, COTE ET SUD COMMUNAUTE BEAUNE CHAGNY NOLAY",39820,35750,89.8,200006682.0,"Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",21970.0,"3,1",71,"6,8","15,0",84.0,7.5,23.3
200006716,CC DU NOGENTAIS,11930,10140,85.0,200006716.0,Le Nogentais,20250.0,"3,0",10,"12,0","22,4",77.8,11.3,34.6
200006930,CC DU HAUT ALLIER,3680,3170,86.1,200006930.0,Le Haut-Allier,19110.0,"2,9",48,"10,3","21,9",78.8,7.3,22.3
200006971,CC DU PERCHE,13750,12250,89.1,200006971.0,Le Perche,20100.0,"2,9",28,"11,9","20,9",82.9,10.1,24.9
200007052,CC DE LA MARCHE BERRICHONNE,4330,3780,87.3,200007052.0,La Marche Berrichonne,18040.0,"2,7",36,"11,0","25,2",81.3,7.5,22.5
200007177,CC PAYS DE NERONDES,3370,2940,87.2,200007177.0,Pays de Nérondes,19060.0,"2,8",18,"11,8","24,2",77.2,11.6,32.4
200010650,CA DU GRAND DOLE,41780,35940,86.0,200010650.0,Le Grand Dole,20640.0,"2,9",39,"11,2","20,6",79.2,8.6,25.3
200010700,CA CAUX SEINE AGGLO,57920,52590,90.8,200010700.0,Caux Seine Agglo,20700.0,"2,8",76,"10,1","20,2",85.4,10.0,29.3
200011773,CA ANNEMASSE LES VOIRONS AGGLOMERATION,65400,48270,73.8,200011773.0,Annemasse-les Voirons-Agglomération,25320.0,"5,9",74,"14,4","22,9",64.8,12.5,18.3
200011781,CC PORTES DU BERRY ENTRE LOIRE ET VAL D AUBOIS,7390,6510,88.1,200011781.0,Portes du Berry entre Loire et Val d'Aubois,19930.0,"2,6",18,"9,6","19,9",80.5,8.7,29.8
200013050,CC SAUER PECHELBRONN,13590,11900,87.6,200013050.0,Sauer-Pechelbronn,22970.0,"2,5",67,"5,0","9,5",81.5,6.5,33.6
200015162,CC DE L ORIENTE,4570,3610,79.0,200015162.0,L'Oriente,17240.0,"3,8",2B,"22,1","35,8",70.7,9.9,23.4
200016905,CC DU PAYS DE LAMASTRE,5160,4200,81.4,200016905.0,Le Pays de Lamastre,17880.0,"3,0",07,"14,0","27,7",74.8,8.0,20.7
200017341,CC LODEVOIS ET LARZAC,12160,9300,76.5,200017341.0,Lodévois et Larzac,17620.0,"3,3",34,"20,3","33,8",69.2,11.8,23.9
200017846,CA ETAMPOIS SUD ESSONNE,40630,34130,84.0,200017846.0,Étampois Sud-Essonne (CCESE),21600.0,"3,0",91,"10,4","19,9",75.8,9.3,25.1
200018083,CC DE DESVRES SAMER,16380,15050,91.9,200018083.0,Desvres-Samer,19400.0,"2,8",62,"10,7","22,2",87.0,8.9,30.1
200018166,CC LE GRESIVAUDAN,81150,72110,88.9,200018166.0,Le Grésivaudan,25800.0,"3,0",38,"5,0","8,9",84.0,5.9,17.1
200018406,CC DU ROMORANTINAIS ET DU MONESTOIS,25980,22850,88.0,200018406.0,Le Romorantinais et du Monestois,19880.0,"3,0",41,"13,0","22,8",81.9,9.8,29.9
200018521,CC DU VAL DE BOUZANNE,4530,3900,86.1,200018521.0,Le Val de Bouzanne,19610.0,"2,7",36,"10,1","20,7",80.8,7.7,25.3
200022986,CC DU GRAND PIC SAINT LOUP,40540,35420,87.4,200022986.0,Le Grand Pic Saint-Loup,25460.0,"3,3",34,"5,0","10,4",81.9,7.3,17.9
200023075,CC DU PAYS DE MAICHE,13840,10790,78.0,200023075.0,Le Pays de Maîche,26050.0,"3,3",25,"5,0","10,1",69.6,8.1,26.5
200023125,CC LES PORTES BRIARDES ENTRE VILLES ET FORETS,34730,29930,86.2,200023125.0,Les Portes Briardes entre Villes et Forêts,25120.0,"3,3",77,"6,6","12,6",80.0,6.9,19.7
200023240,CC PAYS DE NEMOURS,22720,19130,84.2,200023240.0,Pays de Nemours,21140.0,"3,2",77,"12,2","21,5",77.3,10.7,24.5
200023299,CC COUR DE TARENTAISE,7230,6220,86.0,200023299.0,Cœur de Tarentaise,21510.0,"3,3",73,"10,1","19,5",77.7,5.6,20.0
200023307,CA DU GRAND VILLENEUVOIS,39380,32360,82.2,200023307.0,Le Grand Villeneuvois,18840.0,"3,1",47,"15,5","27,6",74.7,11.8,24.6
200023372,CC DE LA VALLEE DE CHAMONIX MONT BLANC,12160,10520,86.5,200023372.0,La Vallée de Chamonix-Mont-Blanc,22450.0,"3,7",74,"7,6","15,6",78.1,4.3,11.2
200023414,METROPOLE ROUEN NORMANDIE,373300,329200,88.2,200023414.0,Rouen Normandie,20550.0,"3,4",76,"16,3","26,0",82.0,11.8,20.2
200023620,CC DE LA GASCOGNE TOULOUSAINE,16810,14650,87.2,200023620.0,La Gascogne Toulousaine,24180.0,"2,9",32,"5,5","11,4",80.8,5.6,20.0
200023737,CA DU GRAND CAHORS,34360,28970,84.3,200023737.0,Le Grand Cahors,20630.0,"3,2",46,"12,4","22,1",78.1,11.1,16.3
200023778,CC DU PAYS DE SAINT GILLES CROIX DE VIE,49430,44670,90.4,200023778.0,Le Pays de Saint-Gilles-Croix-de-Vie,21440.0,"2,6",85,"5,0","12,5",85.5,9.1,20.6
200023794,CC DE BLAYE,16020,13500,84.3,200023794.0,Blaye,19720.0,"3,1",33,"12,2","24,1",76.8,11.2,27.6
200023919,CC GATINAIS VAL DE LOING,14210,11970,84.2,200023919.0,Gâtinais Val de Loing,21070.0,"2,9",77,"10,3","19,4",77.0,10.6,30.2
200026573,CC HAUT JURA SAINT CLAUDE,15470,12660,81.8,200026573.0,Haut-Jura Saint-Claude,20480.0,"3,0",39,"10,6","21,4",75.0,8.7,21.6
200027027,CC ARC SUD BRETAGNE,23060,20480,88.8,200027027.0,Arc Sud Bretagne,20850.0,"2,6",56,"5,9","14,6",82.5,7.9,18.1
200027076,CC ARNON BOISCHAUT CHER,6140,5260,85.7,200027076.0,Arnon Boischaut Cher,20190.0,"2,7",18,"9,7","19,8",78.8,9.7,26.8
200027100,CC MEDITERRANEE PORTE DES MAURES,38560,31560,81.8,200027100.0,Méditerranée Porte des Maures,21780.0,"3,2",83,"9,3","18,0",74.2,10.2,30.0
200027183,CU PERPIGNAN MEDITERRANEE METROPOLE,220700,177640,80.5,200027183.0,Perpignan Méditerranée Métropole,18570.0,"3,5",66,"20,8","32,2",73.5,13.6,30.7
200027217,CC SARLAT PERIGORD NOIR,13570,11200,82.5,200027217.0,Sarlat-Périgord Noir,20050.0,"3,0",24,"10,4","22,0",76.1,11.6,15.5
200027308,CC D AUBERIVE VINGEANNE ET MONTSAUGEONNAIS,6360,5470,86.0,200027308.0,Auberive Vingeanne et Montsaugeonnais,20690.0,"2,6",52,"5,7","15,0",79.1,7.1,27.6
200029734,CC DES 4B SUD CHARENTE,15370,13440,87.4,200029734.0,Les 4B Sud Charente,19330.0,"3,0",16,"11,0","22,5",80.4,8.2,23.3
200029999,CC RIVES DE L AIN PAYS DU CERDON,11120,9460,85.1,200029999.0,Rives de l'Ain - Pays du Cerdon,21290.0,"2,8",01,"7,1","15,6",78.7,8.3,31.3
200030195,METROPOLE NICE COTE D AZUR,459970,368420,80.1,200030195.0,Nice Côte d'Azur,20920.0,"3,8",06,"15,0","24,9",72.0,9.8,28.1
200030385,CA DE BLOIS AGGLOPOLYS,83140,73160,88.0,200030385.0,Blois Agglopolys,21060.0,"3,2",41,"13,2","22,1",82.0,9.4,21.0
200030435,CC D AIRE SUR L ADOUR,10260,8970,87.4,200030435.0,Aire-sur-l'Adour,20400.0,"2,9",40,"10,3","20,1",83.1,9.1,19.1
200030526,CC DU RIED DE MARCKOLSHEIM,15690,13710,87.4,200030526.0,Le Ried de Marckolsheim,22620.0,"2,6",68,"5,2","11,3",81.1,8.0,34.6
200030633,CA DU CAUDRESIS ET DU CATESIS,46490,40580,87.3,200030633.0,Le Caudrésis et du Catésis,17740.0,"3,0",59,"19,7","33,1",80.5,15.8,39.8
200030658,CC DU TRIEVES,7920,6540,82.6,200030658.0,Le Trièves,21280.0,"2,8",38,"7,2","16,4",76.3,6.8,19.3
200030674,CA VAL DE GARONNE AGGLOMERATION,47360,39750,83.9,200030674.0,Val de Garonne Agglomération,18900.0,"3,0",47,"13,4","25,7",77.2,10.7,26.8
200032514,CC BERRY LOIRE VAUVISE,4180,3640,87.1,200032514.0,Berry-Loire-Vauvise,19080.0,"2,8",18,"10,4","22,1",80.6,10.2,30.6
200033025,CA DE BAR LE DUC SUD MEUSE,27240,24380,89.5,200033025.0,Bar-le-Duc - Sud Meuse,20710.0,"2,9",55,"11,1","20,2",83.7,10.0,26.9
200033090,CC PLAINES ET MONTS DE FRANCE,18040,15590,86.4,200033090.0,Plaines et Monts de France,25610.0,"2,5",77,"5,0","7,0",80.2,6.2,33.1
200033116,CC CLUSES ARVE ET MONTAGNES,36080,29420,81.5,200033116.0,Cluses-Arve et Montagnes,22430.0,"3,2",74,"8,7","17,9",73.3,9.1,25.0
200033173,CC DE LA HAUTE VALLEE DE CHEVREUSE,19620,17660,90.0,200033173.0,La Haute Vallée de Chevreuse,32250.0,"3,3",78,"5,0","5,5",85.6,6.0,9.5
200033181,CA CHARTRES METROPOLE,105080,93420,88.9,200033181.0,Chartres Métropole,22310.0,"3,1",28,"9,7","17,7",83.4,9.2,20.8
200033298,CC DES COEVRONS,20070,17910,89.2,200033298.0,Les Coëvrons,19560.0,"2,5",53,"8,6","19,1",83.2,7.1,21.5
200033579,CU D ARRAS,84320,75950,90.1,200033579.0,Arras,20820.0,"3,3",62,"14,0","22,9",84.2,10.5,24.1
200033827,CC DE FIUM ORBU CASTELLU,9040,7030,77.8,200033827.0,Fium'orbu Castellu,18870.0,"3,4",2B,"16,6","28,2",69.0,10.6,31.7
200033868,CC DES BALLONS DES HAUTES VOSGES,11610,9740,83.9,200033868.0,Les Ballons des Hautes-Vosges,18970.0,"2,6",88,"10,4","22,0",77.0,12.3,33.5
200034023,CC TARN AGOUT,22690,19120,84.3,200034023.0,Tarn-Agout,22120.0,"2,9",81,"7,2","15,5",77.2,7.4,19.0
200034031,CC DES MONTS D ALBAN ET DU VILLEFRANCHOIS,4990,4170,83.6,200034031.0,Les Monts d'Alban et du Villefranchois,18680.0,"2,8",81,"10,9","24,8",77.8,8.0,22.5
200034049,CC CENTRE TARN,8750,7270,83.1,200034049.0,Centre Tarn,19510.0,"2,8",81,"10,1","22,3",76.2,8.7,24.2
200034056,CC DU LAUTRECOIS ET DU PAYS D AGOUT,11040,9250,83.8,200034056.0,Le Lautrécois et du Pays d'Agout,20300.0,"2,8",81,"7,7","18,5",77.7,8.2,23.8
200034064,CC DU CORDAIS ET DU CAUSSE (4 C),3780,2960,78.3,200034064.0,Le Cordais et du Causse (4 C),17820.0,"3,6",81,"16,6","31,9",71.4,10.7,17.0
200034098,CC DES MONTAGNES DU GIFFRE,9950,8270,83.1,200034098.0,Les Montagnes du Giffre,24460.0,"3,2",74,"5,0","10,0",76.1,4.5,18.3
200034130,CC GALLY MAULDRE,17880,16240,90.8,200034130.0,Gally Mauldre,34380.0,"4,0",78,"5,0","5,5",86.8,6.1,10.4
200034197,CC DE MONTAIGNE MONTRAVEL ET GURSON,9390,7880,83.9,200034197.0,Montaigne Montravel et Gurson,18890.0,"2,9",24,"12,4","24,7",76.9,9.7,30.3
200034205,CC DE LA COSTA VERDE,7990,6200,77.6,200034205.0,La Costa Verde,18230.0,"3,5",2B,"17,9","31,6",68.1,11.3,31.2
200034270,CC DU PAYS DE BARR,19420,16820,86.6,200034270.0,Le Pays de Barr,23150.0,"2,9",67,"5,7","12,2",81.2,6.8,25.6
200034379,CC PAYS D UZES,23940,19760,82.5,200034379.0,Pays d'Uzès,19940.0,"3,5",30,"12,9","23,8",76.2,10.8,24.4
200034411,CC DU PIEMONT CEVENOL,17710,14030,79.2,200034411.0,Le Piémont Cévenol,19130.0,"3,2",30,"14,3","26,6",71.4,11.3,27.3
200034601,CC CAUSSES AIGOUAL CEVENNES,4390,3260,74.3,200034601.0,Causses Aigoual Cévennes,17160.0,"3,4",30,"19,7","33,6",66.3,13.1,19.6
200034635,CC DU KOCHERSBERG,21230,19610,92.4,200034635.0,Le Kochersberg,26570.0,"2,9",67,"5,0","6,3",88.1,4.5,20.5
200034692,CA DU GARD RHODANIEN,58940,47110,79.9,200034692.0,Le Gard Rhodanien,20350.0,"3,2",30,"13,6","23,5",72.2,10.8,31.4
200034700,CA DURANCE LUBERON VERDON AGGLOMERATION,50800,39300,77.4,200034700.0,Durance-Lubéron-Verdon Agglomération,20480.0,"3,3",83,"13,1","23,1",68.1,11.1,26.4
200034718,"CC DE VITRY, CHAMPAGNE ET DER",17680,15410,87.2,200034718.0,"Vitry, Champagne et Der",18990.0,"3,0",51,"14,8","27,0",80.2,11.2,36.2
200034726,CC BASTIDES DE LOMAGNE,8620,7310,84.8,200034726.0,Bastides de Lomagne,20770.0,"3,0",32,"9,1","19,0",79.2,6.9,19.0
200034825,CA DU GRAND GUERET,22670,20020,88.3,200034825.0,Le Grand Guéret,20550.0,"3,0",23,"12,1","21,3",82.3,9.1,17.6
200034833,CC DES BASTIDES DORDOGNE PERIGORD,15130,12560,83.0,200034833.0,Les Bastides Dordogne-Périgord,19490.0,"3,1",24,"10,6","21,5",76.7,10.0,20.3
200034874,CC COTES DE MEUSE WOEVRE,4520,3800,84.1,200034874.0,Côtes de Meuse Woëvre,19830.0,"2,8",55,"8,7","17,8",77.7,8.8,35.7
200034882,CC PAYS DU MONT BLANC,37110,31730,85.5,200034882.0,Pays du Mont-Blanc,23290.0,"3,1",74,"5,5","12,6",78.7,4.7,20.1
200034957,CC DU FRONTONNAIS,21220,18280,86.1,200034957.0,Le Frontonnais,23340.0,"2,8",31,"5,5","11,8",80.0,6.7,23.7
200035087,CA TERRE DE PROVENCE,49190,39620,80.5,200035087.0,Terre de Provence,20400.0,"3,2",13,"10,3","21,3",72.4,9.4,34.3
200035103,CC DE LA VALLEE DE LA HAUTE SARTHE,5720,4990,87.2,200035103.0,La Vallée de la Haute-Sarthe,19580.0,"2,8",61,"9,0","20,8",81.5,8.4,29.0
200035111,CC DES SOURCES DE L ORNE,8500,7650,90.0,200035111.0,Les Sources de l'Orne,19520.0,"2,7",61,"10,3","22,1",83.5,9.3,27.5
200035129,CC DE CEZE CEVENNES,15730,12420,79.0,200035129.0,Cèze Cévennes,17520.0,"3,2",30,"19,4","33,3",72.0,16.1,30.3
200035137,CC MARCHE OCCITANE VAL D ANGLIN,5290,4640,87.7,200035137.0,Marche Occitane - Val d'Anglin,17960.0,"2,9",36,"12,3","26,1",82.8,8.9,24.3
200035202,CC CHARLIEU BELMONT,18000,15540,86.3,200035202.0,Charlieu-Belmont,20340.0,"2,6",42,"7,2","16,3",80.7,7.4,25.7
200035319,CA VAR ESTEREL MEDITERRANEE (CAVEM),104480,84540,80.9,200035319.0,Var Estérel Méditerranée (Cavem),21570.0,"3,6",83,"11,0","20,2",72.7,10.2,30.6
200035327,CC CAZALS SALVIAC,4330,3520,81.3,200035327.0,Cazals-Salviac,18410.0,"3,3",46,"12,4","25,3",76.0,9.2,19.7
200035442,CC DU SUD ARTOIS,19950,17990,90.2,200035442.0,Le Sud-Artois,19510.0,"2,8",62,"10,4","21,6",83.9,8.3,38.2
200035459,CA D AGEN,76140,64570,84.8,200035459.0,Agen,20400.0,"3,2",47,"13,4","23,2",78.0,9.8,23.9
200035533,CC DU GRAND SAINT EMILIONNAIS,11410,10020,87.8,200035533.0,Le Grand Saint-Émilionnais,20660.0,"3,2",33,"7,6","16,9",82.3,8.8,26.7
200035541,CC DES LANDES D ARMAGNAC,8470,7460,88.1,200035541.0,Les Landes d'Armagnac,19690.0,"2,8",40,"9,5","20,6",83.1,9.7,22.3
200035632,CC ARMAGNAC ADOUR,5310,4500,84.7,200035632.0,Armagnac Adour,19190.0,"3,0",32,"12,7","25,7",79.3,8.1,20.2
200035707,CC PIEGE LAURAGAIS MALEPERE,12000,9600,80.0,200035707.0,Piège Lauragais Malepère,18930.0,"3,0",11,"13,6","26,5",72.5,11.3,28.6
200035715,CA CARCASSONNE AGGLO,89120,74280,83.3,200035715.0,Carcassonne Agglo,18670.0,"3,3",11,"18,8","30,2",76.7,12.7,27.9
200035723,CC VENTOUX SUD,6810,5210,76.5,200035723.0,Ventoux Sud,19180.0,"3,2",84,"13,4","24,9",69.2,10.5,29.2
200035731,CA ROANNAIS AGGLOMERATION,80230,70210,87.5,200035731.0,Roannais Agglomération,20000.0,"3,0",42,"12,1","21,9",82.3,9.9,24.3
200035756,CC ASTARAC ARROS EN GASCOGNE,5800,4920,84.8,200035756.0,Astarac Arros en Gascogne,19760.0,"3,0",32,"9,1","20,5",79.5,8.4,20.5
200035764,CC DE LA BEAUCE LOIRETAINE,11390,10300,90.4,200035764.0,La Beauce Loirétaine,22240.0,"2,4",45,"5,0","12,0",85.3,6.3,31.1
200035772,CC DU PAYS DU SAINTOIS,10840,9780,90.2,200035772.0,Le Pays du Saintois,21900.0,"2,6",54,"5,0","12,3",85.8,5.7,31.4
200035814,CA FLERS AGGLO,40540,36310,89.6,200035814.0,Flers Agglo,19430.0,"2,7",61,"11,5","21,5",84.2,9.7,22.2
200035848,CC DU CHATILLONNAIS EN BERRY,4440,3960,89.2,200035848.0,Le Châtillonnais en Berry,18640.0,"2,8",36,"11,2","22,1",84.2,9.8,25.1
200035855,CC CASTELNAUDARY LAURAGAIS AUDOIS,19220,15870,82.6,200035855.0,Castelnaudary Lauragais Audois,19410.0,"3,0",11,"12,6","24,1",75.6,9.6,25.3
200035863,"CC REGION LEZIGNANAISE, CORBIERES ET MINERVOIS",25750,20960,81.4,200035863.0,"Région Lézignanaise, Corbières et Minervois",17830.0,"3,2",11,"17,0","30,4",74.0,12.3,30.9
200035970,CC VEXIN CENTRE,19090,16900,88.5,200035970.0,Vexin Centre,26440.0,"2,8",95,"5,0","7,5",83.0,6.9,23.4
200036069,CC DU PAYS DE MORTAGNE AU PERCHE,10230,8960,87.6,200036069.0,Le Pays de Mortagne-au-Perche,19690.0,"3,0",61,"10,6","20,4",82.1,9.0,23.4
200036077,CC DU GOLFE DE SAINT TROPEZ,52270,43070,82.4,200036077.0,Le Golfe de Saint-Tropez,21210.0,"4,0",83,"10,4","20,5",73.6,12.1,27.3
200036135,CC COUR DE FRANCE,13770,12020,87.3,200036135.0,Cœur de France,19090.0,"2,9",18,"13,8","24,0",79.9,12.8,25.7
200036150,CC DES HAUTS DU VAL DE SAONE,6550,5650,86.3,200036150.0,Les Hauts du Val de Saône,18760.0,"2,8",70,"13,0","25,7",81.5,9.9,32.0
200036465,CC DE THANN CERNAY,29330,24190,82.5,200036465.0,Thann-Cernay,22040.0,"3,1",68,"9,2","17,7",75.1,8.6,27.9
200036473,CA DE SAINTES,48580,41830,86.1,200036473.0,Saintes,20570.0,"3,0",17,"10,3","19,2",80.0,10.2,19.9
200036499,CC DE MARANA GOLO,19270,15110,78.4,200036499.0,Marana-Golo,20200.0,"3,3",2B,"13,2","23,7",68.5,7.1,30.1
200036523,CC DES BASTIDES EN HAUT AGENAIS PERIGORD,13420,11210,83.5,200036523.0,Les Bastides en Haut-Agenais Périgord,18870.0,"3,1",47,"12,0","24,8",76.9,9.4,24.7
200036549,CC VAL DE GRAY,15320,13170,86.0,200036549.0,Val de Gray,19410.0,"2,9",70,"11,9","23,0",80.3,9.8,31.7
200036572,CC PORTE D AQUITAINE EN PAYS DE SERRES,3870,3210,82.9,200036572.0,Porte d'Aquitaine en Pays de Serres,20310.0,"3,0",47,"9,5","20,1",77.3,8.6,29.2
200037059,CC DE LA HAUTE SOMME,21180,19160,90.5,200037059.0,La Haute-Somme,18940.0,"2,9",80,"13,9","26,1",84.4,13.1,36.8
200037133,CC DU PROVINOIS,25710,21890,85.1,200037133.0,Le Provinois,20400.0,"3,1",77,"12,1","22,7",79.6,10.5,31.1
200038958,CC DE LA PIEVE DE L ORNANO ET DU TARAVO,9830,8050,81.9,200038958.0,La Piève de l'Ornano et du Taravo,22880.0,"4,0",2A,"10,0","17,5",74.1,7.8,26.0
200038990,CC DE SAINT MEEN MONTAUBAN,20110,18190,90.5,200038990.0,Saint-Méen Montauban,20480.0,"2,4",35,"6,3","15,3",82.9,5.9,20.7
200039022,CA VITRE COMMUNAUTE,61840,56060,90.7,200039022.0,Vitré Communauté,20860.0,"2,4",35,"5,4","13,2",83.7,6.1,15.9
200039055,CC OUCHE ET MONTAGNE,8510,7550,88.7,200039055.0,Ouche et Montagne,23470.0,"2,5",21,"5,0","7,5",83.8,5.6,23.7
200039063,"CC FORETS, SEINE ET SUZON",5270,4730,89.8,200039063.0,"Forêts, Seine et Suzon",24740.0,"3,0",21,"5,0","8,6",85.2,5.6,20.0
200039204,CC DE LACQ ORTHEZ,41340,35160,85.1,200039204.0,Lacq-Orthez,20680.0,"2,8",64,"8,9","18,3",79.9,9.1,17.1
200039519,CC DU QUERCY BLANC,6180,5000,80.9,200039519.0,Le Quercy Blanc,19220.0,"3,2",46,"11,0","24,5",75.1,8.4,18.7
200039642,CC LE TONNERROIS EN BOURGOGNE,11850,10290,86.8,200039642.0,Le Tonnerrois en Bourgogne,19250.0,"3,0",89,"13,5","24,2",81.1,10.9,28.8
200039709,CC DU SEREIN,5430,4690,86.4,200039709.0,Le Serein,20130.0,"2,9",89,"8,7","17,8",80.7,6.9,25.4
200039758,"CC AVALLON, VEZELAY, MORVAN",14400,12380,86.0,200039758.0,"Avallon, Vézelay, Morvan",19620.0,"2,9",89,"11,5","21,7",80.0,9.6,24.4
200039808,CC DES GORGES DE L ARDECHE,12740,10420,81.8,200039808.0,Les Gorges de l'Ardèche,19700.0,"3,1",07,"10,7","22,3",73.9,15.1,23.0
200039824,CC ARDECHE DES SOURCES ET VOLCANS,7410,5740,77.5,200039824.0,Ardèche des Sources et Volcans,18270.0,"3,0",07,"12,6","26,1",69.5,11.8,24.8
200039832,CC PAYS DES VANS EN CEVENNES,7710,5970,77.4,200039832.0,Pays des Vans en Cévennes,18630.0,"3,5",07,"17,6","29,2",69.5,14.0,16.7
200039857,CA DU PAYS DE GRASSE,84840,67290,79.3,200039857.0,Le Pays de Grasse,22640.0,"3,4",06,"9,2","17,5",70.9,9.6,28.9
200039865,METZ METROPOLE,175590,151510,86.3,200039865.0,Metz Métropole,21110.0,"3,9",57,"16,1","25,7",79.9,10.7,20.8
200039907,CC DU SUD MESSIN,12780,11680,91.4,200039907.0,Le Sud Messin,23680.0,"2,6",57,"5,0","9,7",86.9,5.8,30.0
200039915,CA CANNES PAYS DE LERINS,141400,114620,81.1,200039915.0,Cannes Pays de Lérins,21060.0,"3,8",06,"12,8","23,2",72.5,11.4,26.2
200039931,CC ALPES D AZUR,6380,4740,74.3,200039931.0,Alpes d'Azur,19170.0,"3,1",06,"13,9","25,1",66.5,8.8,33.1
200039949,CC RIVES DE MOSELLE,40560,35160,86.7,200039949.0,Rives de Moselle,21500.0,"3,2",57,"11,1","19,9",79.5,8.6,28.1
200040038,CC SAONE DOUBS BRESSE,9270,8280,89.3,200040038.0,Saône Doubs Bresse,20740.0,"2,5",71,"5,1","13,9",83.4,7.3,32.8
200040095,CC ISLE VERN SALEMBRE EN PERIGORD,14470,12410,85.8,200040095.0,Isle Vern Salembre en Périgord,19610.0,"2,7",24,"11,3","21,2",80.2,9.3,23.4
200040111,CC COUR DE CHARTREUSE,13240,11170,84.4,200040111.0,Cœur de Chartreuse,21840.0,"2,5",73,"5,7","13,3",78.9,6.2,24.4
200040137,CC DES LACS DE CHAMPAGNE,7100,6330,89.2,200040137.0,Les Lacs de Champagne,19450.0,"3,0",10,"12,7","22,7",83.2,11.0,36.0
200040178,CC DE L OUTRE FORET,12560,10860,86.5,200040178.0,L'Outre-Forêt,22960.0,"2,7",67,"5,0","11,2",79.3,7.4,34.2
200040202,CC PROVENCE VERDON,18030,13190,73.2,200040202.0,Provence Verdon,20080.0,"3,0",83,"10,8","21,6",64.6,10.0,36.3
200040210,CC LACS ET GORGES DU VERDON,7280,5610,77.1,200040210.0,Lacs et Gorges du Verdon,19230.0,"3,4",83,"14,0","26,6",69.0,11.9,31.7
200040244,CA DU BOCAGE BRESSUIRAIS,55420,49060,88.5,200040244.0,Le Bocage Bressuirais,19340.0,"2,5",79,"9,6","19,9",81.4,7.7,18.0
200040251,CC BASSEE MONTOIS,17450,14940,85.6,200040251.0,Bassée-Montois,21870.0,"2,6",77,"6,0","14,7",79.9,9.0,35.1
200040277,CA DU PAYS DE DREUX,84680,71600,84.6,200040277.0,Le Pays de Dreux,20250.0,"3,1",28,"13,1","23,5",78.3,11.3,26.6
200040293,CC DU CLUNISOIS,10370,8930,86.1,200040293.0,Le Clunisois,20810.0,"2,8",71,"8,4","17,1",81.8,6.3,18.1
200040350,CC BUGEY SUD,25980,21680,83.4,200040350.0,Bugey Sud,20950.0,"2,9",01,"9,1","19,1",77.0,8.9,26.1
200040384,CC ISLE DOUBLE LANDAIS,9920,8280,83.5,200040384.0,Isle Double Landais,18860.0,"2,9",24,"13,9","26,2",76.5,11.5,29.8
200040392,CA LE GRAND PERIGUEUX,85060,73540,86.5,200040392.0,Le Grand Périgueux,20550.0,"3,0",24,"11,1","20,6",79.9,9.8,17.9
200040400,CC DU PERIGORD RIBERACOIS,15400,13330,86.6,200040400.0,Le Périgord Ribéracois,18810.0,"3,0",24,"12,8","24,6",81.4,9.1,23.3
200040418,CC DU PAYS DE SERRES EN QUERCY,6660,5200,78.1,200040418.0,Le Pays de Serres en Quercy,17650.0,"3,3",82,"16,4","30,4",71.3,9.6,22.1
200040426,CC DU VAL DE L OISE,12040,11040,91.7,200040426.0,Le Val de l'Oise,20180.0,"2,9",02,"11,7","22,4",86.3,10.8,36.7
