epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
200069383,CC OUEST AVEYRON COMMUNAUTE,21420,17610,82.2,200069383.0,Ouest Aveyron Communauté,19610.0,"3,0",46,"11,7","23,2",74.7,8.7,15.7
200069391,CA DE LAMBALLE TERRE ET MER,53750,48390,90.0,200069391.0,Lamballe Terre et Mer,20980.0,"2,6",22,"6,2","14,7",84.4,6.7,17.4
200069409,CA SAINT BRIEUC ARMOR AGGLOMERATION,122440,110290,90.1,200069409.0,Saint-Brieuc Armor Agglomération,21000.0,"2,9",22,"10,3","18,9",84.5,9.0,14.6
200069417,CC PAYS D ORTHE ET ARRIGANS,19160,16540,86.3,200069417.0,Pays d'Orthe et Arrigans,20300.0,"2,7",40,"8,5","18,1",81.2,8.6,18.2
200069425,CA MONT SAINT MICHEL NORMANDIE,68600,61790,90.1,200069425.0,Mont-Saint-Michel-Normandie,19770.0,"2,7",50,"8,6","18,5",84.1,6.8,20.5
200069433,CC DE VEZOUZE EN PIEMONT,8460,7370,87.1,200069433.0,Vezouze en Piémont,18760.0,"2,8",54,"14,1","26,4",80.5,11.3,37.3
200069441,CC DU PAYS DE BITCHE,24910,21670,87.0,200069441.0,Le Pays de Bitche,21160.0,"2,8",57,"7,5","16,3",80.1,8.1,33.0
200069458,CC DES VALLEES D AUGE ET DU MERLERAULT,10920,9460,86.6,200069458.0,Les Vallées d'Auge et du Merlerault,18680.0,"2,9",61,"13,2","25,5",80.5,10.4,28.2
200069482,CC DES CAMPAGNES DE L ARTOIS,25350,23310,92.0,200069482.0,Les Campagnes de l'Artois,20870.0,"2,9",62,"7,4","16,9",87.0,7.2,32.0
200069516,CC SEULLES TERRE ET MER,13360,12280,91.9,200069516.0,Seulles Terre et Mer,22330.0,"2,5",14,"5,0","10,0",87.6,5.9,21.3
200069524,CC PRE BOCAGE INTERCOM,18420,16720,90.8,200069524.0,Pré-Bocage Intercom,20480.0,"2,5",14,"7,4","17,1",84.2,7.3,27.8
200069532,CA LISIEUX NORMANDIE,55450,49030,88.4,200069532.0,Lisieux Normandie,19360.0,"2,8",14,"11,6","22,5",82.0,10.3,27.1
200069540,CC NORGE ET TILLE,12920,11900,92.1,200069540.0,Norge et Tille,26720.0,"2,6",21,"5,0","5,2",88.5,4.5,19.5
200069565,CC DES LACS ET MONTAGNES DU HAUT DOUBS,12570,9610,76.5,200069565.0,Les Lacs et Montagnes du Haut-Doubs,31330.0,"3,2",25,"5,0","5,8",66.6,6.2,19.7
200069581,CC CONVERGENCE GARONNE,25120,21700,86.4,200069581.0,Convergence Garonne,20670.0,"2,7",33,"8,2","17,7",79.7,9.0,23.5
200069599,CC RURALES DE L ENTRE DEUX MERS,12860,10900,84.8,200069599.0,Rurales de l'Entre-deux-Mers,19530.0,"3,0",33,"10,8","22,7",78.5,7.6,25.7
200069615,CC BRESSE HAUTE SEILLE,15040,12540,83.4,200069615.0,Bresse Haute Seille,21260.0,"2,7",39,"6,5","14,8",76.7,6.4,25.5
200069623,CC CHAMPAGNOLE NOZEROY JURA,17770,14630,82.3,200069623.0,Champagnole Nozeroy Jura,21150.0,"2,9",39,"6,4","15,4",76.1,7.1,23.9
200069631,CC TERRES DE CHALOSSE,14320,12520,87.4,200069631.0,Terres de Chalosse,20210.0,"2,6",40,"7,8","17,1",83.0,8.4,18.2
200069649,CC CHALOSSE TURSAN,20030,17980,89.8,200069649.0,Chalosse Tursan,20260.0,"2,6",40,"7,8","17,4",86.1,8.3,17.4
200069656,CC COUR HAUTE LANDE,12600,10760,85.4,200069656.0,Cœur Haute Lande,19470.0,"2,9",40,"10,6","22,2",80.2,11.3,20.3
200069664,CC MEUSE ROGNON,8100,7140,88.1,200069664.0,Meuse Rognon,19460.0,"2,6",52,"9,4","20,8",82.6,8.3,35.8
200069672,CC DU TERNOIS,27680,24750,89.4,200069672.0,Le Ternois,18300.0,"3,0",80,"14,5","27,1",83.9,10.2,33.8
200069698,CC MACONNAIS TOURNUGEOIS,12460,10890,87.4,200069698.0,Mâconnais - Tournugeois,21110.0,"2,9",71,"8,4","16,8",81.6,9.1,23.1
200069722,CC INTERREGIONALE AUMALE BLANGY SUR BRESLE,16190,14720,90.9,200069722.0,Interrégionale Aumale - Blangy-sur-Bresle,19270.0,"2,7",80,"11,4","22,7",85.2,9.1,37.5
200069730,CC DES QUATRE RIVIERES,21900,19600,89.5,200069730.0,Les Quatre Rivières,19780.0,"2,7",76,"10,5","21,5",83.1,10.1,36.4
200069748,CC VAL DE GATINE,16010,14120,88.2,200069748.0,Val de Gâtine,19820.0,"2,6",79,"7,5","17,4",81.4,7.7,19.5
200069755,CC MELLOIS EN POITOU,35860,32180,89.7,200069755.0,Mellois-en-Poitou,19590.0,"2,7",79,"9,5","20,3",83.9,8.1,20.1
200069763,CC DU HAUT POITOU,31040,27890,89.9,200069763.0,Le Haut-Poitou,20880.0,"2,6",86,"6,1","14,3",83.5,6.7,22.3
200069821,CA FECAMP CAUX LITTORAL AGGLOMERATION,29240,26860,91.9,200069821.0,Fécamp Caux Littoral Agglomération,19930.0,"2,8",76,"11,9","22,0",86.4,10.1,28.7
200069839,CC DE LA COTE D ALBATRE,20970,19130,91.2,200069839.0,La Côte d'Albâtre,20530.0,"2,9",76,"8,8","18,7",85.9,9.4,28.2
200069847,CC PLATEAU DE CAUX DOUDEVILLE YERVILLE,15580,14390,92.4,200069847.0,Plateau de Caux-Doudeville-Yerville,21020.0,"2,6",76,"6,4","16,0",87.2,8.0,31.8
200069854,CU DU GRAND POITIERS,142810,127860,89.5,200069854.0,Le Grand Poitiers,21020.0,"3,3",86,"13,8","22,2",83.5,9.3,14.0
200069912,CC DES FORETS DU PERCHE,5830,5080,87.1,200069912.0,Les Forêts du Perche,19970.0,"2,8",28,"9,3","19,5",81.3,9.0,32.2
200069953,CC DES PORTES EURELIENNES D ILE DE FRANCE,35880,31700,88.4,200069953.0,Les Portes Euréliennes d'Île-de-France,23640.0,"2,7",28,"5,0","10,9",83.0,7.6,24.1
200069961,CC DU GRAND CHATEAUDUN,29760,26330,88.5,200069961.0,Le Grand Châteaudun,19840.0,"2,9",28,"11,7","21,8",82.6,9.2,27.9
200069995,CC MEDOC COUR DE PRESQU ILE,24250,20710,85.4,200069995.0,Médoc Cœur de Presqu'île,19380.0,"2,9",33,"12,4","23,6",78.4,11.3,33.9
200070035,CC DU CIVRAISIEN EN POITOU,20530,18220,88.7,200070035.0,Le Civraisien en Poitou,18850.0,"2,9",86,"11,3","23,9",83.5,8.5,22.5
200070043,CC VIENNE ET GARTEMPE,30130,27060,89.8,200070043.0,Vienne et Gartempe,19150.0,"2,8",86,"10,6","22,1",84.1,8.0,22.6
200070068,CC COMMUNAUTE BRAY EAWY,18670,17140,91.8,200070068.0,Communauté Bray-Eawy,19900.0,"2,7",76,"9,9","20,1",86.4,8.4,33.7
200070092,CA DU LIBOURNAIS,72200,61810,85.6,200070092.0,Le Libournais,19890.0,"3,0",33,"12,9","23,4",79.2,11.1,27.6
200070100,CC DU VAL DE SULLY,18700,16320,87.3,200070100.0,Le Val de Sully,21210.0,"2,8",45,"8,4","17,2",81.9,8.2,30.3
200070118,CC VAL DE SAONE CENTRE,15760,14070,89.3,200070118.0,Val de Saône Centre,22930.0,"2,6",01,"5,0","10,6",83.5,5.8,30.3
200070126,CC SEINE ET AUBE,7610,6750,88.7,200070126.0,Seine et Aube,20530.0,"2,7",10,"7,7","17,5",82.1,10.0,39.0
200070142,CC LYONS ANDELLE,15670,14030,89.5,200070142.0,Lyons Andelle,20920.0,"2,5",27,"7,4","15,7",82.1,9.0,33.5
200070159,CC COUR DE BEAUCE,17980,15930,88.6,200070159.0,Cœur de Beauce,21130.0,"2,6",28,"6,1","15,0",82.6,8.5,30.6
200070167,CC TERRES DE PERCHE,10360,9080,87.6,200070167.0,Terres de Perche,19870.0,"2,7",28,"9,8","20,6",80.7,9.5,31.7
200070183,CC DES TERRES DU VAL DE LOIRE,37040,33440,90.3,200070183.0,Les Terres du Val de Loire,22220.0,"2,7",45,"5,6","12,3",85.0,7.0,24.4
200070233,"CC TERRES DE MONTAIGU, COMMUNAUTE DE COMMUNES MONTAIGU ROCHESERVIERE",36600,33430,91.3,200070233.0,"Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière",21230.0,"2,3",85,"5,0","10,6",86.5,5.6,17.1
200070282,CC LAVALETTE TUDE DRONNE,13640,11880,87.1,200070282.0,Lavalette Tude Dronne,18670.0,"3,0",16,"12,7","25,8",81.7,9.2,24.7
200070290,CC COEUR DU PAYS HAUT,17210,14480,84.1,200070290.0,Coeur du Pays Haut,20140.0,"3,5",55,"13,7","23,6",74.7,9.6,30.8
200070308,CA MACONNAIS BEAUJOLAIS AGGLOMERATION,63570,55820,87.8,200070308.0,Mâconnais Beaujolais Agglomération,20970.0,"3,2",71,"12,1","21,7",81.5,9.3,20.0
200070316,"CC ENTRE ARROUX, LOIRE ET SOMME",17700,16060,90.7,200070316.0,"Entre Arroux, Loire et Somme",19730.0,"2,6",71,"9,5","19,7",85.5,8.6,23.1
200070324,CC DU TERRITOIRE DE LUNEVILLE A BACCARAT,31190,27430,87.9,200070324.0,Le Territoire de Lunéville à Baccarat,19620.0,"2,9",54,"14,0","24,5",81.9,11.0,33.8
200070332,CC DES SAVOIR FAIRE,11770,10240,87.0,200070332.0,Les Savoir-Faire,19560.0,"2,7",70,"9,8","20,6",80.5,8.5,30.2
200070340,CC HAUTE MAURIENNE VANOISE,6770,5980,88.3,200070340.0,Haute-Maurienne Vanoise,21710.0,"2,8",73,"6,9","14,6",80.1,3.9,20.5
200070365,CC CORBIERES SALANQUE MEDITERRANEE,18180,14610,80.4,200070365.0,Corbières Salanque Méditerranée,18480.0,"3,2",66,"16,5","30,3",73.3,13.4,34.8
200070373,CC LOIR LUCE BERCE,18120,16090,88.8,200070373.0,Loir-Lucé-Bercé,19380.0,"2,8",72,"10,5","21,1",82.8,10.5,23.4
200070407,CA PAYS D ISSOIRE,43570,37430,85.9,200070407.0,Pays d'Issoire,20520.0,"2,8",63,"8,9","18,9",80.6,9.2,19.4
200070431,CC SAINT MARCELLIN VERCORS ISERE COMMUNAUTE,35330,29630,83.9,200070431.0,Saint-Marcellin Vercors Isère Communauté,21290.0,"2,7",38,"7,6","16,9",77.4,8.2,26.0
200070449,CC INTER CAUX VEXIN,42200,39340,93.2,200070449.0,Inter-Caux-Vexin,23730.0,"2,6",76,"5,0","9,3",88.8,5.7,25.6
200070464,CC COUR DE MAURIENNE ARVAN,11530,9950,86.3,200070464.0,Cœur de Maurienne Arvan,21850.0,"2,8",73,"7,2","15,8",78.9,5.7,25.5
200070506,CC PAYS DE NEXON MONTS DE CHALUS,10100,9020,89.3,200070506.0,Pays de Nexon Monts de Chalus,20130.0,"2,7",87,"9,1","19,3",83.9,7.0,20.5
200070514,CA DU GRAND COGNAC,53820,46630,86.6,200070514.0,Le Grand Cognac,21300.0,"3,1",16,"9,0","17,5",78.2,9.1,22.5
200070530,CC DU GRAND AUTUNOIS MORVAN,27080,23670,87.4,200070530.0,Le Grand Autunois Morvan,19540.0,"2,9",71,"11,4","21,8",81.6,9.0,27.2
200070548,CC LA CLAYETTE CHAUFFAILLES EN BRIONNAIS,11960,10380,86.8,200070548.0,La Clayette Chauffailles en Brionnais,19820.0,"2,6",71,"7,9","17,7",81.4,7.2,25.1
200070555,CC DE LA VEYLE,17390,15450,88.8,200070555.0,La Veyle,21890.0,"2,5",01,"5,5","13,0",82.7,6.6,28.3
200070563,CC TERRES TOULOISES,32790,28880,88.1,200070563.0,Terres Touloises,21050.0,"2,9",54,"10,4","19,8",82.4,8.4,31.8
200070571,CC COUR DE BERRY,5300,4730,89.2,200070571.0,Cœur de Berry,21710.0,"2,6",18,"6,0","12,6",84.7,7.1,27.8
200070589,CC DE SEILLE ET GRAND COURONNE,14510,13030,89.8,200070589.0,Seille et Grand Couronné,23380.0,"2,7",54,"5,0","9,7",84.5,5.8,30.1
200070647,CA BERGERACOISE,49510,41540,83.9,200070647.0,Bergeracoise,19480.0,"3,1",24,"14,1","25,1",77.1,10.8,23.5
200070662,CC BRETAGNE PORTE DE LOIRE COMMUNAUTE,23570,20920,88.8,200070662.0,Bretagne porte de Loire Communauté,20440.0,"2,4",35,"5,9","14,4",81.6,6.9,20.8
200070670,CC DU PAYS DE DOL ET DE LA BAIE DU MONT SAINT MICHEL,17970,16090,89.5,200070670.0,Le Pays de Dol et de la Baie du Mont-Saint-Michel,19500.0,"2,6",35,"8,7","19,1",82.9,7.2,24.6
200070688,CC COUESNON MARCHES DE BRETAGNE,16260,14690,90.3,200070688.0,Couesnon Marches de Bretagne,19540.0,"2,4",35,"7,6","17,8",82.3,6.4,22.9
200070712,CC THIERS DORE ET MONTAGNE,29570,25360,85.8,200070712.0,Thiers Dore et Montagne,18900.0,"2,9",63,"13,1","25,1",79.9,11.5,23.1
200070720,CC MEDOC ATLANTIQUE,24970,21590,86.5,200070720.0,Médoc Atlantique,20580.0,"3,2",33,"9,5","19,1",80.3,11.4,24.3
200070738,CC MAD ET MOSELLE,15010,13190,87.9,200070738.0,Mad et Moselle,22520.0,"2,7",57,"5,0","11,4",82.0,7.2,30.2
200070746,CA SARREGUEMINES CONFLUENCES,48960,41180,84.1,200070746.0,Sarreguemines Confluences,20950.0,"3,2",67,"11,8","20,9",76.4,9.7,32.5
200070753,CA RIOM LIMAGNE ET VOLCANS,53580,47740,89.1,200070753.0,Riom Limagne et Volcans,23240.0,"2,8",63,"6,4","12,7",84.5,7.0,17.7
200070761,CC AMBERT LIVRADOIS FOREZ,21460,17920,83.5,200070761.0,Ambert Livradois Forez,19310.0,"2,9",63,"11,1","23,5",76.6,8.4,23.1
200070779,CC BRIE DES RIVIERES ET CHATEAUX,30110,26020,86.4,200070779.0,Brie des Rivières et Châteaux,25240.0,"2,6",77,"5,0","7,9",80.3,5.6,27.8
200070787,CC DU PLATEAU DE LANNEMEZAN,13970,11910,85.3,200070787.0,Le Plateau de Lannemezan,20180.0,"2,8",65,"10,4","21,1",79.8,8.1,18.7
200070795,CC DU PAYS DE TRIE ET DU MAGNOAC,5300,4480,84.5,200070795.0,Le Pays de Trie et du Magnoac,18970.0,"3,0",65,"11,8","25,7",78.1,8.2,20.5
200070803,CC DES COTEAUX DU VAL D ARROS,8670,7560,87.2,200070803.0,Les Coteaux du Val-d'Arros,21120.0,"2,6",65,"5,8","15,2",81.9,7.4,20.9
200070811,CC PYRENEES VALLEES DES GAVES,12550,10920,87.0,200070811.0,Pyrénées Vallées des Gaves,20400.0,"2,8",65,"7,0","16,7",82.1,7.6,13.9
200070829,CC NESTE BAROUSSE,5640,4680,83.0,200070829.0,Neste Barousse,19880.0,"2,9",65,"10,5","21,1",77.0,8.7,20.2
200070845,CC ORNE LORRAINE CONFLUENCES,40670,34440,84.7,200070845.0,Orne Lorraine Confluences,20010.0,"2,9",54,"11,8","22,1",78.0,10.4,28.3
200070852,CC USSES ET RHONE,15090,11610,76.9,200070852.0,Usses et Rhône,27080.0,"3,9",74,"5,1","10,5",69.0,6.4,25.4
200070894,CC DE GEVREY CHAMBERTIN ET DE NUITS SAINT GEORGES,23320,20810,89.2,200070894.0,Gevrey-Chambertin et de Nuits-Saint-Georges,23600.0,"2,8",21,"5,0","9,5",83.6,5.9,23.7
200070902,CC AUXONNE PONTAILLER VAL DE SAONE,16990,14790,87.1,200070902.0,Auxonne Pontailler Val de Saône,20460.0,"2,5",21,"6,7","16,1",79.7,8.1,34.1
200070910,CC TILLE ET VENELLE,3800,3330,87.6,200070910.0,Tille et Venelle,21520.0,"2,5",21,"6,4","13,2",82.4,8.2,27.9
200070928,CC TERRE DE PICARDIE,13290,12000,90.3,200070928.0,Terre de Picardie,18950.0,"2,8",80,"12,8","24,8",83.8,11.7,39.5
200070936,CC PONTHIEU MARQUENTERRE,25280,23450,92.8,200070936.0,Ponthieu-Marquenterre,19400.0,"2,9",80,"10,8","21,7",88.6,9.5,35.3
200070944,CC DU VIMEU,17240,15810,91.7,200070944.0,Le Vimeu,19160.0,"2,6",80,"11,3","22,3",86.5,10.9,31.0
200070951,CC DU TERRITOIRE NORD PICARDIE,23200,21290,91.8,200070951.0,Le Territoire Nord Picardie,20230.0,"2,9",80,"10,8","20,8",86.4,10.3,33.2
200070969,CC AVRE LUCE NOYE,15950,14550,91.2,200070969.0,Avre Luce Noye,21510.0,"2,7",80,"7,1","15,6",85.8,8.0,33.4
200070977,CC DU GRAND ROYE,18610,16570,89.0,200070977.0,Le Grand Roye,19290.0,"2,8",80,"13,4","25,1",82.6,11.8,35.9
200070985,CC DE L EST DE LA SOMME,15070,13430,89.1,200070985.0,L'Est de la Somme,18640.0,"2,9",80,"14,8","27,1",82.1,13.5,37.6
200070993,CA DE LA BAIE DE SOMME,37280,33830,90.7,200070993.0,La Baie de Somme,18930.0,"3,1",80,"15,8","27,4",85.7,12.6,31.0
200071017,CC DES TERRES D AUXOIS,12040,10280,85.4,200071017.0,Les Terres d'Auxois,20370.0,"2,8",21,"9,2","18,9",79.8,7.7,23.1
200071025,CC HAUTE PROVENCE PAYS DE BANON,7810,5620,72.0,200071025.0,Haute-Provence-Pays de Banon,20040.0,"3,3",04,"11,5","22,6",63.1,10.9,21.6
200071033,CC JABRON LURE VANÇON DURANCE,4160,3130,75.2,200071033.0,Jabron-Lure-Vançon-Durance,20410.0,"3,0",26,"9,5","18,9",66.3,9.4,26.8
200071041,CC DU CHAOURÇOIS ET DU VAL D ARMANCE,7700,6770,87.9,200071041.0,Le Chaourçois et du Val d'Armance,19540.0,"2,8",10,"10,7","20,1",82.3,10.1,35.8
200071058,CC LES AVANT MONTS,22100,18440,83.4,200071058.0,Les Avant-Monts,19480.0,"3,0",34,"12,0","23,5",76.8,11.2,33.8
200071066,CA DE SAINT DIE DES VOSGES,58070,48560,83.6,200071066.0,Saint-Dié-des-Vosges,19060.0,"2,9",88,"13,0","24,2",77.1,12.5,33.3
200071074,CC LES PORTES DE L ILE DE FRANCE,17190,14850,86.4,200071074.0,Les Portes de l'Ile de France,23290.0,"2,9",78,"7,4","14,6",79.9,8.7,28.1
200071082,CA MONTLUÇON COMMUNAUTE,47420,41700,87.9,200071082.0,Montluçon Communauté,19700.0,"3,1",03,"16,0","25,9",81.8,11.4,20.2
200071116,CA ECLA (ESPACE COMMUNAUTAIRE LONS AGGLOMERATION),28500,24000,84.2,200071116.0,ECLA  (Espace Communautaire Lons Agglomération),20990.0,"3,1",39,"11,8","21,6",77.3,8.2,19.1
200071140,CA MOULINS COMMUNAUTE,50620,45100,89.1,200071140.0,Moulins Communauté,20310.0,"2,9",58,"12,2","22,0",82.7,9.3,20.6
200071157,CC DES HAUTES VOSGES,28260,24580,87.0,200071157.0,Les Hautes-Vosges,20080.0,"2,7",88,"7,9","17,2",80.0,8.4,23.2
200071165,CA LES SABLES D OLONNE AGGLOMERATION,48730,43990,90.3,200071165.0,Les Sables d'Olonne Agglomération,22160.0,"3,0",85,"6,0","13,5",85.2,9.5,17.4
200071173,CC DU PAYS ARNAY LIERNAIS,5580,4790,85.8,200071173.0,Le Pays Arnay Liernais,19530.0,"2,7",21,"9,0","20,0",80.1,7.3,28.5
200071181,CC SOMME SUD OUEST,28830,26530,92.0,200071181.0,Somme Sud-Ouest,20360.0,"2,9",80,"9,7","19,3",87.1,9.1,33.3
200071199,CC PLAINE LIMAGNE,15860,13790,86.9,200071199.0,Plaine Limagne,20810.0,"2,6",63,"7,0","16,2",81.5,7.8,25.9
200071207,CC DE POUILLY EN AUXOIS/BLIGNY SUR OUCHE,6680,5770,86.4,200071207.0,Pouilly-en-Auxois/Bligny-sur-Ouche,21030.0,"2,8",21,"7,9","17,5",79.8,7.2,25.2
200071215,CC CHAVANON COMBRAILLES ET VOLCANS,9940,8670,87.2,200071215.0,Chavanon Combrailles et Volcans,19130.0,"2,7",63,"8,8","22,5",81.0,6.1,21.3
200071223,CC NIEVRE ET SOMME,21250,19460,91.6,200071223.0,Nièvre et Somme,19990.0,"2,6",80,"9,9","20,5",85.7,10.9,36.5
200071298,CC DES TERRES DU LAURAGAIS,31420,27320,87.0,200071298.0,Les Terres du Lauragais,23090.0,"2,8",31,"5,3","12,4",81.1,6.3,20.0
200071314,CC DES HAUTS TOLOSANS,26620,22300,83.8,200071314.0,Les Hauts Tolosans,23150.0,"2,9",31,"6,7","13,9",77.2,7.4,23.9
200071363,CA VICHY COMMUNAUTE,67010,58170,86.8,200071363.0,Vichy Communauté,19990.0,"3,2",03,"14,1","24,2",81.8,10.7,21.9
200071371,CC BRESSE ET SAONE,19270,17290,89.7,200071371.0,Bresse et Saône,21620.0,"2,5",01,"5,2","12,9",83.7,6.3,27.1
200071389,CC SAINT POURÇAIN SIOULE LIMAGNE,25900,22350,86.3,200071389.0,Saint-Pourçain Sioule Limagne,19760.0,"2,8",03,"10,3","21,1",80.6,9.0,25.0
200071405,CC ARDECHE RHONE COIRON,17110,13400,78.3,200071405.0,Ardèche Rhône Coiron,20210.0,"3,0",07,"12,5","23,1",70.3,10.9,28.6
200071413,CA PRIVAS CENTRE ARDECHE,36130,29710,82.2,200071413.0,Privas Centre Ardèche,20130.0,"2,9",07,"11,7","22,0",74.5,9.3,22.3
200071454,CA EVREUX PORTES DE NORMANDIE,83660,72180,86.3,200071454.0,Evreux Portes de Normandie,20740.0,"3,2",27,"14,7","24,2",79.4,10.7,25.4
200071470,CC ENTR ALLIER BESBRE ET LOIRE,18920,16600,87.7,200071470.0,Entr'Allier Besbre et Loire,18800.0,"2,7",03,"11,7","23,8",82.2,9.3,25.7
200071496,CC DU BOCAGE BOURBONNAIS,10140,8450,83.3,200071496.0,Le Bocage Bourbonnais,19150.0,"3,0",03,"13,3","25,0",76.1,9.3,19.5
200071504,CC DES COLLINES DU PERCHE NORMAND,9230,8120,88.0,200071504.0,Les Collines du Perche Normand,20090.0,"2,7",61,"8,6","18,3",81.7,8.1,27.5
200071512,CC COMMENTRY MONTMARAULT NERIS COMMUNAUTE,19840,17360,87.5,200071512.0,Commentry Montmarault Néris Communauté,19610.0,"2,8",03,"11,4","22,5",81.7,9.6,22.1
200071520,CC DOMFRONT TINCHEBRAY INTERCO,12100,10870,89.8,200071520.0,Domfront Tinchebray Interco,19260.0,"2,6",61,"9,5","19,7",84.6,7.1,22.6
200071538,CC TERRES DE BRESSE,17500,15550,88.9,200071538.0,Terres de Bresse,20670.0,"2,5",71,"6,1","14,9",83.0,7.3,31.3
200071546,CC SUD RETZ ATLANTIQUE,18960,16500,87.0,200071546.0,Sud Retz Atlantique,20020.0,"2,5",44,"7,1","16,5",80.4,7.2,20.9
200071553,CC LOIRE LAYON AUBANCE,43320,39010,90.1,200071553.0,Loire Layon Aubance,21560.0,"2,5",49,"5,0","11,2",85.3,6.3,16.2
200071579,CC BRESSE LOUHANNAISE INTERCOM,22170,19190,86.6,200071579.0,Bresse Louhannaise Intercom',19800.0,"2,7",71,"9,9","20,0",80.3,8.5,27.9
200071587,CC LOCHES SUD TOURAINE,40610,35920,88.5,200071587.0,Loches Sud Touraine,19790.0,"2,7",37,"9,0","19,0",83.1,8.8,23.9
200071595,"CC ARBOIS, POLIGNY, SALINS, COUR DU JURA",16270,13830,85.0,200071595.0,"Arbois, Poligny, Salins, Cœur du Jura",20590.0,"2,8",39,"7,5","16,9",78.2,6.7,19.9
200071629,CC CHALLANS GOIS COMMUNAUTE,39410,34900,88.6,200071629.0,Challans-Gois Communauté,20230.0,"2,6",85,"6,3","15,6",82.9,9.0,22.4
200071645,CC SAINT CYR MERE BOITIER ENTRE CHAROLAIS ET MACONNAIS,6090,5250,86.2,200071645.0,Saint Cyr Mère Boitier entre Charolais et Mâconnais,20480.0,"2,8",71,"8,0","17,8",80.8,6.0,23.7
200071652,CC DU PAYS FERTOIS ET DU BOCAGE CARROUGIEN,3700,3270,88.4,200071652.0,Le Pays Fertois et du Bocage Carrougien,19630.0,"2,6",61,"8,3","18,3",82.7,6.5,26.1
200071678,CA DU CHOLETAIS,79370,71020,89.5,200071678.0,Le Choletais,20420.0,"2,7",49,"8,3","17,3",82.5,8.6,14.6
200071751,CA DU BASSIN DE BOURG EN BRESSE,104280,91540,87.8,200071751.0,Le Bassin de Bourg-en-Bresse,21460.0,"2,9",01,"9,6","18,4",81.6,8.3,23.5
200071769,CC PICARDIE DES CHATEAUX,12550,10970,87.4,200071769.0,Picardie des Châteaux,19630.0,"2,8",02,"10,9","22,9",80.6,10.5,38.2
200071777,"CC D ARCIS, MAILLY, RAMERUPT",7930,7030,88.7,200071777.0,"Arcis, Mailly, Ramerupt",20280.0,"2,9",10,"9,0","19,6",82.5,9.4,37.7
200071785,CA CHAUNY TERGNIER LA FERE,41490,36430,87.8,200071785.0,Chauny-Tergnier-La Fère,18530.0,"3,0",02,"18,2","30,2",79.5,13.9,37.3
200071819,CC DU PERIGORD NONTRONNAIS,12140,10310,84.9,200071819.0,Le Périgord Nontronnais,18700.0,"2,9",24,"12,1","24,6",79.5,8.7,21.7
200071827,CA DU GRAND ANGOULEME,110920,97640,88.0,200071827.0,Le Grand Angoulême,20560.0,"3,1",16,"13,9","22,7",81.6,11.3,18.6
200071843,CC DU VEXIN NORMAND,24170,21080,87.2,200071843.0,Le Vexin Normand,20680.0,"2,7",27,"9,4","19,5",80.7,10.7,35.0
200071850,CC DU PITHIVERAIS GATINAIS,18940,16330,86.2,200071850.0,Le Pithiverais-Gâtinais,20910.0,"2,7",45,"8,5","18,3",79.0,9.8,32.6
200071868,CC DES VALLEES DU HAUT ANJOU,26150,23490,89.8,200071868.0,Les Vallées du Haut-Anjou,20030.0,"2,4",49,"6,3","16,2",84.6,6.8,20.3
200071876,CA SAUMUR VAL DE LOIRE,74810,65920,88.1,200071876.0,Saumur Val de Loire,19450.0,"2,8",49,"10,5","20,9",82.0,10.2,25.5
200071884,CC LE GRAND CHAROLAIS,30860,27400,88.8,200071884.0,Le Grand Charolais,19520.0,"2,7",71,"9,6","20,2",84.3,8.9,22.6
200071892,CA DU SAINT QUENTINOIS,59580,52770,88.6,200071892.0,Le Saint-Quentinois,18320.0,"3,3",02,"21,6","33,4",82.5,14.2,31.3
200071900,CC VENDEE GRAND LITTORAL,30860,27470,89.0,200071900.0,Vendée Grand Littoral,20910.0,"2,6",85,"5,8","14,3",83.1,9.9,22.5
200071918,CC DU PAYS DE SAINT FULGENT LES ESSARTS,20980,19120,91.1,200071918.0,Le Pays de Saint-Fulgent - Les Essarts,20730.0,"2,2",85,"5,0","12,3",85.3,4.9,18.3
200071926,CC DU LIMOUXIN,22150,17880,80.7,200071926.0,Le Limouxin,18470.0,"3,2",11,"16,6","28,9",74.0,11.6,25.4
200071934,CC PAYS DE FONTENAY VENDEE,27330,24020,87.9,200071934.0,Pays de Fontenay-Vendée,19600.0,"2,8",85,"9,8","20,0",78.9,9.1,18.9
200071942,CC HAUT LIMOUSIN EN MARCHE,17760,15560,87.6,200071942.0,Haut Limousin en Marche,18210.0,"3,0",87,"14,4","27,4",82.9,8.2,22.4
200071967,CC PAYS D EVIAN VALLEE D ABONDANCE,33050,26150,79.1,200071967.0,Pays d'Évian Vallée d'Abondance,26990.0,"3,6",74,"5,2","10,6",70.6,8.1,21.0
200071983,CC THIERACHE SAMBRE ET OISE,12060,10620,88.1,200071983.0,Thiérache Sambre et Oise,17510.0,"3,1",02,"20,9","34,2",82.8,15.2,41.9
200071991,CC RETZ EN VALOIS,21760,18610,85.5,200071991.0,Retz-en-Valois,20510.0,"2,8",02,"9,0","19,4",79.1,10.9,34.8
