datetime,iso_code,continent,location,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2021-07-31,UKR,Europe,Ukraine,5594703.0,12.87,8.22,4.66
2021-08-01,UKR,Europe,Ukraine,5632783.0,12.96,8.28,4.68
2021-08-02,UKR,Europe,Ukraine,5757944.0,13.25,8.44,4.81
2021-08-03,UKR,Europe,Ukraine,5911202.0,13.6,8.65,4.95
2021-08-04,UKR,Europe,Ukraine,6070323.0,13.97,8.87,5.1
2021-08-05,UKR,Europe,Ukraine,6237706.0,14.35,9.1,5.26
2021-08-06,UKR,Europe,Ukraine,6408308.0,14.74,9.33,5.42
2021-08-07,UKR,Europe,Ukraine,6487273.0,14.92,9.45,5.49
2021-08-08,UKR,Europe,Ukraine,6538718.0,15.04,9.52,5.54
2021-08-09,UKR,Europe,Ukraine,6678726.0,15.37,9.71,5.67
2021-08-10,UKR,Europe,Ukraine,6846399.0,15.75,9.95,5.81
2021-08-11,UKR,Europe,Ukraine,7008448.0,16.12,10.19,5.95
2021-08-12,UKR,Europe,Ukraine,7171758.0,16.5,10.44,6.08
2021-08-13,UKR,Europe,Ukraine,7333550.0,16.87,10.69,6.21
2021-08-14,UKR,Europe,Ukraine,7409698.0,17.05,10.79,6.28
2021-08-15,UKR,Europe,Ukraine,7460766.0,17.16,10.87,6.33
2021-08-16,UKR,Europe,Ukraine,7584403.0,17.45,11.03,6.45
2021-08-17,UKR,Europe,Ukraine,7702997.0,17.72,11.16,6.59
2021-08-18,UKR,Europe,Ukraine,7823001.0,18.0,11.31,6.73
2021-08-19,UKR,Europe,Ukraine,7952028.0,18.29,11.44,6.89
2021-08-20,UKR,Europe,Ukraine,8099146.0,18.63,11.58,7.09
2021-08-21,UKR,Europe,Ukraine,8165319.0,18.79,11.63,7.19
2021-08-22,UKR,Europe,Ukraine,8208034.0,18.88,11.67,7.25
2021-08-23,UKR,Europe,Ukraine,8279461.0,19.05,11.73,7.35
2021-08-24,UKR,Europe,Ukraine,8300200.0,19.1,11.75,7.38
2021-08-25,UKR,Europe,Ukraine,8462610.0,19.47,11.85,7.65
2021-08-26,UKR,Europe,Ukraine,8636045.0,19.87,11.98,7.93
2021-08-27,UKR,Europe,Ukraine,8802596.0,20.25,12.11,8.18
2021-08-28,UKR,Europe,Ukraine,8890163.0,20.45,12.18,8.31
2021-08-29,UKR,Europe,Ukraine,8931640.0,20.55,12.21,8.38
2021-08-30,UKR,Europe,Ukraine,9082122.0,20.89,12.33,8.61
2021-08-31,UKR,Europe,Ukraine,9239171.0,21.26,12.45,8.84
2021-09-01,UKR,Europe,Ukraine,9358193.0,21.53,12.54,9.03
2021-09-02,UKR,Europe,Ukraine,9510965.0,21.88,12.65,9.27
2021-09-03,UKR,Europe,Ukraine,9678454.0,22.27,12.77,9.54
2021-09-04,UKR,Europe,Ukraine,9747714.0,22.43,12.81,9.66
2021-09-05,UKR,Europe,Ukraine,9789501.0,22.52,12.84,9.73
2021-09-06,UKR,Europe,Ukraine,9923423.0,22.83,12.93,9.95
2021-09-07,UKR,Europe,Ukraine,10073041.0,23.17,13.04,10.18
2021-09-08,UKR,Europe,Ukraine,10234210.0,23.54,13.16,10.42
2021-09-09,UKR,Europe,Ukraine,10407825.0,23.94,13.32,10.67
2021-09-10,UKR,Europe,Ukraine,10591352.0,24.37,13.48,10.93
2021-09-11,UKR,Europe,Ukraine,10665796.0,24.54,13.55,11.03
2021-09-12,UKR,Europe,Ukraine,10710944.0,24.64,13.59,11.1
2021-09-13,UKR,Europe,Ukraine,10846167.0,24.95,13.71,11.28
2021-09-14,UKR,Europe,Ukraine,10987963.0,25.28,13.87,11.46
2021-09-15,UKR,Europe,Ukraine,11106749.0,25.55,14.03,11.57
2021-09-16,UKR,Europe,Ukraine,11229655.0,25.84,14.19,11.69
2021-09-17,UKR,Europe,Ukraine,11362214.0,26.14,14.37,11.81
2021-09-18,UKR,Europe,Ukraine,11420819.0,26.27,14.45,11.87
2021-09-19,UKR,Europe,Ukraine,11456848.0,26.36,14.5,11.9
2021-09-20,UKR,Europe,Ukraine,11565584.0,26.61,14.65,12.01
2021-09-21,UKR,Europe,Ukraine,11681589.0,26.87,14.81,12.12
2021-09-22,UKR,Europe,Ukraine,11826357.0,27.21,15.02,12.24
2021-09-23,UKR,Europe,Ukraine,11979985.0,27.56,15.24,12.37
2021-09-24,UKR,Europe,Ukraine,12138989.0,27.93,15.46,12.51
2021-09-25,UKR,Europe,Ukraine,12203210.0,28.07,15.55,12.57
2021-09-26,UKR,Europe,Ukraine,12240363.0,28.16,15.6,12.61
2021-09-27,UKR,Europe,Ukraine,12359741.0,28.43,15.76,12.72
2021-09-28,UKR,Europe,Ukraine,12491987.0,28.74,15.94,12.85
2021-09-29,UKR,Europe,Ukraine,12617990.0,29.03,16.11,12.97
2021-09-30,UKR,Europe,Ukraine,12747523.0,29.33,16.27,13.1
2021-10-01,UKR,Europe,Ukraine,12875593.0,29.62,16.44,13.23
2021-10-02,UKR,Europe,Ukraine,12928583.0,29.74,16.5,13.29
2021-10-03,UKR,Europe,Ukraine,12962507.0,29.82,16.54,13.33
2021-10-04,UKR,Europe,Ukraine,13062838.0,30.05,16.66,13.44
2021-10-05,UKR,Europe,Ukraine,13180072.0,30.32,16.8,13.57
2021-10-06,UKR,Europe,Ukraine,13302370.0,30.6,16.93,13.72
2021-10-07,UKR,Europe,Ukraine,13430055.0,30.9,17.07,13.87
2021-10-08,UKR,Europe,Ukraine,13578790.0,31.24,17.24,14.04
2021-10-09,UKR,Europe,Ukraine,13644843.0,31.39,17.32,14.12
2021-10-10,UKR,Europe,Ukraine,13683903.0,31.48,17.37,14.16
2021-10-11,UKR,Europe,Ukraine,13807133.0,31.76,17.51,14.31
2021-10-12,UKR,Europe,Ukraine,13959836.0,32.12,17.69,14.48
2021-10-13,UKR,Europe,Ukraine,14124223.0,32.49,17.89,14.66
2021-10-14,UKR,Europe,Ukraine,14159120.0,32.57,17.93,14.69
2021-10-15,UKR,Europe,Ukraine,14307558.0,32.92,18.11,14.85
2021-10-16,UKR,Europe,Ukraine,14390358.0,33.11,18.23,14.93
2021-10-17,UKR,Europe,Ukraine,14446255.0,33.24,18.3,14.98
2021-10-18,UKR,Europe,Ukraine,14639324.0,33.68,18.56,15.17
2021-10-19,UKR,Europe,Ukraine,14865911.0,34.2,18.88,15.37
2021-10-20,UKR,Europe,Ukraine,15117165.0,34.78,19.26,15.56
2021-10-21,UKR,Europe,Ukraine,15386831.0,35.4,19.69,15.76
2021-10-22,UKR,Europe,Ukraine,15676299.0,36.06,20.16,15.96
2021-10-23,UKR,Europe,Ukraine,15854029.0,36.47,20.45,16.07
2021-10-24,UKR,Europe,Ukraine,15955360.0,36.71,20.63,16.13
2021-10-25,UKR,Europe,Ukraine,16210280.0,37.29,21.05,16.29
2021-10-26,UKR,Europe,Ukraine,16501573.0,37.96,21.54,16.47
2021-10-27,UKR,Europe,Ukraine,16793558.0,38.64,22.03,16.65
2021-10-28,UKR,Europe,Ukraine,17082799.0,39.3,22.52,16.82
2021-10-29,UKR,Europe,Ukraine,17400008.0,40.03,23.06,17.02
2021-10-30,UKR,Europe,Ukraine,17577773.0,40.44,23.37,17.12
2021-10-31,UKR,Europe,Ukraine,17695591.0,40.71,23.57,17.19
2021-11-01,UKR,Europe,Ukraine,17968898.0,41.34,24.05,17.34
2021-11-02,UKR,Europe,Ukraine,18279337.0,42.05,24.58,17.52
2021-11-03,UKR,Europe,Ukraine,18578609.0,42.74,25.07,17.72
2021-11-04,UKR,Europe,Ukraine,18848929.0,43.36,25.5,17.91
2021-11-05,UKR,Europe,Ukraine,19127846.0,44.01,25.93,18.13
2021-11-06,UKR,Europe,Ukraine,19259252.0,44.31,26.12,18.23
2021-11-07,UKR,Europe,Ukraine,19344335.0,44.5,26.24,18.31
2021-11-08,UKR,Europe,Ukraine,19584775.0,45.06,26.56,18.54
2021-11-09,UKR,Europe,Ukraine,19852176.0,45.67,26.91,18.81
2021-11-10,UKR,Europe,Ukraine,20129273.0,46.31,27.25,19.11
2021-11-11,UKR,Europe,Ukraine,20408409.0,46.95,27.58,19.42
2021-11-12,UKR,Europe,Ukraine,20708263.0,47.64,27.89,19.8
2021-11-13,UKR,Europe,Ukraine,20853504.0,47.98,28.04,19.98
2021-11-14,UKR,Europe,Ukraine,20950877.0,48.2,28.13,20.11
2021-11-15,UKR,Europe,Ukraine,21218965.0,48.82,28.37,20.49
2021-11-16,UKR,Europe,Ukraine,21513820.0,49.49,28.63,20.91
2021-11-17,UKR,Europe,Ukraine,21811652.0,50.18,28.88,21.35
2021-11-18,UKR,Europe,Ukraine,22105972.0,50.86,29.12,21.79
2021-11-19,UKR,Europe,Ukraine,22417288.0,51.57,29.35,22.27
2021-11-20,UKR,Europe,Ukraine,22569609.0,51.92,29.46,22.51
2021-11-21,UKR,Europe,Ukraine,22669435.0,52.15,29.53,22.67
2021-11-22,UKR,Europe,Ukraine,22939693.0,52.78,29.71,23.11
2021-11-23,UKR,Europe,Ukraine,23225814.0,53.43,29.91,23.57
2021-11-24,UKR,Europe,Ukraine,23501133.0,54.07,30.1,24.02
2021-11-25,UKR,Europe,Ukraine,23775008.0,54.7,30.29,24.46
2021-11-26,UKR,Europe,Ukraine,24054784.0,55.34,30.47,24.91
2021-11-27,UKR,Europe,Ukraine,24194260.0,55.66,30.57,25.14
2021-11-28,UKR,Europe,Ukraine,24288230.0,55.88,30.65,25.28
2021-11-29,UKR,Europe,Ukraine,24514289.0,56.4,30.81,25.64
2021-11-30,UKR,Europe,Ukraine,24747760.0,56.93,30.99,26.0
2021-12-01,UKR,Europe,Ukraine,24952848.0,57.41,31.15,26.31
2021-01-10,ARE,Asia,United Arab Emirates,1086568.0,10.88,8.37,2.5
2021-02-23,ARE,Asia,United Arab Emirates,5668264.0,56.73,34.84,21.9
2021-04-20,ARE,Asia,United Arab Emirates,,,50.86,38.4
2021-07-05,ARE,Asia,United Arab Emirates,15574641.0,155.89,73.26,63.36
2021-07-06,ARE,Asia,United Arab Emirates,15650988.0,156.65,73.75,63.65
2021-07-07,ARE,Asia,United Arab Emirates,15728415.0,157.42,74.04,64.05
2021-07-08,ARE,Asia,United Arab Emirates,15795853.0,158.1,74.24,64.34
2021-07-09,ARE,Asia,United Arab Emirates,15865306.0,158.79,74.44,64.64
2021-07-10,ARE,Asia,United Arab Emirates,15915717.0,159.3,74.64,64.94
2021-07-11,ARE,Asia,United Arab Emirates,15934124.0,159.48,74.84,65.14
2021-07-12,ARE,Asia,United Arab Emirates,15968660.0,159.83,74.94,65.33
2021-07-13,ARE,Asia,United Arab Emirates,16042491.0,160.57,75.24,65.63
2021-07-14,ARE,Asia,United Arab Emirates,16120004.0,161.34,75.43,66.03
2021-07-15,ARE,Asia,United Arab Emirates,16194526.0,162.09,76.52,67.12
2021-07-16,ARE,Asia,United Arab Emirates,16263585.0,162.78,76.72,67.31
2021-07-18,ARE,Asia,United Arab Emirates,16358244.0,163.73,76.82,67.41
2021-07-19,ARE,Asia,United Arab Emirates,16375149.0,163.9,76.82,67.41
2021-07-20,ARE,Asia,United Arab Emirates,16444844.0,164.6,76.92,67.71
2021-07-26,ARE,Asia,United Arab Emirates,16524169.0,165.39,77.12,68.21
2021-07-27,ARE,Asia,United Arab Emirates,16587478.0,166.02,77.12,68.7
2021-07-28,ARE,Asia,United Arab Emirates,16645208.0,166.6,77.41,69.0
2021-07-29,ARE,Asia,United Arab Emirates,16676766.0,166.92,77.51,69.19
2021-07-31,ARE,Asia,United Arab Emirates,16795717.0,168.11,78.1,69.79
2021-08-02,ARE,Asia,United Arab Emirates,16832021.0,168.47,78.2,69.99
2021-08-03,ARE,Asia,United Arab Emirates,16884412.0,168.99,78.5,70.28
2021-08-04,ARE,Asia,United Arab Emirates,16935702.0,169.51,78.8,70.48
2021-08-05,ARE,Asia,United Arab Emirates,16988539.0,170.04,78.99,70.78
2021-08-06,ARE,Asia,United Arab Emirates,17037618.0,170.53,79.29,70.98
2021-08-07,ARE,Asia,United Arab Emirates,17097354.0,171.13,79.59,71.27
2021-08-08,ARE,Asia,United Arab Emirates,17113003.0,171.28,79.69,71.37
2021-08-09,ARE,Asia,United Arab Emirates,17137750.0,171.53,79.89,71.47
2021-08-10,ARE,Asia,United Arab Emirates,17197497.0,172.13,80.18,71.77
2021-08-11,ARE,Asia,United Arab Emirates,17245815.0,172.61,80.48,71.87
2021-08-12,ARE,Asia,United Arab Emirates,17288318.0,173.04,80.88,71.97
2021-08-13,ARE,Asia,United Arab Emirates,17313163.0,173.29,80.98,72.07
2021-08-15,ARE,Asia,United Arab Emirates,17376128.0,173.92,81.47,72.16
2021-08-16,ARE,Asia,United Arab Emirates,17398458.0,174.14,81.67,72.27
2021-08-17,ARE,Asia,United Arab Emirates,17454250.0,174.7,81.96,72.46
2021-08-18,ARE,Asia,United Arab Emirates,17506683.0,175.22,82.26,72.66
2021-08-19,ARE,Asia,United Arab Emirates,17566410.0,175.82,82.66,72.86
2021-08-20,ARE,Asia,United Arab Emirates,17622541.0,176.38,83.05,73.15
2021-08-21,ARE,Asia,United Arab Emirates,17683483.0,176.99,83.35,73.36
2021-08-24,ARE,Asia,United Arab Emirates,17776853.0,177.93,83.65,73.55
2021-08-25,ARE,Asia,United Arab Emirates,17843063.0,178.59,84.44,74.05
2021-08-26,ARE,Asia,United Arab Emirates,17909062.0,179.25,84.93,74.24
2021-09-01,ARE,Asia,United Arab Emirates,18289168.0,183.05,87.01,76.03
2021-09-03,ARE,Asia,United Arab Emirates,18339225.0,183.56,87.21,76.32
2021-09-04,ARE,Asia,United Arab Emirates,18389144.0,184.06,87.51,76.52
2021-09-06,ARE,Asia,United Arab Emirates,18439345.0,184.56,87.8,76.72
2021-09-07,ARE,Asia,United Arab Emirates,18542213.0,185.59,88.2,77.11
2021-09-09,ARE,Asia,United Arab Emirates,18710538.0,187.27,88.7,77.61
2021-09-10,ARE,Asia,United Arab Emirates,18801148.0,188.18,89.0,77.91
2021-09-11,ARE,Asia,United Arab Emirates,18860966.0,188.78,89.29,78.2
2021-09-12,ARE,Asia,United Arab Emirates,18942543.0,189.59,89.39,78.3
2021-09-13,ARE,Asia,United Arab Emirates,18997951.0,190.15,89.59,78.5
2021-09-14,ARE,Asia,United Arab Emirates,19073549.0,190.91,89.88,78.8
2021-09-15,ARE,Asia,United Arab Emirates,19163754.0,191.81,90.18,79.19
2021-09-16,ARE,Asia,United Arab Emirates,19247164.0,192.64,90.38,79.49
2021-09-17,ARE,Asia,United Arab Emirates,19330107.0,193.47,90.68,79.79
2021-09-18,ARE,Asia,United Arab Emirates,19412656.0,194.3,90.87,80.18
2021-09-19,ARE,Asia,United Arab Emirates,19445872.0,194.63,90.98,80.28
2021-09-20,ARE,Asia,United Arab Emirates,19486569.0,195.04,91.17,80.38
2021-09-21,ARE,Asia,United Arab Emirates,19549263.0,195.67,91.37,80.78
2021-09-22,ARE,Asia,United Arab Emirates,19653364.0,196.71,91.67,80.98
2021-09-23,ARE,Asia,United Arab Emirates,19713423.0,197.31,91.86,81.17
2021-09-24,ARE,Asia,United Arab Emirates,19775346.0,197.93,92.07,81.47
2021-09-25,ARE,Asia,United Arab Emirates,19847232.0,198.65,92.36,81.77
2021-09-27,ARE,Asia,United Arab Emirates,19872799.0,198.91,92.46,81.87
2021-09-28,ARE,Asia,United Arab Emirates,19963359.0,199.81,92.75,82.16
2021-09-29,ARE,Asia,United Arab Emirates,20018034.0,200.36,92.95,82.46
2021-09-30,ARE,Asia,United Arab Emirates,20052399.0,200.7,93.05,82.56
2021-10-01,ARE,Asia,United Arab Emirates,20121481.0,201.39,93.35,82.86
2021-10-03,ARE,Asia,United Arab Emirates,20196549.0,202.15,93.55,83.15
2021-10-04,ARE,Asia,United Arab Emirates,20228472.0,202.47,93.65,83.35
2021-10-05,ARE,Asia,United Arab Emirates,20273265.0,202.91,93.84,83.55
2021-10-06,ARE,Asia,United Arab Emirates,20320419.0,203.39,93.94,83.75
2021-10-07,ARE,Asia,United Arab Emirates,20364737.0,203.83,94.14,83.95
2021-10-08,ARE,Asia,United Arab Emirates,20409126.0,204.27,94.24,84.14
2021-10-09,ARE,Asia,United Arab Emirates,20453897.0,204.72,94.44,84.34
2021-10-10,ARE,Asia,United Arab Emirates,20479211.0,204.97,94.54,84.34
2021-10-13,ARE,Asia,United Arab Emirates,20552839.0,205.71,94.83,84.83
2021-10-14,ARE,Asia,United Arab Emirates,20588026.0,206.06,94.93,84.94
2021-10-15,ARE,Asia,United Arab Emirates,20619734.0,206.38,95.03,85.13
2021-10-17,ARE,Asia,United Arab Emirates,20676621.0,206.95,95.23,85.33
2021-10-18,ARE,Asia,United Arab Emirates,20699820.0,207.18,95.33,85.43
2021-10-19,ARE,Asia,United Arab Emirates,20740855.0,207.59,95.53,85.63
2021-10-20,ARE,Asia,United Arab Emirates,20776261.0,207.95,95.63,85.73
2021-10-21,ARE,Asia,United Arab Emirates,20798877.0,208.17,95.73,85.83
2021-10-24,ARE,Asia,United Arab Emirates,20875213.0,208.94,95.92,86.02
2021-10-25,ARE,Asia,United Arab Emirates,20895739.0,209.14,96.02,
2021-10-26,ARE,Asia,United Arab Emirates,20940231.0,209.59,96.22,86.12
2021-10-27,ARE,Asia,United Arab Emirates,20973866.0,209.93,96.32,86.22
2021-10-28,ARE,Asia,United Arab Emirates,21014342.0,210.33,96.42,86.42
2021-10-29,ARE,Asia,United Arab Emirates,21051277.0,210.7,96.52,86.52
2021-10-30,ARE,Asia,United Arab Emirates,21075235.0,210.94,96.62,86.62
2021-11-01,ARE,Asia,United Arab Emirates,21147481.0,211.66,96.81,86.91
2021-11-02,ARE,Asia,United Arab Emirates,21173972.0,211.93,96.91,87.01
2021-11-03,ARE,Asia,United Arab Emirates,21219066.0,212.38,97.11,87.11
2021-11-04,ARE,Asia,United Arab Emirates,21248655.0,212.68,97.21,87.21
2021-11-05,ARE,Asia,United Arab Emirates,21275030.0,212.94,97.31,87.31
2021-11-06,ARE,Asia,United Arab Emirates,21298068.0,213.17,97.41,87.41
2021-11-07,ARE,Asia,United Arab Emirates,21326489.0,213.46,97.51,87.51
2021-11-08,ARE,Asia,United Arab Emirates,21348200.0,213.67,97.61,87.61
2021-11-09,ARE,Asia,United Arab Emirates,21377226.0,213.96,97.71,87.71
2021-11-10,ARE,Asia,United Arab Emirates,21404200.0,214.23,97.81,87.81
2021-11-11,ARE,Asia,United Arab Emirates,21434487.0,214.54,97.9,87.91
2021-11-12,ARE,Asia,United Arab Emirates,21477305.0,214.96,97.9,88.2
2021-11-15,ARE,Asia,United Arab Emirates,21548528.0,215.68,98.1,88.4
2021-01-10,GBR,Europe,United Kingdom,2677971.0,3.93,3.35,0.57
2021-01-11,GBR,Europe,United Kingdom,2843815.0,4.17,3.57,0.6
2021-01-12,GBR,Europe,United Kingdom,3067541.0,4.5,3.87,0.63
2021-01-13,GBR,Europe,United Kingdom,3356229.0,4.92,4.28,0.64
2021-01-14,GBR,Europe,United Kingdom,3678180.0,5.39,4.74,0.65
2021-01-15,GBR,Europe,United Kingdom,4023705.0,5.9,5.24,0.66
2021-01-16,GBR,Europe,United Kingdom,4322456.0,6.34,5.68,0.66
2021-01-17,GBR,Europe,United Kingdom,4514802.0,6.62,5.96,0.66
2021-01-18,GBR,Europe,United Kingdom,4723443.0,6.93,6.26,0.67
2021-01-19,GBR,Europe,United Kingdom,5070365.0,7.43,6.76,0.68
2021-01-20,GBR,Europe,United Kingdom,5437284.0,7.97,7.29,0.68
2021-01-21,GBR,Europe,United Kingdom,5849899.0,8.58,7.89,0.68
2021-01-22,GBR,Europe,United Kingdom,6329968.0,9.28,8.59,0.69
2021-01-23,GBR,Europe,United Kingdom,6822981.0,10.0,9.31,0.69
2021-01-24,GBR,Europe,United Kingdom,7044048.0,10.33,9.64,0.69
2021-01-25,GBR,Europe,United Kingdom,7325773.0,10.74,10.05,0.69
2021-01-26,GBR,Europe,United Kingdom,7638543.0,11.2,10.5,0.7
2021-01-27,GBR,Europe,United Kingdom,7953250.0,11.66,10.96,0.7
2021-01-28,GBR,Europe,United Kingdom,8369438.0,12.27,11.57,0.7
2021-01-29,GBR,Europe,United Kingdom,8859372.0,12.99,12.28,0.7
2021-01-30,GBR,Europe,United Kingdom,9468382.0,13.88,13.16,0.72
2021-01-31,GBR,Europe,United Kingdom,9790576.0,14.35,13.63,0.72
2021-02-01,GBR,Europe,United Kingdom,10143511.0,14.87,14.14,0.73
2021-02-02,GBR,Europe,United Kingdom,10520433.0,15.42,14.69,0.73
2021-02-03,GBR,Europe,United Kingdom,10992444.0,16.12,15.38,0.74
2021-02-04,GBR,Europe,United Kingdom,11477040.0,16.83,16.08,0.74
2021-02-05,GBR,Europe,United Kingdom,11975267.0,17.56,16.81,0.75
2021-02-06,GBR,Europe,United Kingdom,12526737.0,18.37,17.62,0.75
2021-02-07,GBR,Europe,United Kingdom,12806587.0,18.78,18.02,0.75
2021-02-08,GBR,Europe,United Kingdom,13162878.0,19.3,18.54,0.76
2021-02-09,GBR,Europe,United Kingdom,13577851.0,19.91,19.15,0.76
2021-02-10,GBR,Europe,United Kingdom,14033555.0,20.57,19.81,0.77
2021-02-11,GBR,Europe,United Kingdom,14542318.0,21.32,20.54,0.78
2021-02-12,GBR,Europe,United Kingdom,15091696.0,22.13,21.34,0.78
2021-02-13,GBR,Europe,United Kingdom,15599904.0,22.87,22.08,0.79
2021-02-14,GBR,Europe,United Kingdom,15839781.0,23.22,22.43,0.79
2021-02-15,GBR,Europe,United Kingdom,16122272.0,23.64,22.84,0.8
2021-02-16,GBR,Europe,United Kingdom,16499549.0,24.19,23.37,0.82
2021-02-17,GBR,Europe,United Kingdom,16996806.0,24.92,24.08,0.84
2021-02-18,GBR,Europe,United Kingdom,17465127.0,25.61,24.74,0.86
2021-02-19,GBR,Europe,United Kingdom,17852327.0,26.17,25.29,0.89
2021-02-20,GBR,Europe,United Kingdom,18197269.0,26.68,25.78,0.9
2021-02-21,GBR,Europe,United Kingdom,18348165.0,26.9,25.99,0.92
2021-02-22,GBR,Europe,United Kingdom,18558969.0,27.21,26.27,0.94
2021-02-23,GBR,Europe,United Kingdom,18911978.0,27.73,26.75,0.98
2021-02-24,GBR,Europe,United Kingdom,19392553.0,28.43,27.4,1.03
2021-02-25,GBR,Europe,United Kingdom,19913592.0,29.2,28.12,1.08
2021-02-26,GBR,Europe,United Kingdom,20450858.0,29.98,28.86,1.13
2021-02-27,GBR,Europe,United Kingdom,20885683.0,30.62,29.45,1.17
2021-02-28,GBR,Europe,United Kingdom,21091267.0,30.92,29.73,1.2
2021-03-01,GBR,Europe,United Kingdom,21322717.0,31.26,30.02,1.24
2021-03-02,GBR,Europe,United Kingdom,21599027.0,31.67,30.35,1.31
2021-03-03,GBR,Europe,United Kingdom,21946433.0,32.18,30.76,1.41
2021-03-04,GBR,Europe,United Kingdom,22392883.0,32.83,31.31,1.52
2021-03-05,GBR,Europe,United Kingdom,22887118.0,33.56,31.96,1.6
2021-03-06,GBR,Europe,United Kingdom,23335514.0,34.21,32.57,1.65
2021-03-07,GBR,Europe,United Kingdom,23519898.0,34.48,32.81,1.68
2021-03-08,GBR,Europe,United Kingdom,23773959.0,34.86,33.12,1.73
2021-03-09,GBR,Europe,United Kingdom,24064182.0,35.28,33.44,1.84
2021-03-10,GBR,Europe,United Kingdom,24405231.0,35.78,33.8,1.98
2021-03-11,GBR,Europe,United Kingdom,24759603.0,36.3,34.18,2.12
2021-03-12,GBR,Europe,United Kingdom,25216857.0,36.97,34.72,2.25
2021-03-13,GBR,Europe,United Kingdom,25781120.0,37.8,35.47,2.32
2021-03-14,GBR,Europe,United Kingdom,26063501.0,38.21,35.85,2.36
2021-03-15,GBR,Europe,United Kingdom,26503552.0,38.86,36.42,2.44
2021-03-16,GBR,Europe,United Kingdom,27032671.0,39.63,37.05,2.58
2021-03-17,GBR,Europe,United Kingdom,27614526.0,40.49,37.73,2.75
2021-03-18,GBR,Europe,United Kingdom,28274802.0,41.45,38.51,2.95
2021-03-19,GBR,Europe,United Kingdom,29015457.0,42.54,39.41,3.13
2021-03-20,GBR,Europe,United Kingdom,29859742.0,43.78,40.51,3.27
2021-03-21,GBR,Europe,United Kingdom,30279360.0,44.39,41.05,3.34
2021-03-22,GBR,Europe,United Kingdom,30691557.0,45.0,41.53,3.47
2021-03-23,GBR,Europe,United Kingdom,31186362.0,45.72,42.01,3.71
2021-03-24,GBR,Europe,United Kingdom,31766669.0,46.57,42.5,4.07
2021-03-25,GBR,Europe,United Kingdom,32325993.0,47.39,42.98,4.41
2021-03-26,GBR,Europe,United Kingdom,33020952.0,48.41,43.58,4.83
2021-03-27,GBR,Europe,United Kingdom,33684114.0,49.39,44.21,5.18
2021-03-28,GBR,Europe,United Kingdom,34125256.0,50.03,44.64,5.4
2021-03-29,GBR,Europe,United Kingdom,34530295.0,50.63,44.98,5.64
2021-03-30,GBR,Europe,United Kingdom,35033894.0,51.36,45.31,6.05
2021-03-31,GBR,Europe,United Kingdom,35660902.0,52.28,45.67,6.62
2021-04-01,GBR,Europe,United Kingdom,36277136.0,53.19,45.92,7.27
2021-04-02,GBR,Europe,United Kingdom,36631187.0,53.71,46.07,7.63
2021-04-03,GBR,Europe,United Kingdom,36917986.0,54.13,46.23,7.89
2021-04-04,GBR,Europe,United Kingdom,37013749.0,54.27,46.3,7.96
2021-04-05,GBR,Europe,United Kingdom,37119083.0,54.42,46.36,8.06
2021-04-06,GBR,Europe,United Kingdom,37391103.0,54.82,46.49,8.33
2021-04-07,GBR,Europe,United Kingdom,37899029.0,55.56,46.63,8.93
2021-04-08,GBR,Europe,United Kingdom,38444540.0,56.36,46.77,9.59
2021-04-09,GBR,Europe,United Kingdom,39001554.0,57.18,46.93,10.25
2021-04-10,GBR,Europe,United Kingdom,39587893.0,58.04,47.09,10.95
2021-04-11,GBR,Europe,United Kingdom,39846781.0,58.42,47.2,11.22
2021-04-12,GBR,Europe,United Kingdom,40107877.0,58.8,47.28,11.52
2021-04-13,GBR,Europe,United Kingdom,40496685.0,59.37,47.39,11.98
2021-04-14,GBR,Europe,United Kingdom,40958303.0,60.05,47.57,12.48
2021-04-15,GBR,Europe,United Kingdom,41505768.0,60.85,47.76,13.09
2021-04-16,GBR,Europe,United Kingdom,42140989.0,61.78,47.96,13.83
2021-04-17,GBR,Europe,United Kingdom,42780069.0,62.72,48.16,14.56
2021-04-18,GBR,Europe,United Kingdom,43084487.0,63.17,48.28,14.88
2021-04-19,GBR,Europe,United Kingdom,43457910.0,63.71,48.43,15.29
2021-04-20,GBR,Europe,United Kingdom,43915559.0,64.39,48.59,15.8
2021-04-21,GBR,Europe,United Kingdom,44450252.0,65.17,48.76,16.41
2021-04-22,GBR,Europe,United Kingdom,45012308.0,65.99,48.95,17.04
2021-04-23,GBR,Europe,United Kingdom,45613109.0,66.87,49.15,17.72
2021-04-24,GBR,Europe,United Kingdom,46309512.0,67.9,49.37,18.53
2021-04-25,GBR,Europe,United Kingdom,46650008.0,68.39,49.49,18.91
2021-04-26,GBR,Europe,United Kingdom,47045391.0,68.97,49.62,19.36
2021-04-27,GBR,Europe,United Kingdom,47540984.0,69.7,49.79,19.91
2021-04-28,GBR,Europe,United Kingdom,48138009.0,70.58,49.99,20.59
2021-04-29,GBR,Europe,United Kingdom,48752144.0,71.48,50.17,21.31
2021-04-30,GBR,Europe,United Kingdom,49319518.0,72.31,50.38,21.93
2021-05-01,GBR,Europe,United Kingdom,49834997.0,73.06,50.59,22.48
2021-05-02,GBR,Europe,United Kingdom,50097812.0,73.45,50.72,22.73
2021-05-03,GBR,Europe,United Kingdom,50297911.0,73.74,50.83,22.92
