dep,datetime,hosp,rea,HospConv,SSR_USLD,autres,rad,dc,population,hosp_pour_100k,rea_pour_100k
58,2021-06-11,63,3,19.0,41.0,0.0,1054,331,207182,30.4,1.4
59,2021-06-11,673,151,309.0,207.0,6.0,16895,3827,2604361,25.8,5.8
60,2021-06-11,290,37,92.0,160.0,1.0,5003,1372,824503,35.2,4.5
61,2021-06-11,61,9,23.0,29.0,0.0,1674,353,283372,21.5,3.2
62,2021-06-11,404,62,200.0,141.0,1.0,8126,1934,1468018,27.5,4.2
63,2021-06-11,110,8,49.0,43.0,10.0,2718,742,653742,16.8,1.2
64,2021-06-11,64,4,32.0,28.0,0.0,2009,479,677309,9.4,0.6
65,2021-06-11,13,3,8.0,2.0,0.0,973,205,228530,5.7,1.3
66,2021-06-11,68,8,23.0,35.0,2.0,1372,326,474452,14.3,1.7
67,2021-06-11,233,32,133.0,67.0,1.0,7164,1710,1125559,20.7,2.8
68,2021-06-11,108,19,57.0,32.0,0.0,6146,1511,764030,14.1,2.5
69,2021-06-11,341,81,110.0,145.0,5.0,15180,3151,1843319,18.5,4.4
70,2021-06-11,27,4,6.0,6.0,11.0,1282,265,236659,11.4,1.7
71,2021-06-11,89,10,40.0,33.0,6.0,4665,1103,553595,16.1,1.8
72,2021-06-11,82,10,35.0,36.0,1.0,2935,600,566506,14.5,1.8
73,2021-06-11,63,9,40.0,13.0,1.0,2855,696,431174,14.6,2.1
74,2021-06-11,87,10,40.0,37.0,0.0,4914,1022,807360,10.8,1.2
75,2021-06-11,594,175,270.0,145.0,4.0,20298,4493,2187526,27.2,8.0
76,2021-06-11,432,62,209.0,161.0,0.0,6374,1523,1254378,34.4,4.9
77,2021-06-11,212,71,54.0,84.0,3.0,9012,2022,1403997,15.1,5.1
78,2021-06-11,224,52,63.0,103.0,6.0,8368,1824,1438266,15.6,3.6
79,2021-06-11,17,4,12.0,1.0,0.0,1118,256,374351,4.5,1.1
80,2021-06-11,213,31,109.0,71.0,2.0,3103,930,572443,37.2,5.4
81,2021-06-11,32,5,9.0,18.0,0.0,1397,378,387890,8.2,1.3
82,2021-06-11,24,8,6.0,10.0,0.0,893,220,258349,9.3,3.1
83,2021-06-11,174,30,51.0,92.0,1.0,6047,1473,1058740,16.4,2.8
84,2021-06-11,119,13,40.0,63.0,3.0,3998,890,559479,21.3,2.3
85,2021-06-11,38,10,15.0,13.0,0.0,1622,287,675247,5.6,1.5
86,2021-06-11,19,0,9.0,10.0,0.0,1330,267,436876,4.3,0.0
87,2021-06-11,62,10,24.0,28.0,0.0,1200,325,374426,16.6,2.7
88,2021-06-11,79,8,19.0,52.0,0.0,2853,855,367673,21.5,2.2
89,2021-06-11,117,14,32.0,71.0,0.0,2222,574,338291,34.6,4.1
90,2021-06-11,18,3,10.0,5.0,0.0,2169,598,142622,12.6,2.1
91,2021-06-11,399,75,87.0,223.0,14.0,9458,1860,1296130,30.8,5.8
92,2021-06-11,559,107,157.0,275.0,20.0,14539,2705,1609306,34.7,6.6
93,2021-06-11,527,73,185.0,244.0,25.0,13343,2455,1623111,32.5,4.5
94,2021-06-11,287,44,135.0,100.0,8.0,13794,2967,1387926,20.7,3.2
95,2021-06-11,303,32,86.0,177.0,8.0,9226,2018,1228618,24.7,2.6
971,2021-06-11,125,23,64.0,38.0,0.0,1426,298,390253,32.0,5.9
972,2021-06-11,31,8,16.0,7.0,0.0,801,98,372594,8.3,2.1
973,2021-06-11,119,31,82.0,4.0,2.0,2778,127,268700,44.3,11.5
974,2021-06-11,170,29,104.0,37.0,0.0,1842,224,853659,19.9,3.4
976,2021-06-11,7,4,3.0,0.0,0.0,1266,130,256518,2.7,1.6
01,2021-06-12,107,9,50.0,48.0,0.0,2830,620,643350,16.6,1.4
02,2021-06-12,113,24,50.0,37.0,2.0,4240,1106,534490,21.1,4.5
03,2021-06-12,24,7,15.0,2.0,0.0,2116,584,337988,7.1,2.1
04,2021-06-12,86,3,24.0,59.0,0.0,1126,251,163915,52.5,1.8
05,2021-06-12,13,4,4.0,4.0,1.0,1252,253,141284,9.2,2.8
06,2021-06-12,194,23,66.0,102.0,3.0,6505,1527,1083310,17.9,2.1
07,2021-06-12,42,2,32.0,8.0,0.0,2028,498,325712,12.9,0.6
08,2021-06-12,16,4,4.0,6.0,2.0,1180,374,273579,5.8,1.5
09,2021-06-12,22,5,11.0,6.0,0.0,413,80,153153,14.4,3.3
10,2021-06-12,37,10,14.0,13.0,0.0,1943,435,310020,11.9,3.2
11,2021-06-12,51,6,25.0,19.0,1.0,1204,366,370260,13.8,1.6
12,2021-06-12,49,3,13.0,33.0,0.0,1014,231,279206,17.5,1.1
13,2021-06-12,588,119,124.0,336.0,9.0,21112,3598,2024162,29.0,5.9
14,2021-06-12,115,14,60.0,40.0,1.0,2596,594,694002,16.6,2.0
15,2021-06-12,13,2,9.0,2.0,0.0,576,134,145143,9.0,1.4
16,2021-06-12,21,3,4.0,14.0,0.0,646,159,352335,6.0,0.9
17,2021-06-12,42,6,16.0,20.0,0.0,1159,326,644303,6.5,0.9
18,2021-06-12,38,1,14.0,23.0,0.0,1548,511,304256,12.5,0.3
19,2021-06-12,2,1,1.0,0.0,0.0,917,218,241464,0.8,0.4
21,2021-06-12,135,18,70.0,47.0,0.0,3730,933,533819,25.3,3.4
22,2021-06-12,33,5,14.0,10.0,4.0,1237,246,598814,5.5,0.8
23,2021-06-12,25,8,11.0,6.0,0.0,581,97,118638,21.1,6.7
24,2021-06-12,100,5,32.0,63.0,0.0,842,219,413606,24.2,1.2
25,2021-06-12,48,18,16.0,14.0,0.0,2394,516,539067,8.9,3.3
26,2021-06-12,76,12,38.0,26.0,0.0,2901,771,511553,14.9,2.3
27,2021-06-12,141,10,34.0,97.0,0.0,1893,485,601843,23.4,1.7
28,2021-06-12,50,19,15.0,16.0,0.0,2838,511,433233,11.5,4.4
29,2021-06-12,67,8,30.0,27.0,2.0,1098,259,909028,7.4,0.9
2A,2021-06-12,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-12,5,0,1.0,3.0,1.0,450,88,177689,2.8,0.0
30,2021-06-12,111,18,35.0,57.0,1.0,2942,643,744178,14.9,2.4
31,2021-06-12,153,25,68.0,55.0,5.0,5209,806,1362672,11.2,1.8
32,2021-06-12,7,1,5.0,1.0,0.0,457,100,191091,3.7,0.5
33,2021-06-12,189,44,107.0,33.0,5.0,5352,1053,1583384,11.9,2.8
34,2021-06-12,120,24,53.0,42.0,1.0,4632,981,1144892,10.5,2.1
35,2021-06-12,202,23,100.0,78.0,1.0,3494,703,1060199,19.1,2.2
36,2021-06-12,31,5,8.0,18.0,0.0,1028,264,222232,13.9,2.2
37,2021-06-12,86,16,24.0,45.0,1.0,2161,494,606511,14.2,2.6
38,2021-06-12,247,24,85.0,132.0,6.0,7556,1759,1258722,19.6,1.9
39,2021-06-12,28,2,17.0,6.0,3.0,1968,482,260188,10.8,0.8
40,2021-06-12,32,3,23.0,6.0,0.0,874,242,407444,7.9,0.7
41,2021-06-12,57,5,14.0,37.0,1.0,1604,328,331915,17.2,1.5
42,2021-06-12,269,28,179.0,62.0,0.0,5704,1356,762941,35.3,3.7
43,2021-06-12,40,1,18.0,20.0,1.0,1277,253,227283,17.6,0.4
44,2021-06-12,100,18,44.0,37.0,1.0,3900,835,1394909,7.2,1.3
45,2021-06-12,153,37,39.0,72.0,5.0,3051,644,678105,22.6,5.5
46,2021-06-12,5,2,0.0,3.0,0.0,402,100,173828,2.9,1.2
47,2021-06-12,24,7,16.0,1.0,0.0,845,183,332842,7.2,2.1
48,2021-06-12,7,1,5.0,1.0,0.0,441,119,76601,9.1,1.3
49,2021-06-12,89,19,44.0,26.0,0.0,3327,708,813493,10.9,2.3
50,2021-06-12,104,8,39.0,57.0,0.0,1469,372,496883,20.9,1.6
51,2021-06-12,157,23,79.0,55.0,0.0,3523,901,568895,27.6,4.0
52,2021-06-12,30,3,12.0,15.0,0.0,1351,368,175640,17.1,1.7
53,2021-06-12,21,1,11.0,8.0,1.0,1268,276,307445,6.8,0.3
54,2021-06-12,167,29,91.0,45.0,2.0,4633,1209,733481,22.8,4.0
55,2021-06-12,16,4,7.0,5.0,0.0,1391,381,187187,8.5,2.1
56,2021-06-12,109,9,41.0,28.0,31.0,2030,427,750863,14.5,1.2
57,2021-06-12,140,23,64.0,46.0,7.0,7524,2404,1043522,13.4,2.2
58,2021-06-12,63,3,19.0,41.0,0.0,1054,331,207182,30.4,1.4
59,2021-06-12,660,151,296.0,207.0,6.0,16914,3829,2604361,25.3,5.8
60,2021-06-12,290,38,89.0,162.0,1.0,5006,1372,824503,35.2,4.6
61,2021-06-12,61,9,23.0,29.0,0.0,1674,353,283372,21.5,3.2
62,2021-06-12,402,63,198.0,140.0,1.0,8134,1934,1468018,27.4,4.3
63,2021-06-12,109,7,48.0,44.0,10.0,2718,743,653742,16.7,1.1
64,2021-06-12,66,4,34.0,28.0,0.0,2009,479,677309,9.7,0.6
65,2021-06-12,12,3,7.0,2.0,0.0,974,205,228530,5.3,1.3
66,2021-06-12,68,8,23.0,35.0,2.0,1372,326,474452,14.3,1.7
67,2021-06-12,234,32,132.0,69.0,1.0,7168,1710,1125559,20.8,2.8
68,2021-06-12,100,17,51.0,32.0,0.0,6155,1513,764030,13.1,2.2
69,2021-06-12,321,74,97.0,145.0,5.0,15197,3155,1843319,17.4,4.0
70,2021-06-12,27,4,6.0,6.0,11.0,1282,265,236659,11.4,1.7
71,2021-06-12,86,10,37.0,33.0,6.0,4668,1103,553595,15.5,1.8
72,2021-06-12,82,10,35.0,36.0,1.0,2935,600,566506,14.5,1.8
73,2021-06-12,63,10,39.0,13.0,1.0,2858,696,431174,14.6,2.3
74,2021-06-12,86,11,38.0,37.0,0.0,4915,1022,807360,10.7,1.4
75,2021-06-12,586,172,265.0,145.0,4.0,20311,4494,2187526,26.8,7.9
76,2021-06-12,424,57,207.0,160.0,0.0,6382,1525,1254378,33.8,4.5
77,2021-06-12,207,69,53.0,83.0,2.0,9021,2023,1403997,14.7,4.9
78,2021-06-12,222,51,62.0,103.0,6.0,8372,1824,1438266,15.4,3.5
79,2021-06-12,17,4,12.0,1.0,0.0,1118,256,374351,4.5,1.1
80,2021-06-12,212,31,108.0,71.0,2.0,3105,930,572443,37.0,5.4
81,2021-06-12,32,5,9.0,18.0,0.0,1397,378,387890,8.2,1.3
82,2021-06-12,21,8,5.0,8.0,0.0,896,220,258349,8.1,3.1
83,2021-06-12,166,28,46.0,91.0,1.0,6055,1475,1058740,15.7,2.6
84,2021-06-12,118,13,40.0,62.0,3.0,4000,890,559479,21.1,2.3
85,2021-06-12,38,10,15.0,13.0,0.0,1622,287,675247,5.6,1.5
86,2021-06-12,18,0,8.0,10.0,0.0,1332,267,436876,4.1,0.0
87,2021-06-12,60,9,24.0,27.0,0.0,1201,325,374426,16.0,2.4
88,2021-06-12,78,6,20.0,52.0,0.0,2854,855,367673,21.2,1.6
89,2021-06-12,113,14,27.0,72.0,0.0,2226,574,338291,33.4,4.1
90,2021-06-12,17,3,9.0,5.0,0.0,2170,598,142622,11.9,2.1
91,2021-06-12,400,78,86.0,222.0,14.0,9462,1861,1296130,30.9,6.0
92,2021-06-12,544,95,159.0,270.0,20.0,14569,2708,1609306,33.8,5.9
93,2021-06-12,518,72,181.0,240.0,25.0,13359,2456,1623111,31.9,4.4
94,2021-06-12,276,44,135.0,89.0,8.0,13812,2967,1387926,19.9,3.2
95,2021-06-12,309,32,90.0,179.0,8.0,9228,2018,1228618,25.2,2.6
971,2021-06-12,113,23,51.0,39.0,0.0,1438,299,390253,29.0,5.9
972,2021-06-12,30,9,13.0,8.0,0.0,802,98,372594,8.1,2.4
973,2021-06-12,105,31,68.0,4.0,2.0,2796,128,268700,39.1,11.5
974,2021-06-12,162,32,92.0,38.0,0.0,1857,224,853659,19.0,3.7
976,2021-06-12,7,4,3.0,0.0,0.0,1266,130,256518,2.7,1.6
01,2021-06-13,107,9,50.0,48.0,0.0,2830,620,643350,16.6,1.4
02,2021-06-13,113,24,50.0,37.0,2.0,4241,1106,534490,21.1,4.5
03,2021-06-13,25,7,16.0,2.0,0.0,2116,584,337988,7.4,2.1
04,2021-06-13,86,3,24.0,59.0,0.0,1126,251,163915,52.5,1.8
05,2021-06-13,13,4,4.0,4.0,1.0,1252,253,141284,9.2,2.8
06,2021-06-13,194,23,66.0,102.0,3.0,6505,1527,1083310,17.9,2.1
07,2021-06-13,42,2,32.0,8.0,0.0,2028,498,325712,12.9,0.6
08,2021-06-13,16,4,4.0,6.0,2.0,1180,374,273579,5.8,1.5
09,2021-06-13,22,5,11.0,6.0,0.0,413,80,153153,14.4,3.3
10,2021-06-13,37,10,14.0,13.0,0.0,1944,435,310020,11.9,3.2
11,2021-06-13,51,6,25.0,19.0,1.0,1204,366,370260,13.8,1.6
12,2021-06-13,49,3,13.0,33.0,0.0,1014,231,279206,17.5,1.1
13,2021-06-13,584,116,123.0,336.0,9.0,21117,3599,2024162,28.9,5.7
14,2021-06-13,116,14,61.0,40.0,1.0,2597,594,694002,16.7,2.0
15,2021-06-13,13,2,9.0,2.0,0.0,576,134,145143,9.0,1.4
16,2021-06-13,21,3,4.0,14.0,0.0,646,159,352335,6.0,0.9
17,2021-06-13,43,7,16.0,20.0,0.0,1159,326,644303,6.7,1.1
18,2021-06-13,38,1,14.0,23.0,0.0,1548,511,304256,12.5,0.3
19,2021-06-13,2,1,1.0,0.0,0.0,917,218,241464,0.8,0.4
21,2021-06-13,136,18,71.0,47.0,0.0,3730,933,533819,25.5,3.4
22,2021-06-13,33,5,14.0,10.0,4.0,1237,246,598814,5.5,0.8
23,2021-06-13,26,8,12.0,6.0,0.0,581,97,118638,21.9,6.7
24,2021-06-13,101,5,33.0,63.0,0.0,842,219,413606,24.4,1.2
25,2021-06-13,48,18,16.0,14.0,0.0,2394,516,539067,8.9,3.3
26,2021-06-13,76,12,38.0,26.0,0.0,2901,771,511553,14.9,2.3
27,2021-06-13,138,10,31.0,97.0,0.0,1895,486,601843,22.9,1.7
28,2021-06-13,51,19,16.0,16.0,0.0,2838,511,433233,11.8,4.4
29,2021-06-13,65,7,29.0,27.0,2.0,1100,260,909028,7.2,0.8
2A,2021-06-13,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-13,5,0,1.0,3.0,1.0,450,88,177689,2.8,0.0
30,2021-06-13,111,18,35.0,57.0,1.0,2942,643,744178,14.9,2.4
31,2021-06-13,153,24,69.0,55.0,5.0,5209,806,1362672,11.2,1.8
32,2021-06-13,7,1,5.0,1.0,0.0,457,100,191091,3.7,0.5
33,2021-06-13,190,45,107.0,33.0,5.0,5354,1053,1583384,12.0,2.8
34,2021-06-13,121,24,55.0,41.0,1.0,4634,981,1144892,10.6,2.1
35,2021-06-13,201,22,100.0,78.0,1.0,3495,704,1060199,19.0,2.1
36,2021-06-13,31,5,8.0,18.0,0.0,1028,264,222232,13.9,2.2
37,2021-06-13,86,15,25.0,45.0,1.0,2161,494,606511,14.2,2.5
38,2021-06-13,247,24,85.0,132.0,6.0,7556,1759,1258722,19.6,1.9
39,2021-06-13,28,2,17.0,6.0,3.0,1968,482,260188,10.8,0.8
40,2021-06-13,32,3,23.0,6.0,0.0,874,242,407444,7.9,0.7
41,2021-06-13,57,5,14.0,37.0,1.0,1604,328,331915,17.2,1.5
42,2021-06-13,270,28,180.0,62.0,0.0,5704,1356,762941,35.4,3.7
43,2021-06-13,39,1,17.0,20.0,1.0,1278,253,227283,17.2,0.4
44,2021-06-13,95,18,39.0,37.0,1.0,3905,835,1394909,6.8,1.3
45,2021-06-13,154,40,37.0,72.0,5.0,3053,644,678105,22.7,5.9
46,2021-06-13,5,2,0.0,3.0,0.0,402,100,173828,2.9,1.2
47,2021-06-13,24,7,16.0,1.0,0.0,845,183,332842,7.2,2.1
48,2021-06-13,7,1,5.0,1.0,0.0,441,119,76601,9.1,1.3
49,2021-06-13,89,19,44.0,26.0,0.0,3327,708,813493,10.9,2.3
50,2021-06-13,104,8,39.0,57.0,0.0,1470,372,496883,20.9,1.6
51,2021-06-13,158,23,80.0,55.0,0.0,3523,901,568895,27.8,4.0
52,2021-06-13,30,3,12.0,15.0,0.0,1351,368,175640,17.1,1.7
53,2021-06-13,21,1,11.0,8.0,1.0,1268,276,307445,6.8,0.3
54,2021-06-13,165,31,87.0,45.0,2.0,4635,1209,733481,22.5,4.2
55,2021-06-13,16,4,7.0,5.0,0.0,1391,381,187187,8.5,2.1
56,2021-06-13,109,9,42.0,27.0,31.0,2031,427,750863,14.5,1.2
57,2021-06-13,140,23,64.0,46.0,7.0,7524,2404,1043522,13.4,2.2
58,2021-06-13,63,3,19.0,41.0,0.0,1054,331,207182,30.4,1.4
59,2021-06-13,659,150,297.0,206.0,6.0,16916,3829,2604361,25.3,5.8
60,2021-06-13,291,38,91.0,161.0,1.0,5007,1372,824503,35.3,4.6
61,2021-06-13,61,9,23.0,29.0,0.0,1674,353,283372,21.5,3.2
62,2021-06-13,400,63,196.0,140.0,1.0,8136,1934,1468018,27.2,4.3
63,2021-06-13,109,7,48.0,44.0,10.0,2718,743,653742,16.7,1.1
64,2021-06-13,66,5,33.0,28.0,0.0,2010,479,677309,9.7,0.7
65,2021-06-13,12,3,7.0,2.0,0.0,974,205,228530,5.3,1.3
66,2021-06-13,69,7,25.0,35.0,2.0,1372,326,474452,14.5,1.5
67,2021-06-13,233,30,133.0,69.0,1.0,7169,1712,1125559,20.7,2.7
68,2021-06-13,97,17,48.0,32.0,0.0,6158,1513,764030,12.7,2.2
69,2021-06-13,320,73,97.0,145.0,5.0,15197,3156,1843319,17.4,4.0
70,2021-06-13,27,4,6.0,6.0,11.0,1282,265,236659,11.4,1.7
71,2021-06-13,85,9,37.0,33.0,6.0,4669,1103,553595,15.4,1.6
72,2021-06-13,82,10,35.0,36.0,1.0,2935,600,566506,14.5,1.8
73,2021-06-13,63,10,39.0,13.0,1.0,2858,696,431174,14.6,2.3
74,2021-06-13,86,11,38.0,37.0,0.0,4916,1022,807360,10.7,1.4
75,2021-06-13,588,173,266.0,145.0,4.0,20312,4494,2187526,26.9,7.9
76,2021-06-13,419,56,202.0,161.0,0.0,6387,1527,1254378,33.4,4.5
77,2021-06-13,206,68,53.0,83.0,2.0,9021,2024,1403997,14.7,4.8
78,2021-06-13,223,51,63.0,103.0,6.0,8375,1824,1438266,15.5,3.5
79,2021-06-13,19,4,14.0,1.0,0.0,1118,256,374351,5.1,1.1
80,2021-06-13,212,31,108.0,71.0,2.0,3105,930,572443,37.0,5.4
81,2021-06-13,33,5,10.0,18.0,0.0,1397,378,387890,8.5,1.3
82,2021-06-13,21,8,5.0,8.0,0.0,896,220,258349,8.1,3.1
83,2021-06-13,166,28,46.0,91.0,1.0,6057,1475,1058740,15.7,2.6
84,2021-06-13,119,13,41.0,62.0,3.0,4000,890,559479,21.3,2.3
85,2021-06-13,38,10,15.0,13.0,0.0,1622,287,675247,5.6,1.5
86,2021-06-13,18,0,8.0,10.0,0.0,1332,267,436876,4.1,0.0
87,2021-06-13,60,9,24.0,27.0,0.0,1201,325,374426,16.0,2.4
88,2021-06-13,78,6,20.0,52.0,0.0,2854,855,367673,21.2,1.6
89,2021-06-13,113,14,27.0,72.0,0.0,2226,574,338291,33.4,4.1
90,2021-06-13,16,3,8.0,5.0,0.0,2172,598,142622,11.2,2.1
91,2021-06-13,398,78,87.0,220.0,13.0,9469,1861,1296130,30.7,6.0
92,2021-06-13,546,96,160.0,270.0,20.0,14573,2708,1609306,33.9,6.0
93,2021-06-13,524,75,184.0,240.0,25.0,13359,2456,1623111,32.3,4.6
94,2021-06-13,270,43,130.0,89.0,8.0,13821,2967,1387926,19.5,3.1
95,2021-06-13,308,31,90.0,179.0,8.0,9231,2018,1228618,25.1,2.5
971,2021-06-13,110,22,49.0,39.0,0.0,1443,299,390253,28.2,5.6
972,2021-06-13,26,8,12.0,6.0,0.0,807,98,372594,7.0,2.1
973,2021-06-13,109,31,72.0,4.0,2.0,2806,130,268700,40.6,11.5
974,2021-06-13,166,35,93.0,38.0,0.0,1859,225,853659,19.4,4.1
976,2021-06-13,4,3,1.0,0.0,0.0,1269,130,256518,1.6,1.2
01,2021-06-14,110,10,53.0,47.0,0.0,2831,620,643350,17.1,1.6
02,2021-06-14,110,22,49.0,37.0,2.0,4244,1107,534490,20.6,4.1
03,2021-06-14,24,7,15.0,2.0,0.0,2118,584,337988,7.1,2.1
04,2021-06-14,86,3,24.0,59.0,0.0,1126,251,163915,52.5,1.8
05,2021-06-14,13,4,4.0,4.0,1.0,1252,253,141284,9.2,2.8
06,2021-06-14,179,17,62.0,97.0,3.0,6521,1528,1083310,16.5,1.6
07,2021-06-14,40,2,31.0,7.0,0.0,2030,498,325712,12.3,0.6
08,2021-06-14,16,4,4.0,6.0,2.0,1180,374,273579,5.8,1.5
09,2021-06-14,24,5,13.0,6.0,0.0,413,80,153153,15.7,3.3
10,2021-06-14,37,10,14.0,13.0,0.0,1944,435,310020,11.9,3.2
11,2021-06-14,50,5,25.0,19.0,1.0,1205,367,370260,13.5,1.4
12,2021-06-14,49,3,13.0,33.0,0.0,1014,231,279206,17.5,1.1
13,2021-06-14,587,117,125.0,336.0,9.0,21120,3602,2024162,29.0,5.8
14,2021-06-14,118,14,63.0,40.0,1.0,2596,596,694002,17.0,2.0
15,2021-06-14,15,2,11.0,2.0,0.0,576,134,145143,10.3,1.4
16,2021-06-14,21,3,4.0,14.0,0.0,646,159,352335,6.0,0.9
17,2021-06-14,41,5,16.0,20.0,0.0,1162,326,644303,6.4,0.8
18,2021-06-14,36,1,13.0,22.0,0.0,1550,511,304256,11.8,0.3
19,2021-06-14,4,1,3.0,0.0,0.0,917,218,241464,1.7,0.4
21,2021-06-14,138,17,73.0,48.0,0.0,3734,933,533819,25.9,3.2
22,2021-06-14,28,4,11.0,9.0,4.0,1241,246,598814,4.7,0.7
23,2021-06-14,26,8,12.0,6.0,0.0,581,97,118638,21.9,6.7
24,2021-06-14,101,5,33.0,63.0,0.0,842,219,413606,24.4,1.2
25,2021-06-14,46,16,16.0,14.0,0.0,2395,517,539067,8.5,3.0
26,2021-06-14,75,13,36.0,26.0,0.0,2902,771,511553,14.7,2.5
27,2021-06-14,130,11,24.0,95.0,0.0,1904,488,601843,21.6,1.8
28,2021-06-14,49,18,15.0,16.0,0.0,2839,512,433233,11.3,4.2
29,2021-06-14,68,8,32.0,26.0,2.0,1102,260,909028,7.5,0.9
2A,2021-06-14,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-14,5,0,1.0,3.0,1.0,450,88,177689,2.8,0.0
30,2021-06-14,105,15,33.0,56.0,1.0,2947,644,744178,14.1,2.0
31,2021-06-14,149,24,65.0,55.0,5.0,5219,806,1362672,10.9,1.8
32,2021-06-14,8,1,6.0,1.0,0.0,457,100,191091,4.2,0.5
33,2021-06-14,182,45,100.0,32.0,5.0,5367,1055,1583384,11.5,2.8
34,2021-06-14,122,24,56.0,41.0,1.0,4636,981,1144892,10.7,2.1
35,2021-06-14,199,21,99.0,78.0,1.0,3498,705,1060199,18.8,2.0
36,2021-06-14,30,5,7.0,18.0,0.0,1029,264,222232,13.5,2.2
37,2021-06-14,83,13,26.0,43.0,1.0,2165,494,606511,13.7,2.1
38,2021-06-14,245,23,84.0,132.0,6.0,7566,1760,1258722,19.5,1.8
39,2021-06-14,25,2,14.0,6.0,3.0,1971,483,260188,9.6,0.8
40,2021-06-14,31,4,21.0,6.0,0.0,878,243,407444,7.6,1.0
41,2021-06-14,56,4,14.0,37.0,1.0,1605,328,331915,16.9,1.2
42,2021-06-14,263,27,176.0,60.0,0.0,5714,1356,762941,34.5,3.5
43,2021-06-14,39,1,17.0,20.0,1.0,1278,253,227283,17.2,0.4
44,2021-06-14,94,18,39.0,36.0,1.0,3908,835,1394909,6.7,1.3
45,2021-06-14,151,38,39.0,69.0,5.0,3060,644,678105,22.3,5.6
46,2021-06-14,5,2,0.0,3.0,0.0,402,100,173828,2.9,1.2
47,2021-06-14,24,6,17.0,1.0,0.0,847,183,332842,7.2,1.8
48,2021-06-14,8,2,5.0,1.0,0.0,441,119,76601,10.4,2.6
49,2021-06-14,88,17,45.0,26.0,0.0,3331,708,813493,10.8,2.1
50,2021-06-14,101,8,36.0,57.0,0.0,1472,373,496883,20.3,1.6
51,2021-06-14,160,22,83.0,55.0,0.0,3528,903,568895,28.1,3.9
52,2021-06-14,28,3,11.0,14.0,0.0,1353,368,175640,15.9,1.7
53,2021-06-14,21,2,10.0,8.0,1.0,1269,276,307445,6.8,0.7
54,2021-06-14,167,31,89.0,45.0,2.0,4636,1210,733481,22.8,4.2
55,2021-06-14,15,3,7.0,5.0,0.0,1393,381,187187,8.0,1.6
56,2021-06-14,106,8,42.0,25.0,31.0,2034,428,750863,14.1,1.1
57,2021-06-14,130,23,59.0,41.0,7.0,7540,2405,1043522,12.5,2.2
58,2021-06-14,62,3,18.0,41.0,0.0,1054,332,207182,29.9,1.4
59,2021-06-14,658,151,297.0,204.0,6.0,16942,3831,2604361,25.3,5.8
60,2021-06-14,288,35,92.0,160.0,1.0,5013,1375,824503,34.9,4.2
61,2021-06-14,61,10,24.0,27.0,0.0,1678,353,283372,21.5,3.5
62,2021-06-14,399,61,200.0,137.0,1.0,8140,1934,1468018,27.2,4.2
63,2021-06-14,104,9,44.0,41.0,10.0,2725,743,653742,15.9,1.4
64,2021-06-14,65,5,32.0,28.0,0.0,2011,479,677309,9.6,0.7
65,2021-06-14,13,3,8.0,2.0,0.0,973,206,228530,5.7,1.3
66,2021-06-14,66,7,23.0,34.0,2.0,1374,328,474452,13.9,1.5
67,2021-06-14,232,32,130.0,69.0,1.0,7173,1713,1125559,20.6,2.8
68,2021-06-14,98,17,49.0,32.0,0.0,6159,1514,764030,12.8,2.2
69,2021-06-14,315,72,93.0,145.0,5.0,15210,3157,1843319,17.1,3.9
70,2021-06-14,29,4,8.0,6.0,11.0,1282,265,236659,12.3,1.7
71,2021-06-14,92,10,43.0,33.0,6.0,4671,1103,553595,16.6,1.8
72,2021-06-14,80,11,32.0,36.0,1.0,2940,600,566506,14.1,1.9
73,2021-06-14,64,9,41.0,13.0,1.0,2860,697,431174,14.8,2.1
74,2021-06-14,87,11,38.0,38.0,0.0,4918,1023,807360,10.8,1.4
75,2021-06-14,579,177,253.0,145.0,4.0,20337,4501,2187526,26.5,8.1
76,2021-06-14,414,54,197.0,163.0,0.0,6393,1527,1254378,33.0,4.3
77,2021-06-14,217,67,65.0,83.0,2.0,9021,2024,1403997,15.5,4.8
78,2021-06-14,224,50,65.0,103.0,6.0,8379,1825,1438266,15.6,3.5
79,2021-06-14,18,4,13.0,1.0,0.0,1118,256,374351,4.8,1.1
80,2021-06-14,212,31,108.0,71.0,2.0,3105,930,572443,37.0,5.4
81,2021-06-14,32,5,9.0,18.0,0.0,1398,378,387890,8.2,1.3
82,2021-06-14,21,8,5.0,8.0,0.0,896,220,258349,8.1,3.1
83,2021-06-14,165,27,48.0,89.0,1.0,6061,1475,1058740,15.6,2.6
84,2021-06-14,121,13,45.0,60.0,3.0,4006,890,559479,21.6,2.3
85,2021-06-14,38,9,16.0,13.0,0.0,1622,288,675247,5.6,1.3
86,2021-06-14,16,0,7.0,9.0,0.0,1335,267,436876,3.7,0.0
87,2021-06-14,58,9,24.0,25.0,0.0,1201,325,374426,15.5,2.4
88,2021-06-14,75,7,18.0,50.0,0.0,2859,855,367673,20.4,1.9
89,2021-06-14,109,11,26.0,72.0,0.0,2232,576,338291,32.2,3.3
90,2021-06-14,19,3,11.0,5.0,0.0,2172,598,142622,13.3,2.1
