dep,datetime,tx_incidence,tx_positivite,td
63,2021-11-20,301.13,6.65,4527.91
64,2021-11-20,489.33,4.51,10851.87
65,2021-11-20,590.08,3.32,17782.74
66,2021-11-20,280.14,5.03,5569.25
67,2021-11-20,417.82,3.87,10797.92
68,2021-11-20,352.96,4.02,8780.53
69,2021-11-20,444.64,3.89,11425.38
70,2021-11-20,419.61,5.08,8267.08
71,2021-11-20,441.13,8.24,5351.93
72,2021-11-20,190.84,2.93,6502.79
73,2021-11-20,315.04,7.04,4477.44
74,2021-11-20,366.9,6.54,5609.4
75,2021-11-20,552.53,4.05,13641.45
76,2021-11-20,241.67,1.34,18096.74
77,2021-11-20,175.21,3.16,5546.84
78,2021-11-20,303.91,3.48,8731.12
79,2021-11-20,154.79,5.49,2821.64
80,2021-11-20,225.17,2.03,11079.36
81,2021-11-20,188.29,2.2,8540.3
82,2021-11-20,300.09,3.79,7908.21
83,2021-11-20,383.61,8.47,4528.96
84,2021-11-20,214.85,5.45,3945.76
85,2021-11-20,394.29,5.26,7496.29
86,2021-11-20,307.05,4.01,7664.39
87,2021-11-20,275.83,2.87,9603.11
88,2021-11-20,296.66,2.48,11958.47
89,2021-11-20,184.56,8.7,2122.42
90,2021-11-20,498.46,4.26,11713.74
91,2021-11-20,192.87,4.48,4305.95
92,2021-11-20,428.7,6.77,6328.87
93,2021-11-20,204.37,2.87,7122.73
94,2021-11-20,340.23,5.44,6256.19
95,2021-11-20,323.07,8.32,3882.2
971,2021-11-20,30.75,4.27,720.53
972,2021-11-20,195.28,5.32,3673.4
973,2021-11-20,42.96,7.69,558.46
974,2021-11-20,379.86,4.8,7910.02
976,2021-11-20,7.41,1.11,667.31
01,2021-11-21,319.71,4.55,7024.71
02,2021-11-21,273.29,3.03,9030.24
03,2021-11-21,176.95,3.27,5414.65
04,2021-11-21,264.32,5.44,4856.83
05,2021-11-21,194.41,6.93,2806.8
06,2021-11-21,443.08,6.19,7158.74
07,2021-11-21,813.8,7.78,10454.64
08,2021-11-21,431.65,1.86,23212.21
09,2021-11-21,506.39,7.25,6988.23
10,2021-11-21,352.08,5.07,6943.15
11,2021-11-21,211.84,7.04,3009.15
12,2021-11-21,557.53,5.5,10140.08
13,2021-11-21,500.1,6.6,7573.26
14,2021-11-21,275.67,2.2,12520.61
15,2021-11-21,117.58,1.29,9112.29
16,2021-11-21,797.8,9.27,8603.31
17,2021-11-21,331.02,7.81,4237.62
18,2021-11-21,396.24,8.21,4829.12
19,2021-11-21,187.04,3.66,5115.07
21,2021-11-21,274.35,3.3,8308.49
22,2021-11-21,196.1,2.98,6582.37
23,2021-11-21,372.09,4.61,8074.42
24,2021-11-21,325.83,5.8,5620.61
25,2021-11-21,377.59,4.1,9203.81
26,2021-11-21,226.18,3.94,5746.07
27,2021-11-21,225.41,3.3,6833.44
28,2021-11-21,191.2,5.31,3597.35
29,2021-11-21,289.27,4.83,5984.1
2A,2021-11-21,615.13,7.09,8681.52
2B,2021-11-21,481.71,6.04,7973.76
30,2021-11-21,243.87,5.95,4095.73
31,2021-11-21,371.73,5.05,7362.15
32,2021-11-21,100.29,0.64,15635.34
33,2021-11-21,487.19,3.85,12653.35
34,2021-11-21,413.08,7.28,5675.46
35,2021-11-21,281.77,4.13,6822.57
36,2021-11-21,319.87,4.64,6890.88
37,2021-11-21,311.03,3.82,8139.63
38,2021-11-21,415.22,6.04,6876.71
39,2021-11-21,438.27,4.93,8886.79
40,2021-11-21,664.42,6.74,9855.6
41,2021-11-21,342.43,7.97,4295.94
42,2021-11-21,362.78,5.27,6884.48
43,2021-11-21,322.58,5.35,6026.75
44,2021-11-21,284.81,3.05,9336.11
45,2021-11-21,212.96,5.65,3771.16
46,2021-11-21,267.38,4.64,5760.82
47,2021-11-21,471.47,5.01,9407.68
48,2021-11-21,125.85,3.7,3397.94
49,2021-11-21,482.92,5.6,8625.13
50,2021-11-21,157.02,2.65,5926.6
51,2021-11-21,411.87,4.02,10247.12
52,2021-11-21,265.6,2.85,9307.22
53,2021-11-21,131.85,3.56,3702.01
54,2021-11-21,556.7,5.02,11084.86
55,2021-11-21,386.68,5.16,7497.88
56,2021-11-21,394.18,6.54,6024.07
57,2021-11-21,354.56,3.05,11618.22
58,2021-11-21,340.73,5.32,6401.65
59,2021-11-21,422.86,3.92,10784.54
60,2021-11-21,227.97,2.84,8033.79
61,2021-11-21,198.29,6.13,3236.54
62,2021-11-21,361.92,3.26,11093.94
63,2021-11-21,298.39,6.53,4568.97
64,2021-11-21,494.74,4.54,10908.65
65,2021-11-21,590.08,3.3,17907.91
66,2021-11-21,276.41,4.95,5580.46
67,2021-11-21,424.06,3.91,10854.04
68,2021-11-21,357.32,4.03,8876.4
69,2021-11-21,457.25,3.97,11506.07
70,2021-11-21,426.97,5.13,8325.97
71,2021-11-21,444.37,8.25,5387.61
72,2021-11-21,205.08,3.12,6565.46
73,2021-11-21,315.04,7.01,4497.13
74,2021-11-21,374.2,6.61,5658.69
75,2021-11-21,582.39,4.16,14000.92
76,2021-11-21,239.1,1.32,18096.74
77,2021-11-21,179.09,3.2,5594.28
78,2021-11-21,315.79,3.59,8794.47
79,2021-11-21,145.95,5.14,2839.33
80,2021-11-21,225.17,2.02,11165.96
81,2021-11-21,197.26,2.31,8553.75
82,2021-11-21,311.86,3.92,7949.4
83,2021-11-21,395.7,8.52,4643.01
84,2021-11-21,217.76,5.49,3966.09
85,2021-11-21,416.19,5.48,7596.08
86,2021-11-21,307.05,4.0,7684.33
87,2021-11-21,265.62,2.76,9628.65
88,2021-11-21,296.66,2.48,11968.7
89,2021-11-21,184.56,8.74,2112.17
90,2021-11-21,498.46,4.26,11701.88
91,2021-11-21,196.12,4.51,4346.04
92,2021-11-21,443.8,6.87,6463.72
93,2021-11-21,205.17,2.87,7145.08
94,2021-11-21,349.03,5.55,6291.43
95,2021-11-21,322.0,8.17,3938.89
971,2021-11-21,26.36,3.73,707.35
972,2021-11-21,195.28,5.26,3710.35
973,2021-11-21,42.96,7.74,555.15
974,2021-11-21,386.08,4.87,7933.37
976,2021-11-21,7.41,1.12,659.89
01,2021-11-22,415.18,5.05,8221.4
02,2021-11-22,316.45,3.21,9853.0
03,2021-11-22,194.64,2.55,7626.52
04,2021-11-22,352.42,5.5,6409.69
05,2021-11-22,376.67,10.4,3620.9
06,2021-11-22,517.79,6.75,7674.8
07,2021-11-22,1047.09,9.1,11501.74
08,2021-11-22,541.17,2.28,23721.17
09,2021-11-22,632.99,6.97,9077.1
10,2021-11-22,471.16,6.13,7688.72
11,2021-11-22,264.81,7.64,3466.54
12,2021-11-22,669.04,6.35,10530.35
13,2021-11-22,593.1,6.63,8942.21
14,2021-11-22,278.13,2.09,13288.54
15,2021-11-22,132.28,1.4,9420.93
16,2021-11-22,808.58,8.47,9546.66
17,2021-11-22,378.73,7.64,4956.31
18,2021-11-22,451.96,8.44,5355.37
19,2021-11-22,211.43,3.59,5895.75
21,2021-11-22,348.87,4.15,8396.56
22,2021-11-22,254.63,3.57,7123.83
23,2021-11-22,483.72,5.04,9600.0
24,2021-11-22,402.2,6.45,6231.54
25,2021-11-22,427.74,4.51,9492.91
26,2021-11-22,330.09,5.02,6571.31
27,2021-11-22,264.62,3.5,7566.03
28,2021-11-22,212.44,5.42,3919.56
29,2021-11-22,281.4,4.47,6293.05
2A,2021-11-22,684.77,7.38,9273.44
2B,2021-11-22,584.2,6.43,9080.66
30,2021-11-22,278.06,5.77,4815.95
31,2021-11-22,418.05,5.03,8313.44
32,2021-11-22,170.49,1.04,16387.52
33,2021-11-22,570.29,4.36,13073.02
34,2021-11-22,535.53,8.33,6430.82
35,2021-11-22,356.15,4.49,7938.21
36,2021-11-22,319.87,4.38,7311.28
37,2021-11-22,355.47,4.18,8511.76
38,2021-11-22,484.43,6.25,7754.51
39,2021-11-22,600.09,6.33,9473.4
40,2021-11-22,633.42,5.72,11073.71
41,2021-11-22,363.18,7.64,4752.52
42,2021-11-22,434.08,5.61,7740.05
43,2021-11-22,448.47,5.66,7922.9
44,2021-11-22,324.13,3.4,9529.53
45,2021-11-22,257.33,5.63,4571.97
46,2021-11-22,376.76,5.94,6344.19
47,2021-11-22,596.11,5.53,10778.74
48,2021-11-22,100.68,3.08,3272.09
49,2021-11-22,486.76,5.28,9215.79
50,2021-11-22,219.1,2.93,7467.59
51,2021-11-22,373.9,3.57,10463.28
52,2021-11-22,276.67,3.6,7691.46
53,2021-11-22,152.14,3.75,4051.93
54,2021-11-22,605.82,4.82,12556.14
55,2021-11-22,424.41,5.24,8101.48
56,2021-11-22,405.78,6.04,6712.73
57,2021-11-22,376.41,2.98,12636.53
58,2021-11-22,340.73,4.1,8301.5
59,2021-11-22,470.93,4.08,11549.73
60,2021-11-22,226.2,2.73,8274.13
61,2021-11-22,211.08,5.62,3754.64
62,2021-11-22,430.36,3.68,11704.74
63,2021-11-22,353.14,6.73,5245.15
64,2021-11-22,589.36,4.88,12065.75
65,2021-11-22,840.41,4.72,17818.51
66,2021-11-22,373.52,6.16,6062.3
67,2021-11-22,502.01,4.27,11764.52
68,2021-11-22,481.51,4.91,9815.46
69,2021-11-22,574.93,4.75,12092.76
70,2021-11-22,456.42,5.04,9054.77
71,2021-11-22,544.92,8.76,6221.21
72,2021-11-22,233.56,3.44,6790.48
73,2021-11-22,346.54,6.79,5103.57
74,2021-11-22,509.28,7.59,6706.46
75,2021-11-22,653.86,4.56,14350.78
76,2021-11-22,271.23,1.48,18293.42
77,2021-11-22,206.19,3.34,6178.0
78,2021-11-22,383.1,3.87,9893.29
79,2021-11-22,181.33,5.91,3069.3
80,2021-11-22,204.96,1.72,11942.5
81,2021-11-22,206.22,2.29,8988.61
82,2021-11-22,335.39,3.85,8714.33
83,2021-11-22,444.08,8.28,5363.56
84,2021-11-22,278.73,5.97,4665.81
85,2021-11-22,477.04,5.64,8455.23
86,2021-11-22,354.91,4.33,8198.75
87,2021-11-22,280.94,2.87,9802.32
88,2021-11-22,358.04,2.87,12495.52
89,2021-11-22,215.32,9.68,2224.96
90,2021-11-22,759.55,5.89,12888.68
91,2021-11-22,244.88,4.83,5066.58
92,2021-11-22,511.22,6.78,7541.51
93,2021-11-22,219.54,2.68,8203.67
94,2021-11-22,439.32,6.22,7064.37
95,2021-11-22,339.12,7.73,4389.27
971,2021-11-22,17.57,2.96,593.12
972,2021-11-22,195.28,5.43,3599.51
973,2021-11-22,33.04,5.81,568.37
974,2021-11-22,409.43,4.67,8770.92
976,2021-11-22,4.94,0.61,813.13
01,2021-11-23,530.63,5.64,9411.43
02,2021-11-23,365.35,3.58,10218.35
03,2021-11-23,200.54,2.63,7626.52
04,2021-11-23,440.53,6.05,7279.74
05,2021-11-23,486.03,9.8,4957.47
06,2021-11-23,561.23,6.98,8037.95
07,2021-11-23,1242.4,9.42,13183.59
08,2021-11-23,637.8,2.61,24397.63
09,2021-11-23,595.01,5.88,10127.86
10,2021-11-23,465.98,5.36,8693.18
11,2021-11-23,288.88,7.69,3755.42
12,2021-11-23,703.88,5.94,11840.55
13,2021-11-23,646.13,6.41,10086.8
14,2021-11-23,280.59,2.1,13389.45
15,2021-11-23,220.46,2.01,10964.14
16,2021-11-23,797.8,8.11,9843.14
17,2021-11-23,357.86,6.66,5370.83
18,2021-11-23,520.06,8.73,5955.92
19,2021-11-23,284.62,5.19,5481.01
21,2021-11-23,433.55,4.86,8918.17
22,2021-11-23,377.56,4.7,8034.07
23,2021-11-23,558.14,5.46,10213.95
24,2021-11-23,453.11,6.59,6873.03
25,2021-11-23,483.79,4.81,10056.34
26,2021-11-23,397.33,5.51,7207.04
27,2021-11-23,318.52,3.8,8389.28
28,2021-11-23,201.82,4.99,4043.48
29,2021-11-23,267.62,3.93,6816.48
2A,2021-11-23,684.77,6.81,10062.67
2B,2021-11-23,655.94,6.48,10126.06
30,2021-11-23,316.81,6.26,5062.11
31,2021-11-23,475.05,5.23,9090.15
32,2021-11-23,230.67,1.56,14833.02
33,2021-11-23,626.38,4.54,13798.08
34,2021-11-23,616.67,8.26,7467.95
35,2021-11-23,404.78,4.6,8792.1
36,2021-11-23,356.42,4.45,8014.99
37,2021-11-23,413.79,5.06,8170.18
38,2021-11-23,599.77,6.86,8742.79
39,2021-11-23,627.06,5.5,11401.79
40,2021-11-23,606.84,5.42,11193.3
41,2021-11-23,337.24,6.63,5089.76
42,2021-11-23,490.7,5.83,8423.68
43,2021-11-23,385.52,4.42,8717.55
44,2021-11-23,361.33,3.53,10225.62
45,2021-11-23,290.6,5.97,4864.79
46,2021-11-23,461.84,7.24,6380.65
47,2021-11-23,682.82,5.95,11472.39
48,2021-11-23,125.85,3.73,3372.77
49,2021-11-23,502.15,5.25,9571.73
50,2021-11-23,295.78,3.94,7504.11
51,2021-11-23,420.63,3.7,11383.42
52,2021-11-23,309.87,4.53,6839.31
53,2021-11-23,177.49,3.46,5137.18
54,2021-11-23,624.53,4.51,13840.29
55,2021-11-23,396.11,4.75,8346.69
56,2021-11-23,410.42,5.61,7317.92
57,2021-11-23,463.79,3.38,13727.1
58,2021-11-23,330.41,3.74,8828.08
59,2021-11-23,519.59,4.11,12650.9
60,2021-11-23,242.11,2.76,8765.42
61,2021-11-23,255.85,5.5,4650.12
62,2021-11-23,472.88,3.76,12588.28
63,2021-11-23,413.37,6.22,6646.77
64,2021-11-23,729.95,4.82,15150.45
65,2021-11-23,920.88,5.09,18086.72
66,2021-11-23,455.7,7.08,6435.83
67,2021-11-23,564.37,4.87,11596.15
68,2021-11-23,586.09,5.62,10429.88
69,2021-11-23,690.08,5.48,12586.15
70,2021-11-23,530.04,5.18,10225.27
71,2021-11-23,616.28,8.59,7171.59
72,2021-11-23,290.53,4.18,6949.98
73,2021-11-23,417.42,6.06,6891.39
74,2021-11-23,620.63,7.7,8062.72
75,2021-11-23,732.79,4.85,15116.64
76,2021-11-23,280.23,1.48,18974.71
77,2021-11-23,229.42,3.61,6355.15
78,2021-11-23,476.15,4.08,11659.31
79,2021-11-23,207.86,6.46,3215.25
80,2021-11-23,239.6,2.03,11815.48
81,2021-11-23,233.12,2.51,9280.01
82,2021-11-23,382.47,4.74,8072.96
83,2021-11-23,525.3,8.06,6519.56
84,2021-11-23,368.74,6.96,5295.86
85,2021-11-23,535.45,5.97,8971.21
86,2021-11-23,418.71,4.73,8844.76
87,2021-11-23,280.94,2.93,9582.67
88,2021-11-23,424.53,3.18,13349.7
89,2021-11-23,246.08,9.84,2501.79
90,2021-11-23,783.29,6.1,12841.21
91,2021-11-23,280.63,4.23,6636.62
92,2021-11-23,557.51,6.67,8363.69
93,2021-11-23,265.05,3.18,8346.57
94,2021-11-23,519.7,6.49,8007.97
95,2021-11-23,363.72,7.4,4917.73
971,2021-11-23,13.18,2.65,496.46
972,2021-11-23,168.89,5.22,3235.34
973,2021-11-23,36.35,6.47,561.76
974,2021-11-23,406.32,4.3,9457.46
976,2021-11-23,4.94,0.62,795.83
01,2021-11-24,648.3,6.3,10288.4
02,2021-11-24,385.49,3.65,10554.93
03,2021-11-24,218.24,3.15,6936.42
04,2021-11-24,572.69,6.85,8359.03
05,2021-11-24,643.99,11.0,5856.62
06,2021-11-24,648.11,7.4,8757.3
07,2021-11-24,1274.96,8.93,14279.51
08,2021-11-24,728.0,2.93,24816.39
09,2021-11-24,746.93,6.81,10976.07
10,2021-11-24,440.1,4.73,9304.13
11,2021-11-24,279.25,6.9,4044.29
12,2021-11-24,682.97,5.43,12579.27
13,2021-11-24,710.58,6.51,10908.33
14,2021-11-24,263.36,1.94,13596.2
15,2021-11-24,293.94,2.42,12169.31
16,2021-11-24,760.07,7.16,10613.98
17,2021-11-24,381.71,6.71,5692.9
18,2021-11-24,557.21,7.65,7287.02
19,2021-11-24,341.55,5.83,5855.09
21,2021-11-24,453.87,4.85,9361.88
22,2021-11-24,436.09,4.98,8762.84
23,2021-11-24,520.93,4.71,11051.16
24,2021-11-24,473.48,6.19,7646.88
25,2021-11-24,581.14,5.25,11074.07
26,2021-11-24,504.31,6.52,7729.69
27,2021-11-24,335.67,3.83,8766.6
28,2021-11-24,233.69,5.6,4174.49
29,2021-11-24,281.4,4.2,6692.51
2A,2021-11-24,673.17,6.73,10004.64
2B,2021-11-24,748.18,6.99,10700.01
30,2021-11-24,328.21,6.2,5294.59
31,2021-11-24,473.87,4.89,9694.66
32,2021-11-24,230.67,1.57,14692.61
33,2021-11-24,691.83,4.66,14838.94
34,2021-11-24,687.49,8.1,8485.9
35,2021-11-24,450.55,4.73,9527.28
36,2021-11-24,347.29,4.2,8261.74
37,2021-11-24,447.11,5.15,8686.72
38,2021-11-24,679.9,6.95,9780.85
39,2021-11-24,883.29,7.05,12527.81
40,2021-11-24,642.27,5.48,11711.55
41,2021-11-24,321.68,5.7,5639.72
42,2021-11-24,578.77,6.11,9472.18
43,2021-11-24,409.13,4.45,9197.48
44,2021-11-24,409.15,3.79,10802.68
45,2021-11-24,315.0,5.69,5534.73
46,2021-11-24,644.14,8.09,7960.62
47,2021-11-24,818.3,6.37,12843.44
48,2021-11-24,125.85,4.2,2995.22
49,2021-11-24,542.56,5.32,10198.94
50,2021-11-24,346.91,4.58,7580.79
51,2021-11-24,458.61,3.86,11894.61
52,2021-11-24,343.07,4.65,7370.52
53,2021-11-24,172.42,3.14,5492.16
54,2021-11-24,615.18,4.19,14673.0
55,2021-11-24,386.68,4.32,8950.3
56,2021-11-24,484.62,5.96,8124.84
57,2021-11-24,488.99,3.35,14575.7
58,2021-11-24,392.36,4.12,9530.2
59,2021-11-24,585.63,4.31,13589.29
60,2021-11-24,275.69,3.0,9189.55
61,2021-11-24,255.85,5.15,4969.94
62,2021-11-24,495.69,3.93,12604.87
63,2021-11-24,462.65,5.86,7897.83
64,2021-11-24,808.35,5.04,16023.68
65,2021-11-24,1019.22,5.35,19034.42
66,2021-11-24,511.73,7.33,6981.17
67,2021-11-24,632.97,5.09,12438.03
68,2021-11-24,631.85,5.65,11188.1
69,2021-11-24,822.04,5.9,13924.28
70,2021-11-24,566.84,5.21,10880.45
71,2021-11-24,716.83,8.44,8494.97
72,2021-11-24,316.17,4.14,7627.89
73,2021-11-24,504.06,6.69,7537.21
74,2021-11-24,744.76,8.06,9240.09
75,2021-11-24,778.66,4.98,15623.3
76,2021-11-24,289.23,1.49,19411.77
77,2021-11-24,262.34,4.12,6365.8
78,2021-11-24,547.43,4.35,12588.85
79,2021-11-24,212.29,5.97,3555.79
80,2021-11-24,239.6,1.96,12236.94
81,2021-11-24,246.57,2.52,9795.57
82,2021-11-24,417.77,4.45,9379.23
83,2021-11-24,603.06,7.8,7729.13
84,2021-11-24,447.13,7.1,6300.45
85,2021-11-24,564.66,5.92,9538.3
86,2021-11-24,470.55,4.83,9749.97
87,2021-11-24,311.59,3.2,9725.7
88,2021-11-24,491.02,3.48,14127.15
89,2021-11-24,230.7,8.75,2635.09
90,2021-11-24,771.42,5.88,13114.17
91,2021-11-24,300.14,4.13,7270.48
92,2021-11-24,615.88,6.59,9341.85
93,2021-11-24,300.17,3.4,8835.15
94,2021-11-24,568.14,6.24,9102.42
95,2021-11-24,416.14,7.44,5597.04
971,2021-11-24,13.18,3.19,412.99
972,2021-11-24,174.17,5.3,3288.12
973,2021-11-24,33.04,5.92,558.46
974,2021-11-24,414.1,4.26,9712.77
976,2021-11-24,9.89,1.21,818.07
01,2021-11-25,728.23,6.49,11220.89
02,2021-11-25,451.66,3.87,11674.0
03,2021-11-25,289.02,3.72,7773.98
04,2021-11-25,616.74,6.85,8997.8
05,2021-11-25,935.6,12.15,7703.52
06,2021-11-25,714.14,7.17,9956.21
07,2021-11-25,1356.34,8.49,15966.8
08,2021-11-25,747.33,2.91,25660.35
09,2021-11-25,822.89,7.19,11444.49
10,2021-11-25,414.21,4.16,9956.51
11,2021-11-25,317.77,6.6,4814.64
12,2021-11-25,710.85,5.06,14035.82
13,2021-11-25,768.5,6.31,12177.75
14,2021-11-25,270.74,1.86,14561.03
15,2021-11-25,352.73,2.96,11904.76
16,2021-11-25,776.24,6.59,11778.34
17,2021-11-25,453.28,6.48,6993.11
18,2021-11-25,600.54,6.12,9819.22
19,2021-11-25,422.87,5.36,7896.23
21,2021-11-25,562.25,5.63,9988.48
22,2021-11-25,444.87,4.74,9383.32
23,2021-11-25,669.77,5.99,11181.4
24,2021-11-25,524.39,5.82,9016.39
25,2021-11-25,616.54,5.06,12177.35
26,2021-11-25,651.02,6.98,9325.14
27,2021-11-25,343.02,3.55,9665.8
28,2021-11-25,290.34,4.97,5838.61
29,2021-11-25,348.3,4.61,7562.28
2A,2021-11-25,638.35,5.98,10677.81
2B,2021-11-25,860.92,7.95,10823.0
30,2021-11-25,376.07,6.16,6103.7
31,2021-11-25,527.31,4.84,10895.36
32,2021-11-25,340.99,2.44,13980.54
33,2021-11-25,762.46,4.59,16596.55
34,2021-11-25,799.61,7.94,10064.47
35,2021-11-25,516.34,4.92,10489.88
36,2021-11-25,283.31,3.0,9449.83
37,2021-11-25,488.77,5.01,9747.56
38,2021-11-25,780.67,6.71,11626.3
39,2021-11-25,1072.08,7.18,14921.45
40,2021-11-25,730.86,6.02,12145.64
41,2021-11-25,300.92,4.78,6293.45
42,2021-11-25,662.65,6.09,10887.66
43,2021-11-25,487.8,4.71,10346.18
44,2021-11-25,460.16,3.83,12028.01
45,2021-11-25,343.84,5.72,6011.67
46,2021-11-25,704.91,7.65,9212.45
47,2021-11-25,899.58,6.31,14263.26
48,2021-11-25,100.68,5.97,1686.38
49,2021-11-25,565.65,5.06,11185.93
50,2021-11-25,452.8,5.35,8460.84
51,2021-11-25,470.29,3.93,11967.63
52,2021-11-25,343.07,4.07,8421.87
53,2021-11-25,283.99,4.45,6384.71
54,2021-11-25,624.53,3.62,17271.71
55,2021-11-25,367.82,3.7,9931.15
56,2021-11-25,512.44,5.55,9237.83
57,2021-11-25,499.08,3.23,15451.18
58,2021-11-25,485.29,4.45,10913.78
59,2021-11-25,664.98,4.43,15015.41
60,2021-11-25,344.61,3.41,10112.04
61,2021-11-25,307.02,5.27,5827.04
62,2021-11-25,516.43,3.98,12961.6
63,2021-11-25,506.45,5.08,9978.37
64,2021-11-25,935.41,4.86,19257.08
65,2021-11-25,1224.85,5.77,21233.8
66,2021-11-25,634.99,7.18,8848.8
67,2021-11-25,732.75,4.98,14712.67
68,2021-11-25,705.93,5.41,13057.5
69,2021-11-25,975.02,5.86,16629.96
70,2021-11-25,611.01,5.15,11866.9
71,2021-11-25,755.76,7.85,9626.99
72,2021-11-25,347.5,4.11,8453.91
73,2021-11-25,634.01,6.53,9710.96
74,2021-11-25,854.28,8.14,10490.48
75,2021-11-25,807.46,4.78,16902.22
76,2021-11-25,312.37,1.5,20824.5
77,2021-11-25,292.35,4.24,6900.16
78,2021-11-25,608.8,4.35,13988.6
79,2021-11-25,221.13,5.35,4135.16
80,2021-11-25,268.47,2.31,11619.18
81,2021-11-25,300.37,3.28,9154.49
82,2021-11-25,470.73,4.32,10897.32
83,2021-11-25,654.89,7.27,9011.27
84,2021-11-25,502.29,6.9,7281.81
85,2021-11-25,603.6,5.85,10319.57
86,2021-11-25,574.23,5.05,11361.01
87,2021-11-25,332.02,3.18,10451.04
88,2021-11-25,562.63,3.72,15129.66
89,2021-11-25,215.32,6.31,3414.33
90,2021-11-25,747.69,5.27,14182.29
91,2021-11-25,331.56,4.25,7801.41
92,2021-11-25,658.15,6.02,10936.9
93,2021-11-25,329.71,3.64,9047.51
94,2021-11-25,646.32,5.83,11090.93
95,2021-11-25,453.58,6.99,6489.23
971,2021-11-25,13.18,3.19,412.99
972,2021-11-25,158.34,5.63,2813.11
973,2021-11-25,42.96,7.18,598.11
974,2021-11-25,429.67,4.02,10698.22
976,2021-11-25,12.36,1.42,869.97
01,2021-11-26,821.47,7.06,11633.84
02,2021-11-26,460.29,3.76,12252.24
03,2021-11-26,294.92,3.67,8033.5
04,2021-11-26,781.94,7.07,11057.27
05,2021-11-26,1105.71,10.91,10133.66
06,2021-11-26,769.74,7.16,10745.07
07,2021-11-26,1486.55,8.27,17979.6
08,2021-11-26,889.06,3.46,25711.89
09,2021-11-26,708.95,5.79,12242.06
10,2021-11-26,424.56,4.21,10091.13
11,2021-11-26,351.47,6.47,5430.91
12,2021-11-26,724.79,5.03,14398.22
13,2021-11-26,829.69,6.21,13368.03
14,2021-11-26,283.05,2.02,14007.24
15,2021-11-26,426.22,3.09,13800.71
16,2021-11-26,743.9,6.12,12161.07
17,2021-11-26,518.89,6.38,8132.29
18,2021-11-26,569.59,5.03,11329.87
19,2021-11-26,455.4,5.19,8782.63
21,2021-11-26,640.16,5.95,10757.35
22,2021-11-26,485.85,4.83,10068.19
23,2021-11-26,725.58,5.82,12465.12
24,2021-11-26,570.21,5.82,9790.25
25,2021-11-26,740.43,6.34,11681.76
26,2021-11-26,816.06,7.25,11262.91
27,2021-11-26,367.52,3.58,10273.44
28,2021-11-26,346.99,5.01,6932.69
29,2021-11-26,352.24,4.47,7883.03
2A,2021-11-26,545.5,5.18,10538.53
2B,2021-11-26,963.41,8.39,11478.94
30,2021-11-26,462.68,6.65,6960.68
31,2021-11-26,615.19,5.1,12067.55
32,2021-11-26,441.28,2.87,15374.59
33,2021-11-26,839.33,4.64,18100.7
34,2021-11-26,883.7,7.6,11623.86
35,2021-11-26,579.27,4.98,11642.71
36,2021-11-26,246.76,2.72,9084.26
37,2021-11-26,572.08,5.6,10219.67
38,2021-11-26,865.66,6.48,13355.19
39,2021-11-26,1240.64,7.58,16377.86
40,2021-11-26,863.75,6.7,12889.79
41,2021-11-26,274.98,3.99,6895.3
42,2021-11-26,746.53,6.2,12038.92
43,2021-11-26,605.82,4.9,12368.21
44,2021-11-26,550.5,4.1,13435.07
45,2021-11-26,359.37,5.39,6670.51
46,2021-11-26,838.6,8.9,9419.06
47,2021-11-26,986.29,6.17,15986.56
48,2021-11-26,125.85,7.35,1711.55
49,2021-11-26,604.12,5.13,11770.82
50,2021-11-26,525.84,5.15,10213.62
51,2021-11-26,517.03,3.98,12984.17
52,2021-11-26,320.94,3.64,8820.27
53,2021-11-26,334.7,4.7,7114.97
54,2021-11-26,640.91,3.43,18670.47
55,2021-11-26,377.25,3.8,9940.58
56,2021-11-26,626.06,6.01,10420.39
57,2021-11-26,539.41,3.21,16802.22
58,2021-11-26,495.61,4.24,11698.5
59,2021-11-26,741.44,4.37,16974.44
60,2021-11-26,478.92,4.48,10684.62
61,2021-11-26,422.16,6.04,6984.78
62,2021-11-26,570.36,3.79,15065.69
63,2021-11-26,531.08,4.21,12600.95
64,2021-11-26,1157.1,5.11,22655.38
65,2021-11-26,1323.2,5.52,23969.6
66,2021-11-26,765.73,7.41,10335.43
67,2021-11-26,848.12,5.12,16558.57
68,2021-11-26,777.83,5.34,14556.51
69,2021-11-26,1093.53,6.11,17900.01
70,2021-11-26,736.16,5.85,12580.98
71,2021-11-26,778.46,7.35,10593.58
72,2021-11-26,424.4,4.63,9168.85
73,2021-11-26,767.9,6.11,12558.08
74,2021-11-26,951.02,7.95,11959.91
75,2021-11-26,860.79,4.81,17908.08
76,2021-11-26,334.22,1.5,22257.79
77,2021-11-26,314.61,4.61,6827.55
78,2021-11-26,642.46,4.32,14877.55
79,2021-11-26,243.24,5.41,4493.39
80,2021-11-26,291.56,2.41,12098.38
81,2021-11-26,313.82,3.55,8836.19
82,2021-11-26,517.8,4.79,10814.95
83,2021-11-26,724.01,7.31,9909.8
84,2021-11-26,566.17,6.85,8268.97
85,2021-11-26,615.77,5.37,11475.65
86,2021-11-26,614.11,4.68,13115.6
87,2021-11-26,347.35,3.36,10338.66
88,2021-11-26,567.75,3.64,15605.34
89,2021-11-26,271.71,5.0,5429.1
90,2021-11-26,878.23,5.69,15428.44
91,2021-11-26,355.4,4.15,8564.22
