ville,inscrits,score,revenu_median,circle,color
Lapanouse-de-Cernon,123.0,26.2,17810.0,5.5,grey
Lassouts,317.0,31.4,17050.0,8.9,grey
Laval-Roquecezière,270.0,29.1,18610.0,8.2,grey
Lédergues,720.0,20.8,21120.0,13.4,grey
Lescure-Jaoul,223.0,19.5,16430.0,7.5,grey
Lestrade-et-Thouels,378.0,22.4,18630.0,9.7,grey
Livinhac-le-Haut,876.0,26.3,20470.0,14.8,grey
La Loubière,1310.0,33.5,25400.0,18.1,grey
Luc,4576.0,31.0,22900.0,33.8,grey
Lugan,287.0,20.3,19540.0,8.5,grey
Lunac,322.0,23.0,17150.0,9.0,grey
Maleville,819.0,25.7,20500.0,14.3,grey
Manhac,661.0,26.0,22130.0,12.9,grey
Marcillac-Vallon,1359.0,30.5,22410.0,18.4,grey
Marnhagues-et-Latour,137.0,17.8,17520.0,5.9,grey
Martiel,820.0,28.0,20880.0,14.3,grey
Martrin,228.0,23.0,15500.0,7.5,grey
Mayran,513.0,39.2,22300.0,11.3,grey
Meljac,138.0,27.9,18150.0,5.9,grey
Millau,16709.0,25.6,19660.0,64.6,grey
Le Monastère,1800.0,32.8,23010.0,21.2,grey
Montagnol,150.0,19.0,14570.0,6.1,grey
Montbazens,1063.0,30.3,20950.0,16.3,grey
Montclar,134.0,22.1,15530.0,5.8,grey
Monteils,438.0,25.4,21170.0,10.5,grey
Montézic,215.0,20.8,21680.0,7.3,grey
Montfranc,117.0,26.4,17280.0,5.4,grey
Montjaux,390.0,27.8,17980.0,9.9,grey
Montlaur,558.0,28.3,20260.0,11.8,grey
Fondamente,288.0,24.4,18740.0,8.5,grey
Montpeyroux,465.0,23.0,18990.0,10.8,grey
Montrozier,1344.0,27.4,23730.0,18.3,grey
Montsalès,266.0,22.3,21030.0,8.2,grey
Morlhon-le-Haut,490.0,24.6,20690.0,11.1,grey
Mostuéjouls,343.0,20.0,21190.0,9.3,grey
Mouret,433.0,31.0,20790.0,10.4,grey
Moyrazès,975.0,29.8,22260.0,15.6,grey
Murasson,174.0,17.7,19170.0,6.6,grey
Mur-de-Barrez,499.0,36.4,20480.0,11.2,grey
Muret-le-Château,305.0,23.9,21720.0,8.7,grey
Najac,659.0,24.0,17300.0,12.8,grey
Nant,856.0,26.2,19030.0,14.6,grey
Naucelle,1658.0,28.5,21270.0,20.4,grey
Naussac,317.0,28.4,23280.0,8.9,grey
Nauviale,467.0,27.7,20210.0,10.8,grey
Le Nayrac,491.0,34.8,19740.0,11.1,grey
Olemps,2594.0,35.4,23510.0,25.5,grey
Ols-et-Rinhodes,143.0,25.4,19210.0,6.0,grey
Onet-le-Château,7831.0,30.6,21160.0,44.2,grey
Palmas d'Aveyron,840.0,28.4,21290.0,14.5,grey
Paulhe,307.0,21.6,21770.0,8.8,grey
Peyrusse-le-Roc,185.0,28.5,18010.0,6.8,grey
Pierrefiche,228.0,24.0,21210.0,7.5,grey
Plaisance,222.0,28.1,17460.0,7.4,grey
Pomayrols,139.0,43.5,18230.0,5.9,grey
Pont-de-Salars,1267.0,27.4,21020.0,17.8,grey
Pousthomy,199.0,19.5,16450.0,7.1,grey
Prades-d'Aubrac,283.0,34.1,17070.0,8.4,grey
Prades-Salars,287.0,34.5,20200.0,8.5,grey
Pradinas,320.0,18.9,17040.0,8.9,grey
Prévinquières,279.0,14.8,17670.0,8.4,grey
Privezac,307.0,24.4,20320.0,8.8,grey
Mounes-Prohencoux,195.0,34.6,17950.0,7.0,grey
Pruines,260.0,22.8,18090.0,8.1,grey
Quins,721.0,29.3,20920.0,13.4,grey
Rebourguil,230.0,26.7,19750.0,7.6,grey
Réquista,1647.0,22.0,19650.0,20.3,grey
Rieupeyroux,1638.0,27.8,19310.0,20.2,grey
Rignac,1443.0,30.7,21230.0,19.0,grey
Rivière-sur-Tarn,812.0,23.9,20770.0,14.2,grey
Rodelle,907.0,32.4,24430.0,15.1,grey
Rodez,14973.0,33.3,20850.0,61.2,grey
Roquefort-sur-Soulzon,463.0,29.4,22370.0,10.8,grey
La Roque-Sainte-Marguerite,183.0,15.4,19610.0,6.8,grey
La Rouquette,652.0,21.4,20910.0,12.8,grey
Roussennac,512.0,30.0,21890.0,11.3,grey
Rullac-Saint-Cirq,309.0,27.5,19090.0,8.8,grey
Saint-Affrique,5563.0,25.2,20340.0,37.3,grey
Saint-Amans-des-Cots,572.0,27.9,19440.0,12.0,grey
Saint-André-de-Najac,359.0,26.6,18770.0,9.5,grey
Saint-André-de-Vézines,160.0,32.6,21730.0,6.3,grey
Saint-Beaulize,110.0,14.1,19360.0,5.2,grey
Saint-Beauzély,489.0,22.9,20300.0,11.1,grey
Saint-Chély-d'Aubrac,421.0,26.1,19720.0,10.3,grey
Saint-Christophe-Vallon,931.0,28.4,21430.0,15.3,grey
Saint-Côme-d'Olt,1143.0,34.9,20780.0,16.9,grey
Sainte-Croix,623.0,24.6,20710.0,12.5,grey
Sainte-Eulalie-d'Olt,347.0,18.5,18020.0,9.3,grey
Sainte-Eulalie-de-Cernon,290.0,18.9,21230.0,8.5,grey
Saint-Félix-de-Lunel,328.0,40.6,18770.0,9.1,grey
Saint-Félix-de-Sorgues,198.0,25.6,19740.0,7.0,grey
Argences en Aubrac,1346.0,30.8,19370.0,18.3,grey
Saint-Geniez-d'Olt et d'Aubrac,1765.0,32.9,19460.0,21.0,grey
Saint-Georges-de-Luzençon,1313.0,21.7,21990.0,18.1,grey
Saint-Hippolyte,397.0,23.7,17350.0,10.0,grey
Saint-Igest,156.0,31.4,18110.0,6.2,grey
Saint-Izaire,314.0,16.2,17050.0,8.9,grey
Saint-Jean-d'Alcapiès,196.0,25.3,22640.0,7.0,grey
Saint-Jean-Delnous,324.0,28.7,20420.0,9.0,grey
Saint-Jean-du-Bruel,592.0,21.2,18220.0,12.2,grey
Saint-Jean-et-Saint-Paul,265.0,20.8,19480.0,8.1,grey
Saint-Juéry,230.0,25.1,16960.0,7.6,grey
Sainte-Juliette-sur-Viaur,468.0,22.5,22780.0,10.8,grey
Saint-Just-sur-Viaur,199.0,25.0,17220.0,7.1,grey
Saint-Laurent-de-Lévézou,173.0,27.7,19680.0,6.6,grey
Saint-Laurent-d'Olt,518.0,26.3,19440.0,11.4,grey
Saint-Léons,330.0,23.0,21030.0,9.1,grey
Saint-Martin-de-Lenne,261.0,24.9,20010.0,8.1,grey
Saint-Parthem,346.0,26.7,19780.0,9.3,grey
Sainte-Radegonde,1532.0,33.0,25760.0,19.6,grey
Saint-Rémy,251.0,26.4,21030.0,7.9,grey
Saint-Rome-de-Cernon,719.0,20.5,21370.0,13.4,grey
Saint-Rome-de-Tarn,617.0,21.9,20860.0,12.4,grey
Saint-Santin,465.0,32.2,20670.0,10.8,grey
Saint-Saturnin-de-Lenne,301.0,31.9,20830.0,8.7,grey
Saint-Sernin-sur-Rance,382.0,28.1,19250.0,9.8,grey
Saint-Sever-du-Moustier,191.0,28.2,17290.0,6.9,grey
Saint-Symphorien-de-Thénières,221.0,23.6,18870.0,7.4,grey
Saint-Victor-et-Melvieu,306.0,17.8,20360.0,8.7,grey
Salles-Courbatiès,413.0,22.5,21240.0,10.2,grey
Salles-Curan,882.0,36.8,19950.0,14.8,grey
Salles-la-Source,1952.0,30.2,24470.0,22.1,grey
Salmiech,620.0,22.8,20490.0,12.4,grey
Salvagnac-Cajarc,338.0,20.7,20620.0,9.2,grey
Causse-et-Diège,604.0,26.0,21660.0,12.3,grey
La Salvetat-Peyralès,841.0,22.6,18440.0,14.5,grey
Sanvensa,568.0,27.4,19350.0,11.9,grey
Sauclières,173.0,19.4,20250.0,6.6,grey
Saujac,120.0,26.7,17820.0,5.5,grey
Sauveterre-de-Rouergue,636.0,24.2,19490.0,12.6,grey
Savignac,556.0,26.0,21610.0,11.8,grey
Sébazac-Concourès,2607.0,33.1,24130.0,25.5,grey
Sébrazac,367.0,26.6,18410.0,9.6,grey
Ségur,477.0,31.3,19810.0,10.9,grey
La Selve,569.0,29.5,19200.0,11.9,grey
Sénergues,370.0,37.8,17520.0,9.6,grey
La Serre,125.0,22.5,20970.0,5.6,grey
Sévérac d'Aveyron,3450.0,23.9,20600.0,29.4,grey
Sonnac,409.0,17.9,21880.0,10.1,grey
Soulages-Bonneval,233.0,33.0,20160.0,7.6,grey
Tauriac-de-Naucelle,359.0,22.1,17270.0,9.5,grey
Taussac,437.0,31.0,20360.0,10.5,grey
Tayrac,169.0,16.2,19580.0,6.5,grey
Thérondels,333.0,32.4,18300.0,9.1,grey
Toulonjac,647.0,22.5,22870.0,12.7,grey
Tournemire,345.0,23.7,20100.0,9.3,grey
Trémouilles,432.0,32.8,18900.0,10.4,grey
Le Truel,315.0,23.9,20640.0,8.9,grey
Vabres-l'Abbaye,946.0,26.6,21580.0,15.4,grey
Vailhourles,538.0,21.3,19390.0,11.6,grey
Valady,1295.0,28.6,23450.0,18.0,grey
Valzergues,194.0,38.1,22530.0,7.0,grey
Vaureilles,394.0,30.1,19860.0,9.9,grey
Verrières,330.0,20.5,20610.0,9.1,grey
Versols-et-Lapeyre,395.0,22.4,21230.0,9.9,grey
Veyreau,137.0,26.8,19610.0,5.9,grey
Vézins-de-Lévézou,514.0,30.4,18350.0,11.3,grey
Viala-du-Tarn,440.0,25.2,18560.0,10.5,grey
Le Vibal,468.0,25.7,20580.0,10.8,grey
Villecomtal,378.0,30.0,19790.0,9.7,grey
Villefranche-de-Panat,631.0,33.0,20310.0,12.6,grey
Villefranche-de-Rouergue,8449.0,27.1,19690.0,46.0,grey
Villeneuve,1615.0,31.3,21290.0,20.1,grey
Vimenet,235.0,27.9,20550.0,7.7,grey
Viviez,914.0,17.2,18460.0,15.1,grey
Curan,280.0,37.5,18620.0,8.4,grey
Aix-en-Provence,94443.0,30.9,24340.0,153.7,blue
Allauch,17176.0,23.5,26120.0,65.5,blue
Alleins,2262.0,24.1,24410.0,23.8,blue
Arles,37474.0,19.4,18770.0,96.8,blue
Aubagne,33499.0,20.3,20840.0,91.5,blue
Aureille,1344.0,19.3,23120.0,18.3,blue
Auriol,9807.0,21.0,24640.0,49.5,blue
Aurons,465.0,33.7,28130.0,10.8,blue
La Barben,740.0,23.9,27790.0,13.6,blue
Barbentane,3331.0,20.1,22890.0,28.9,blue
Les Baux-de-Provence,333.0,33.7,22700.0,9.1,blue
Beaurecueil,451.0,31.3,33880.0,10.6,blue
Belcodène,1495.0,28.4,28330.0,19.3,blue
Berre-l'Etang,9463.0,14.0,19330.0,48.6,blue
Bouc-Bel-Air,12002.0,31.0,29190.0,54.8,blue
La Bouilladisse,4690.0,23.2,25540.0,34.2,blue
Boulbon,1248.0,21.4,22130.0,17.7,blue
Cabannes,3417.0,19.1,20410.0,29.2,blue
Cabriès,8604.0,33.0,30940.0,46.4,blue
Cadolive,1840.0,23.5,25600.0,21.4,blue
Carry-le-Rouet,5607.0,31.3,30510.0,37.4,blue
Cassis,6573.0,33.7,27260.0,40.5,blue
Ceyreste,4018.0,24.0,26790.0,31.7,blue
Charleval,2147.0,22.8,22130.0,23.2,blue
Châteauneuf-le-Rouge,1756.0,33.3,29800.0,21.0,blue
Châteauneuf-les-Martigues,11824.0,17.2,22080.0,54.4,blue
Châteaurenard,11049.0,21.2,19980.0,52.6,blue
La Ciotat,31061.0,23.6,21950.0,88.1,blue
Cornillon-Confoux,1218.0,23.3,27290.0,17.4,blue
Cuges-les-Pins,4445.0,17.6,23610.0,33.3,blue
La Destrousse,2900.0,21.1,24870.0,26.9,blue
Eguilles,6924.0,33.7,30280.0,41.6,blue
Ensuès-la-Redonne,5071.0,22.0,27580.0,35.6,blue
Eygalières,1572.0,30.2,22430.0,19.8,blue
Eyguières,5953.0,21.7,24320.0,38.6,blue
Eyragues,3577.0,21.7,21900.0,29.9,blue
La Fare-les-Oliviers,5786.0,25.8,25180.0,38.0,blue
Fontvieille,3233.0,26.4,22440.0,28.4,blue
Fos-sur-Mer,12974.0,15.1,22310.0,57.0,blue
Fuveau,8079.0,26.4,26340.0,44.9,blue
Gardanne,16726.0,18.0,21750.0,64.7,blue
Gémenos,5936.0,27.7,28260.0,38.5,blue
Gignac-la-Nerthe,8028.0,17.6,23080.0,44.8,blue
Grans,4286.0,22.0,25380.0,32.7,blue
Graveson,3836.0,20.6,21810.0,31.0,blue
Gréasque,3421.0,24.6,24930.0,29.2,blue
Istres,30422.0,18.7,21720.0,87.2,blue
Jouques,4005.0,22.8,24040.0,31.6,blue
Lamanon,1664.0,21.3,25380.0,20.4,blue
Lambesc,7568.0,26.9,24470.0,43.5,blue
Lançon-Provence,7261.0,22.4,25300.0,42.6,blue
Maillane,2001.0,23.8,22070.0,22.4,blue
Mallemort,5475.0,23.1,22870.0,37.0,blue
Marignane,22922.0,17.2,20580.0,75.7,blue
Marseille,520379.0,22.6,19010.0,360.7,blue
Martigues,35623.0,18.1,21580.0,94.4,blue
Mas-Blanc-des-Alpilles,442.0,23.3,24670.0,10.5,blue
Maussane-les-Alpilles,1942.0,30.3,23600.0,22.0,blue
Meyrargues,2995.0,24.5,23220.0,27.4,blue
Meyreuil,5090.0,22.7,26100.0,35.7,blue
Saint-Pierre-de-Mézoargues,194.0,24.2,19960.0,7.0,blue
Mimet,3976.0,23.0,28010.0,31.5,blue
Miramas,16725.0,14.3,18710.0,64.7,blue
Mollégès,2171.0,23.4,22680.0,23.3,blue
Mouriès,2899.0,20.7,22820.0,26.9,blue
Noves,4434.0,20.2,21570.0,33.3,blue
Orgon,2138.0,17.5,19550.0,23.1,blue
Paradou,1659.0,27.9,25520.0,20.4,blue
Pélissanne,9151.0,26.9,25630.0,47.8,blue
La Penne-sur-Huveaune,5028.0,20.4,23070.0,35.5,blue
Les Pennes-Mirabeau,17787.0,19.2,24740.0,66.7,blue
Peynier,2864.0,28.8,27530.0,26.8,blue
Peypin,4610.0,19.9,25510.0,33.9,blue
Peyrolles-en-Provence,4043.0,24.0,22490.0,31.8,blue
Plan-de-Cuques,9916.0,22.5,24580.0,49.8,blue
Plan-d'Orgon,2626.0,18.6,21450.0,25.6,blue
Port-de-Bouc,12282.0,11.5,18790.0,55.4,blue
Port-Saint-Louis-du-Rhône,6317.0,10.2,19190.0,39.7,blue
Puyloubier,1223.0,28.8,26860.0,17.5,blue
Le Puy-Sainte-Réparade,4633.0,26.8,25030.0,34.0,blue
Rognac,10059.0,18.3,23340.0,50.1,blue
Rognes,4086.0,31.7,26770.0,32.0,blue
Rognonas,3293.0,23.9,22660.0,28.7,blue
La Roque-d'Anthéron,3755.0,23.5,21220.0,30.6,blue
Roquefort-la-Bédoule,4679.0,23.1,25280.0,34.2,blue
Roquevaire,7346.0,23.0,24730.0,42.9,blue
Rousset,3939.0,25.9,24900.0,31.4,blue
Le Rove,4131.0,14.6,24320.0,32.1,blue
Saint-Andiol,2656.0,19.1,20060.0,25.8,blue
Saint-Antonin-sur-Bayon,113.0,51.0,35300.0,5.3,blue
Saint-Cannat,5067.0,28.0,26360.0,35.6,blue
Saint-Chamas,6515.0,19.8,23110.0,40.4,blue
Saint-Estève-Janson,244.0,28.6,24920.0,7.8,blue
Saint-Etienne-du-Grès,1877.0,23.9,24270.0,21.7,blue
Saint-Marc-Jaumegarde,1055.0,39.5,38510.0,16.2,blue
Saintes-Maries-de-la-Mer,2617.0,21.4,19230.0,25.6,blue
Saint-Martin-de-Crau,10503.0,21.3,22060.0,51.2,blue
Saint-Mitre-les-Remparts,4808.0,20.7,25790.0,34.7,blue
Saint-Paul-lès-Durance,760.0,21.2,21620.0,13.8,blue
Saint-Rémy-de-Provence,9016.0,25.9,21060.0,47.5,blue
Saint-Savournin,2665.0,22.1,25970.0,25.8,blue
Saint-Victoret,4999.0,14.7,21460.0,35.4,blue
Salon-de-Provence,32330.0,23.3,20910.0,89.9,blue
Sausset-les-Pins,6826.0,25.8,27020.0,41.3,blue
Sénas,5386.0,17.8,21000.0,36.7,blue
Septèmes-les-Vallons,8226.0,16.0,21410.0,45.3,blue
Simiane-Collongue,4926.0,26.1,27790.0,35.1,blue
Tarascon,8769.0,15.9,17160.0,46.8,blue
Le Tholonet,1920.0,34.2,30190.0,21.9,blue
Trets,8490.0,23.0,23690.0,46.1,blue
Vauvenargues,789.0,29.7,26290.0,14.0,blue
Velaux,7302.0,27.1,27230.0,42.7,blue
Venelles,7293.0,32.1,27670.0,42.7,blue
Ventabren,4877.0,34.7,32000.0,34.9,blue
Vernègues,1589.0,20.7,24260.0,19.9,blue
Verquières,565.0,18.7,21320.0,11.9,blue
Vitrolles,24789.0,19.1,20800.0,78.7,blue
Coudoux,3022.0,31.9,28060.0,27.5,blue
Carnoux-en-Provence,5335.0,24.0,24690.0,36.5,blue
Ablon,937.0,33.4,23020.0,15.3,grey
Agy,231.0,38.7,24090.0,7.6,grey
Valambray,1293.0,29.5,22660.0,18.0,grey
Amayé-sur-Orne,787.0,32.3,24940.0,14.0,grey
Amayé-sur-Seulles,167.0,20.4,21270.0,6.5,grey
Amfreville,1105.0,27.9,24600.0,16.6,grey
Aurseulles,1415.0,23.6,21730.0,18.8,grey
Angerville,116.0,18.9,20150.0,5.4,grey
Colomby-Anguerny,1080.0,41.9,29190.0,16.4,grey
Anisy,632.0,41.2,30800.0,12.6,grey
Annebault,389.0,31.2,21470.0,9.9,grey
Arganchy,198.0,36.4,23160.0,7.0,grey
Argences,2934.0,30.9,20750.0,27.1,grey
Arromanches-les-Bains,479.0,30.0,22110.0,10.9,grey
Asnelles,581.0,25.8,21350.0,12.1,grey
Auberville,468.0,28.9,24770.0,10.8,grey
Aubigny,231.0,28.4,22050.0,7.6,grey
Audrieu,943.0,25.5,23230.0,15.4,grey
Les Monts-d'Aunay,3223.0,26.9,19910.0,28.4,grey
Authie,1294.0,39.0,26810.0,18.0,grey
Les Authieux-sur-Calonne,276.0,30.7,22170.0,8.3,grey
Auvillars,193.0,36.9,21260.0,6.9,grey
Avenay,414.0,32.1,23940.0,10.2,grey
Balleroy-sur-Drôme,957.0,24.5,20060.0,15.5,grey
Banneville-la-Campagne,159.0,33.8,24870.0,6.3,grey
Malherbe-sur-Ajon,473.0,27.2,23660.0,10.9,grey
Banville,626.0,30.9,23540.0,12.5,grey
Barbery,598.0,29.2,22440.0,12.2,grey
Barbeville,191.0,25.5,24050.0,6.9,grey
Barneville-la-Bertran,117.0,41.0,25930.0,5.4,grey
Baron-sur-Odon,809.0,37.8,25510.0,14.2,grey
Basly,846.0,32.3,25430.0,14.5,grey
Basseneville,213.0,29.4,22280.0,7.3,grey
Bavent,1450.0,29.0,23480.0,19.0,grey
Bayeux,9542.0,34.7,19860.0,48.8,grey
Bazenville,120.0,22.0,23700.0,5.5,grey
La Bazoque,132.0,26.4,18870.0,5.7,grey
Beaumais,126.0,41.4,19390.0,5.6,grey
Beaumesnil,162.0,22.3,19670.0,6.4,grey
Beaumont-en-Auge,349.0,40.2,22270.0,9.3,grey
Bellengreville,1103.0,28.9,21230.0,16.6,grey
Benerville-sur-Mer,449.0,44.8,25790.0,10.6,grey
Bénouville,1487.0,39.0,26310.0,19.3,grey
Souleuvre-en-Bocage,6503.0,29.5,20380.0,40.3,grey
Bény-sur-Mer,347.0,33.9,24130.0,9.3,grey
Bernesq,151.0,23.2,17820.0,6.1,grey
Bernières-d'Ailly,193.0,22.2,18880.0,6.9,grey
Bernières-sur-Mer,2021.0,31.0,22900.0,22.5,grey
Biéville-Beuville,2705.0,39.7,28060.0,26.0,grey
Beuvillers,982.0,26.7,21120.0,15.7,grey
Beuvron-en-Auge,179.0,35.2,22870.0,6.7,grey
Blainville-sur-Orne,4209.0,28.4,20900.0,32.4,grey
Blangy-le-Château,583.0,36.0,21470.0,12.1,grey
Blay,309.0,26.6,23070.0,8.8,grey
Blonville-sur-Mer,1484.0,37.7,21810.0,19.3,grey
Le Bô,96.0,26.5,21190.0,4.9,grey
La Boissière,136.0,27.4,22730.0,5.8,grey
Bonnebosq,499.0,30.7,19470.0,11.2,grey
Bonnemaison,286.0,32.7,22440.0,8.5,grey
Bonneville-la-Louvet,649.0,30.3,21810.0,12.7,grey
Bonneville-sur-Touques,261.0,37.3,29400.0,8.1,grey
Bonnoeil,99.0,36.1,20050.0,5.0,grey
Bons-Tassilly,301.0,22.1,21800.0,8.7,grey
Bougy,303.0,30.4,22430.0,8.7,grey
Boulon,555.0,32.2,23480.0,11.8,grey
Bourgeauville,148.0,32.0,23110.0,6.1,grey
Bourguébus,1519.0,29.8,22150.0,19.5,grey
Branville,182.0,20.6,21930.0,6.7,grey
Brémoy,166.0,18.1,19620.0,6.4,grey
Bretteville-le-Rabet,236.0,24.6,22930.0,7.7,grey
Thue-et-Mue,4628.0,35.1,23920.0,34.0,grey
Bretteville-sur-Laize,1348.0,26.3,22160.0,18.4,grey
Bretteville-sur-Odon,3351.0,38.3,25410.0,28.9,grey
Le Breuil-en-Auge,788.0,35.1,23050.0,14.0,grey
Le Breuil-en-Bessin,317.0,30.3,21410.0,8.9,grey
Le Brévedent,175.0,29.1,21260.0,6.6,grey
Bréville-les-Monts,577.0,26.2,24080.0,12.0,grey
Bricqueville,111.0,12.5,20980.0,5.3,grey
Brucourt,106.0,32.2,22560.0,5.1,grey
Bucéels,321.0,26.9,23400.0,9.0,grey
Le Bû-sur-Rouvres,88.0,33.3,22370.0,4.7,grey
Cabourg,3528.0,33.6,21380.0,29.7,grey
Caen,58443.0,32.3,20450.0,120.9,grey
Cagny,1307.0,24.8,20240.0,18.1,grey
Cahagnes,1060.0,27.1,21420.0,16.3,grey
Cahagnolles,203.0,30.1,20880.0,7.1,grey
La Caine,125.0,16.1,19780.0,5.6,grey
Cairon,1644.0,42.4,28580.0,20.3,grey
La Cambe,452.0,28.0,20820.0,10.6,grey
Cambes-en-Plaine,1540.0,38.8,26790.0,19.6,grey
Cambremer,1007.0,34.4,22660.0,15.9,grey
Campagnolles,370.0,29.5,20160.0,9.6,grey
Campigny,148.0,23.7,23720.0,6.1,grey
Canapville,188.0,34.5,24560.0,6.9,grey
Canchy,161.0,34.1,22320.0,6.3,grey
Canteloup,157.0,26.7,24120.0,6.3,grey
Carcagny,188.0,36.5,23590.0,6.9,grey
Carpiquet,2127.0,27.6,21370.0,23.1,grey
Cartigny-l'Epinay,228.0,24.8,19500.0,7.5,grey
Castillon,284.0,26.2,21750.0,8.4,grey
Castillon-en-Auge,112.0,28.6,20440.0,5.3,grey
Caumont-sur-Aure,1838.0,24.9,19100.0,21.4,grey
Cauvicourt,393.0,31.1,23530.0,9.9,grey
Cauville,136.0,19.0,20560.0,5.8,grey
Cernay,127.0,31.2,22620.0,5.6,grey
Cesny-aux-Vignes,294.0,30.6,22240.0,8.6,grey
Cesny-Bois-Halbout,938.0,27.5,20660.0,15.3,grey
Chouain,208.0,31.2,22810.0,7.2,grey
Cintheaux,151.0,31.1,23800.0,6.1,grey
Clarbec,279.0,39.5,23670.0,8.4,grey
Clécy,1051.0,23.0,20700.0,16.2,grey
Cléville,300.0,25.8,22100.0,8.7,grey
Colleville-sur-Mer,144.0,25.2,21740.0,6.0,grey
Colleville-Montgomery,2140.0,39.3,24490.0,23.1,grey
Colombelles,4693.0,23.3,18260.0,34.3,grey
Colombières,160.0,27.9,20510.0,6.3,grey
Colombiers-sur-Seulles,139.0,24.8,24130.0,5.9,grey
Combray,132.0,21.0,20600.0,5.7,grey
Commes,386.0,41.2,22950.0,9.8,grey
Condé-sur-Ifs,358.0,25.3,21390.0,9.5,grey
Condé-en-Normandie,4569.0,30.3,19370.0,33.8,grey
Condé-sur-Seulles,210.0,28.2,21660.0,7.2,grey
Coquainvilliers,672.0,35.8,23490.0,13.0,grey
Cordebugle,124.0,24.8,22800.0,5.6,grey
Cordey,108.0,25.0,21840.0,5.2,grey
Cormelles-le-Royal,3827.0,32.4,22490.0,30.9,grey
Cormolain,289.0,21.7,20550.0,8.5,grey
Cossesseville,83.0,31.2,20170.0,4.6,grey
Cottun,176.0,40.7,23250.0,6.6,grey
Courcy,132.0,19.4,20980.0,5.7,grey
Courseulles-sur-Mer,3788.0,36.3,21970.0,30.8,grey
Courtonne-la-Meurdrac,545.0,25.9,22530.0,11.7,grey
Courtonne-les-Deux-Eglises,508.0,26.4,20330.0,11.3,grey
Courvaudon,199.0,18.6,21410.0,7.1,grey
Crépon,210.0,34.1,24150.0,7.2,grey
Cresserons,953.0,41.4,25850.0,15.4,grey
Cresseveuille,218.0,35.0,22920.0,7.4,grey
Creully-sur-Seulles,1691.0,31.5,22340.0,20.6,grey
Cricqueboeuf,203.0,39.8,25120.0,7.1,grey
Cricqueville-en-Auge,147.0,26.8,25650.0,6.1,grey
Cricqueville-en-Bessin,166.0,23.1,21870.0,6.4,grey
Cristot,166.0,23.1,22340.0,6.4,grey
Crocy,248.0,35.6,20170.0,7.9,grey
Croisilles,450.0,27.8,21820.0,10.6,grey
Crouay,428.0,23.1,21570.0,10.3,grey
Culey-le-Patry,270.0,30.2,20530.0,8.2,grey
Cussy,155.0,37.0,23540.0,6.2,grey
Cuverville,1667.0,28.5,22150.0,20.4,grey
Damblainville,190.0,33.6,22250.0,6.9,grey
Danestal,263.0,31.2,22000.0,8.1,grey
Deauville,3507.0,38.4,21850.0,29.6,grey
Démouville,2585.0,30.3,22040.0,25.4,grey
Dives-sur-Mer,4501.0,22.9,18790.0,33.5,grey
Donnay,241.0,26.4,21650.0,7.8,grey
Douville-en-Auge,201.0,28.3,22310.0,7.1,grey
Douvres-la-Délivrande,4187.0,36.4,24580.0,32.4,grey
Dozulé,1509.0,27.5,19510.0,19.4,grey
Drubec,102.0,22.8,22850.0,5.0,grey
Beaufour-Druval,388.0,32.6,21670.0,9.8,grey
Ducy-Sainte-Marguerite,123.0,33.6,24700.0,5.5,grey
Ellon,359.0,33.7,22200.0,9.5,grey
Emiéville,458.0,35.4,24280.0,10.7,grey
Englesqueville-en-Auge,122.0,47.9,28540.0,5.5,grey
Epaney,379.0,21.4,21870.0,9.7,grey
Epinay-sur-Odon,507.0,31.5,22840.0,11.3,grey
Epron,1172.0,39.8,29190.0,17.1,grey
Equemauville,1032.0,36.6,25830.0,16.1,grey
Eraines,263.0,30.0,24220.0,8.1,grey
Ernes,252.0,27.8,20570.0,7.9,grey
Escoville,650.0,29.9,23400.0,12.7,grey
Espins,179.0,24.8,22530.0,6.7,grey
Esquay-Notre-Dame,1055.0,29.3,22990.0,16.2,grey
Esquay-sur-Seulles,265.0,25.8,23840.0,8.1,grey
Esson,364.0,32.9,21580.0,9.5,grey
Estrées-la-Campagne,175.0,33.8,22780.0,6.6,grey
Eterville,1181.0,42.1,24620.0,17.2,grey
Etréham,262.0,30.9,22090.0,8.1,grey
Evrecy,1448.0,39.3,23970.0,19.0,grey
Falaise,5861.0,30.0,19040.0,38.3,grey
Fauguernon,214.0,31.5,25380.0,7.3,grey
Le Faulq,250.0,27.4,21390.0,7.9,grey
Feuguerolles-Bully,1140.0,33.5,23870.0,16.9,grey
Fierville-les-Parcs,200.0,34.8,24270.0,7.1,grey
Firfol,327.0,34.0,23490.0,9.0,grey
Fleury-sur-Orne,3319.0,28.5,20300.0,28.8,grey
La Folie,85.0,28.6,21010.0,4.6,grey
La Folletière-Abenon,140.0,33.0,20520.0,5.9,grey
Fontaine-Etoupefour,2113.0,41.2,26550.0,23.0,grey
Fontaine-Henry,413.0,32.3,22950.0,10.2,grey
Fontaine-le-Pin,294.0,26.1,22610.0,8.6,grey
Fontenay-le-Marmion,1422.0,27.4,22020.0,18.9,grey
Fontenay-le-Pesnel,929.0,31.2,23210.0,15.2,grey
Formentin,186.0,29.1,20810.0,6.8,grey
Formigny-la-Bataille,616.0,31.8,21230.0,12.4,grey
Foulognes,171.0,28.2,19990.0,6.5,grey
Fourches,172.0,19.9,21290.0,6.6,grey
