ville,inscrits,score,revenu_median,circle,color
Reillanne,1311.0,19.3,20800.0,18.1,grey
Méolans-Revel,332.0,17.9,20050.0,9.1,grey
Revest-des-Brousses,237.0,14.7,16160.0,7.7,grey
Revest-du-Bion,419.0,24.3,19420.0,10.2,grey
Riez,1480.0,23.6,18430.0,19.2,grey
La Robine-sur-Galabre,302.0,16.0,22180.0,8.7,grey
La Rochegiron,93.0,41.4,17440.0,4.8,grey
Roumoules,559.0,18.6,20040.0,11.8,grey
Saint-André-les-Alpes,773.0,25.2,20840.0,13.9,grey
Saint-Benoît,178.0,21.9,23430.0,6.7,grey
Sainte-Croix-du-Verdon,137.0,34.3,20010.0,5.9,grey
Saint-Etienne-les-Orgues,1092.0,18.1,20310.0,16.5,grey
Saint-Geniez,102.0,17.6,16640.0,5.0,grey
Saint-Julien-d'Asse,165.0,23.3,19020.0,6.4,grey
Saint-Julien-du-Verdon,138.0,15.8,20240.0,5.9,grey
Saint-Jurs,168.0,22.7,18610.0,6.5,grey
Saint-Maime,688.0,17.5,20300.0,13.1,grey
Saint-Martin-de-Brômes,529.0,22.1,19720.0,11.5,grey
Saint-Michel-l'Observatoire,1036.0,19.9,22470.0,16.1,grey
Saint-Paul-sur-Ubaye,244.0,13.7,19100.0,7.8,grey
Saint-Pons,507.0,21.1,22950.0,11.3,grey
Sainte-Tulle,2686.0,21.2,21090.0,25.9,grey
Saint-Vincent-sur-Jabron,198.0,22.2,20610.0,7.0,grey
Salignac,471.0,15.6,23980.0,10.9,grey
Saumane,121.0,19.6,21570.0,5.5,grey
Sausses,125.0,15.3,18530.0,5.6,grey
Selonnet,410.0,19.8,19540.0,10.1,grey
Senez,147.0,18.4,19190.0,6.1,grey
Seyne,1229.0,21.5,19570.0,17.5,grey
Sigonce,354.0,18.8,21480.0,9.4,grey
Simiane-la-Rotonde,513.0,22.9,19820.0,11.3,grey
Sisteron,5463.0,22.3,19610.0,37.0,grey
Sourribes,137.0,25.0,19470.0,5.9,grey
Tartonne,108.0,12.0,18230.0,5.2,grey
Thèze,209.0,24.0,20460.0,7.2,grey
Thoard,578.0,13.4,19240.0,12.0,grey
Thorame-Basse,223.0,15.3,17670.0,7.5,grey
Thorame-Haute,255.0,18.2,18840.0,8.0,grey
Les Thuiles,335.0,19.2,19880.0,9.2,grey
Turriers,231.0,23.2,20510.0,7.6,grey
Uvernet-Fours,565.0,19.7,22460.0,11.9,grey
Vachères,260.0,18.5,18280.0,8.1,grey
Valbelle,224.0,16.4,20030.0,7.5,grey
Valensole,2495.0,17.1,21370.0,25.0,grey
Valernes,208.0,20.5,20700.0,7.2,grey
Vaumeilh,242.0,16.4,18480.0,7.8,grey
Venterol,206.0,15.1,19680.0,7.2,grey
Le Vernet,162.0,21.4,20750.0,6.4,grey
Villars-Colmars,243.0,20.9,18950.0,7.8,grey
Villemus,154.0,15.8,20760.0,6.2,grey
Villeneuve,3327.0,21.8,21800.0,28.8,grey
Volonne,1253.0,22.8,20990.0,17.7,grey
Volx,2404.0,22.2,22010.0,24.5,grey
Abriès,352.0,24.2,19950.0,9.4,grey
Aiguilles,295.0,25.4,20810.0,8.6,grey
Ancelle,912.0,25.7,21850.0,15.1,grey
L'Argentière-la-Bessée,1641.0,19.6,19770.0,20.3,grey
Arvieux,344.0,31.5,20340.0,9.3,grey
Aspremont,305.0,16.3,17460.0,8.7,grey
Aspres-sur-Buëch,662.0,20.5,18850.0,12.9,grey
Avançon,341.0,15.0,20270.0,9.2,grey
Baratier,507.0,23.5,22080.0,11.3,grey
Barcillonnette,136.0,13.8,20500.0,5.8,grey
Barret-sur-Méouge,185.0,23.8,17770.0,6.8,grey
La Bâtie-Montsaléon,220.0,12.4,19500.0,7.4,grey
La Bâtie-Neuve,1955.0,22.9,21730.0,22.1,grey
La Bâtie-Vieille,299.0,31.7,25840.0,8.6,grey
La Beaume,190.0,15.3,20130.0,6.9,grey
Le Bersac,139.0,14.0,19400.0,5.9,grey
Bréziers,182.0,20.0,20620.0,6.7,grey
Briançon,8626.0,24.1,20450.0,46.4,grey
Bruis,205.0,16.4,19510.0,7.2,grey
Buissard,173.0,25.2,21030.0,6.6,grey
Ceillac,264.0,36.3,21320.0,8.1,grey
Cervières,198.0,14.3,21320.0,7.0,grey
Chabestan,126.0,21.2,16620.0,5.6,grey
Chabottes,784.0,26.2,21060.0,14.0,grey
Champcella,210.0,18.9,18110.0,7.2,grey
Champoléon,143.0,21.1,19720.0,6.0,grey
Châteauroux-les-Alpes,977.0,15.8,20770.0,15.6,grey
Châteauvieux,430.0,31.3,26130.0,10.4,grey
Château-Ville-Vieille,285.0,21.9,20560.0,8.4,grey
Chauffayer,649.0,26.7,18880.0,12.7,grey
Chorges,2415.0,23.6,21800.0,24.6,grey
Crévoux,136.0,36.4,19220.0,5.8,grey
Crots,933.0,22.6,20670.0,15.3,grey
Embrun,5380.0,26.3,20420.0,36.7,grey
L'Epine,181.0,28.0,16210.0,6.7,grey
Espinasses,568.0,20.9,19280.0,11.9,grey
Eygliers,650.0,21.6,21450.0,12.7,grey
Garde-Colombe,488.0,15.0,19050.0,11.0,grey
La Fare-en-Champsaur,333.0,22.5,19590.0,9.1,grey
La Faurie,289.0,17.2,19280.0,8.5,grey
Forest-Saint-Julien,245.0,30.2,20390.0,7.8,grey
Fouillouse,238.0,24.9,26180.0,7.7,grey
Freissinières,210.0,18.8,22000.0,7.2,grey
La Freissinouse,669.0,20.6,23600.0,12.9,grey
Furmeyer,156.0,21.0,22130.0,6.2,grey
Gap,29602.0,26.1,21160.0,86.0,grey
Le Glaizil,171.0,30.5,21660.0,6.5,grey
La Grave,474.0,30.7,19660.0,10.9,grey
La Chapelle-en-Valgaudemar,107.0,21.2,15830.0,5.2,grey
Guillestre,1912.0,23.1,20230.0,21.9,grey
Jarjayes,369.0,24.3,21190.0,9.6,grey
Laragne-Montéglin,2553.0,19.4,19740.0,25.3,grey
Lardier-et-Valença,308.0,26.9,21520.0,8.8,grey
Laye,237.0,31.0,22670.0,7.7,grey
Lazer,306.0,16.7,23710.0,8.7,grey
Lettret,167.0,20.1,21770.0,6.5,grey
Manteyer,405.0,12.9,22740.0,10.1,grey
Molines-en-Queyras,298.0,32.5,21280.0,8.6,grey
Monêtier-Allemont,218.0,19.7,17810.0,7.4,grey
Le Monêtier-les-Bains,946.0,30.0,22010.0,15.4,grey
Mont-Dauphin,127.0,17.4,19460.0,5.6,grey
Montgardin,402.0,23.5,22000.0,10.0,grey
Montgenèvre,377.0,32.6,22810.0,9.7,grey
Montjay,102.0,26.4,19570.0,5.0,grey
Montmaur,474.0,20.8,20750.0,10.9,grey
La Motte-en-Champsaur,216.0,24.5,20160.0,7.3,grey
Neffes,671.0,26.8,26220.0,13.0,grey
Névache,382.0,25.7,18870.0,9.8,grey
Le Noyer,236.0,24.5,20620.0,7.7,grey
Orcières,605.0,22.9,20910.0,12.3,grey
Orpierre,297.0,15.7,20010.0,8.6,grey
Les Orres,484.0,29.0,21760.0,11.0,grey
Pelleautier,667.0,23.1,23550.0,12.9,grey
Vallouise-Pelvoux,1148.0,25.1,20620.0,16.9,grey
Le Poët,585.0,24.0,21560.0,12.1,grey
Poligny,304.0,16.7,20790.0,8.7,grey
Prunières,263.0,21.4,24210.0,8.1,grey
Puy-Saint-André,391.0,24.9,22150.0,9.9,grey
Puy-Saint-Eusèbe,160.0,11.1,23510.0,6.3,grey
Puy-Saint-Pierre,442.0,21.9,22510.0,10.5,grey
Puy-Saint-Vincent,284.0,33.5,20840.0,8.4,grey
Puy-Sanières,238.0,13.0,22180.0,7.7,grey
Rambaud,374.0,16.9,22220.0,9.7,grey
Réallon,266.0,31.9,17530.0,8.2,grey
Remollon,358.0,18.1,18230.0,9.5,grey
Réotier,185.0,21.8,20970.0,6.8,grey
Ribeyret,108.0,19.0,18120.0,5.2,grey
Val Buëch-Méouge,1067.0,16.9,20640.0,16.3,grey
Risoul,722.0,25.6,22610.0,13.4,grey
Rochebrune,169.0,14.6,20630.0,6.5,grey
La Roche-de-Rame,684.0,19.5,20430.0,13.1,grey
La Roche-des-Arnauds,1328.0,18.7,22520.0,18.2,grey
La Rochette,387.0,20.5,21480.0,9.8,grey
Rosans,399.0,23.2,16980.0,10.0,grey
Rousset,170.0,14.9,21020.0,6.5,grey
Saint-André-d'Embrun,614.0,18.2,21490.0,12.4,grey
Saint-André-de-Rosans,148.0,27.9,17440.0,6.1,grey
Saint-Apollinaire,157.0,31.8,22670.0,6.3,grey
Saint-Bonnet-en-Champsaur,1658.0,25.7,21680.0,20.4,grey
Saint-Chaffrey,1392.0,27.1,22150.0,18.7,grey
Saint-Clément-sur-Durance,244.0,12.3,21520.0,7.8,grey
Saint-Crépin,576.0,17.4,20780.0,12.0,grey
Le Dévoluy,864.0,28.7,20890.0,14.7,grey
Saint-Etienne-le-Laus,270.0,14.0,20630.0,8.2,grey
Saint-Firmin,441.0,22.0,19350.0,10.5,grey
Saint-Jacques-en-Valgodemard,149.0,22.1,18800.0,6.1,grey
Saint-Jean-Saint-Nicolas,817.0,24.5,20770.0,14.3,grey
Saint-Julien-en-Beauchêne,155.0,24.4,18350.0,6.2,grey
Saint-Julien-en-Champsaur,318.0,29.1,20350.0,8.9,grey
Saint-Laurent-du-Cros,445.0,24.6,21910.0,10.5,grey
Saint-Léger-les-Mélèzes,310.0,27.6,22150.0,8.8,grey
Saint-Martin-de-Queyrières,933.0,20.7,21960.0,15.3,grey
Saint-Maurice-en-Valgodemard,139.0,41.1,18130.0,5.9,grey
Saint-Michel-de-Chaillol,335.0,22.6,21140.0,9.2,grey
Saint-Pierre-d'Argençon,186.0,18.4,20200.0,6.8,grey
Saint-Sauveur,391.0,22.0,22340.0,9.9,grey
Saint-Véran,209.0,26.8,19330.0,7.2,grey
Le Saix,103.0,22.0,19690.0,5.1,grey
La Salle les Alpes,816.0,30.5,20510.0,14.3,grey
La Saulce,1037.0,21.1,20620.0,16.1,grey
Le Sauze-du-Lac,132.0,30.0,19120.0,5.7,grey
Savines-le-Lac,989.0,22.2,21150.0,15.7,grey
Savournon,214.0,22.7,18740.0,7.3,grey
Serres,1006.0,22.1,19170.0,15.9,grey
Sigoyer,580.0,18.1,21760.0,12.0,grey
Tallard,1693.0,21.4,21110.0,20.6,grey
Théus,207.0,9.5,18480.0,7.2,grey
Trescléoux,300.0,28.5,19300.0,8.7,grey
Upaix,380.0,21.4,21690.0,9.7,grey
Val-des-Prés,427.0,18.0,20670.0,10.3,grey
Valserres,206.0,22.6,19890.0,7.2,grey
Vars,563.0,29.0,21090.0,11.9,grey
Ventavon,435.0,22.2,19880.0,10.4,grey
Veynes,2381.0,20.6,19360.0,24.4,grey
Les Vigneaux,412.0,23.3,21420.0,10.1,grey
Villar-d'Arêne,247.0,23.9,19680.0,7.9,grey
Villar-Saint-Pancrace,1164.0,25.9,22070.0,17.1,grey
Vitrolles,187.0,24.3,20220.0,6.8,grey
Andon,538.0,15.2,17080.0,11.6,grey
Antibes,54402.0,28.2,23050.0,116.6,grey
Ascros,213.0,18.6,16370.0,7.3,grey
Aspremont,1959.0,25.6,27710.0,22.1,grey
Auribeau-sur-Siagne,2541.0,24.1,25610.0,25.2,grey
Le Bar-sur-Loup,2103.0,24.2,24270.0,22.9,grey
Beaulieu-sur-Mer,2754.0,27.4,22510.0,26.2,grey
Beausoleil,6178.0,27.2,21280.0,39.3,grey
Belvédère,736.0,15.4,19240.0,13.6,grey
Bendejun,749.0,16.8,22760.0,13.7,grey
Berre-les-Alpes,1126.0,12.9,23720.0,16.8,grey
Beuil,501.0,20.8,19290.0,11.2,grey
Bézaudun-les-Alpes,251.0,13.3,20620.0,7.9,grey
Biot,7589.0,32.6,28550.0,43.6,grey
Blausasc,1466.0,17.0,24470.0,19.1,grey
La Bollène-Vésubie,585.0,18.9,20410.0,12.1,grey
Bonson,693.0,15.0,23880.0,13.2,grey
Bouyon,454.0,16.2,21450.0,10.7,grey
Breil-sur-Roya,1935.0,19.2,20220.0,22.0,grey
Briançonnet,217.0,25.7,18820.0,7.4,grey
Le Broc,1132.0,16.3,24490.0,16.8,grey
Cabris,1249.0,29.6,25740.0,17.7,grey
Cagnes-sur-Mer,34547.0,25.4,22640.0,92.9,grey
Caille,389.0,13.9,20120.0,9.9,grey
Cannes,50911.0,26.2,20230.0,112.8,grey
Le Cannet,28166.0,26.1,21050.0,83.9,grey
Cantaron,1105.0,17.0,25220.0,16.6,grey
Cap-d'Ail,3270.0,26.1,25270.0,28.6,grey
Carros,9134.0,18.6,21980.0,47.8,grey
Castagniers,1368.0,17.5,24630.0,18.5,grey
Castellar,814.0,25.2,24070.0,14.3,grey
Castillon,310.0,14.5,22510.0,8.8,grey
Caussols,340.0,18.0,22650.0,9.2,grey
Châteauneuf-Grasse,2498.0,28.7,26810.0,25.0,grey
Châteauneuf-Villevieille,829.0,20.0,24120.0,14.4,grey
Cipières,316.0,15.2,21900.0,8.9,grey
Clans,666.0,23.1,21660.0,12.9,grey
Coaraze,669.0,16.6,22370.0,12.9,grey
La Colle-sur-Loup,6853.0,28.5,27270.0,41.4,grey
Colomars,2636.0,24.6,27140.0,25.7,grey
Contes,5599.0,16.1,23850.0,37.4,grey
Courmes,111.0,8.6,20750.0,5.3,grey
Coursegoules,449.0,17.5,20510.0,10.6,grey
Cuébris,125.0,20.0,16290.0,5.6,grey
Daluis,159.0,13.6,17180.0,6.3,grey
Drap,3328.0,14.3,20440.0,28.8,grey
Duranus,136.0,10.0,22720.0,5.8,grey
L'Escarène,1982.0,12.8,20450.0,22.3,grey
Escragnolles,483.0,16.6,20210.0,11.0,grey
Eze,2108.0,30.1,28490.0,23.0,grey
Falicon,1775.0,24.6,29480.0,21.1,grey
Fontan,376.0,21.0,17990.0,9.7,grey
Gattières,3332.0,21.9,25890.0,28.9,grey
La Gaude,5558.0,26.3,27580.0,37.3,grey
Gilette,1220.0,19.9,22600.0,17.5,grey
Gorbio,1074.0,20.5,25340.0,16.4,grey
Gourdon,360.0,23.4,22580.0,9.5,grey
Grasse,33674.0,24.0,21850.0,91.8,grey
Gréolières,489.0,16.4,19360.0,11.1,grey
Guillaumes,555.0,22.9,19610.0,11.8,grey
Isola,886.0,24.2,21240.0,14.9,grey
Lantosque,1348.0,15.1,20060.0,18.4,grey
Levens,4236.0,17.2,23530.0,32.5,grey
Lucéram,1002.0,19.3,20680.0,15.8,grey
Malaussène,256.0,13.6,21010.0,8.0,grey
Mandelieu-la-Napoule,19140.0,25.5,23090.0,69.2,grey
Le Mas,114.0,17.2,18410.0,5.3,grey
Massoins,171.0,20.6,19350.0,6.5,grey
Menton,21776.0,23.5,21510.0,73.8,grey
Mouans-Sartoux,8632.0,29.6,26620.0,46.5,grey
Mougins,14411.0,30.0,26110.0,60.0,grey
Moulinet,257.0,24.0,16190.0,8.0,grey
Nice,220899.0,25.1,20320.0,235.0,grey
Opio,1959.0,35.5,31380.0,22.1,grey
Pégomas,6131.0,22.8,24050.0,39.2,grey
Peille,1700.0,19.1,22670.0,20.6,grey
Peillon,1109.0,16.1,23520.0,16.7,grey
La Penne,268.0,17.7,18180.0,8.2,grey
Péone,771.0,20.1,20740.0,13.9,grey
Peymeinade,6778.0,24.6,24160.0,41.2,grey
Pierrefeu,295.0,20.1,20810.0,8.6,grey
Puget-Rostang,116.0,25.0,21830.0,5.4,grey
Puget-Théniers,1370.0,15.1,19540.0,18.5,grey
Revest-les-Roches,186.0,17.1,20400.0,6.8,grey
Rigaud,233.0,20.5,20330.0,7.6,grey
Roquebillière,1526.0,18.2,20260.0,19.5,grey
Roquebrune-Cap-Martin,9144.0,27.2,24200.0,47.8,grey
Roquefort-les-Pins,6026.0,35.5,32070.0,38.8,grey
Roquesteron,428.0,19.6,20030.0,10.3,grey
La Roquette-sur-Siagne,4154.0,26.1,25830.0,32.2,grey
La Roquette-sur-Var,714.0,17.4,22730.0,13.4,grey
Roubion,150.0,17.3,16810.0,6.1,grey
Le Rouret,3110.0,32.7,28850.0,27.9,grey
Sainte-Agnès,981.0,18.9,24760.0,15.7,grey
Saint-André de la Roche,3882.0,18.6,21440.0,31.2,grey
Saint-Auban,256.0,23.1,18340.0,8.0,grey
Saint-Blaise,918.0,20.9,25550.0,15.1,grey
Saint-Cézaire-sur-Siagne,3467.0,21.1,23860.0,29.4,grey
Saint-Etienne-de-Tinée,1379.0,21.8,22450.0,18.6,grey
Saint-Jean-Cap-Ferrat,1319.0,24.9,24030.0,18.2,grey
Saint-Jeannet,3583.0,24.8,26770.0,29.9,grey
Saint-Laurent-du-Var,22606.0,23.2,23230.0,75.2,grey
Saint-Martin-du-Var,2300.0,19.0,23040.0,24.0,grey
Saint-Martin-Vésubie,1292.0,17.9,21020.0,18.0,grey
Saint-Paul,2826.0,31.2,27560.0,26.6,grey
Saint-Sauveur-sur-Tinée,293.0,13.9,21250.0,8.6,grey
Saint-Vallier-de-Thiey,2914.0,20.6,23430.0,27.0,grey
Saorge,422.0,18.7,17720.0,10.3,grey
Séranon,486.0,18.9,20740.0,11.0,grey
Sigale,209.0,15.7,18450.0,7.2,grey
Sospel,2936.0,21.1,21350.0,27.1,grey
Spéracèdes,1095.0,24.1,25840.0,16.5,grey
Théoule-sur-Mer,1277.0,25.9,22910.0,17.9,grey
Le Tignet,2741.0,25.3,25180.0,26.2,grey
Toudon,283.0,17.8,20420.0,8.4,grey
Touët-de-l'Escarène,229.0,12.4,20300.0,7.6,grey
Touët-sur-Var,578.0,14.0,20380.0,12.0,grey
La Tour,519.0,13.1,20570.0,11.4,grey
Tourette-du-Château,168.0,17.1,24550.0,6.5,grey
Tournefort,143.0,16.5,21160.0,6.0,grey
Tourrette-Levens,3766.0,18.4,24450.0,30.7,grey
Tourrettes-sur-Loup,3310.0,31.0,26260.0,28.8,grey
La Trinité,7263.0,16.8,21290.0,42.6,grey
La Turbie,2507.0,26.8,28690.0,25.0,grey
Utelle,779.0,13.4,20480.0,14.0,grey
Valbonne,8928.0,32.3,27260.0,47.2,grey
Valdeblore,1012.0,18.7,20560.0,15.9,grey
Valderoure,409.0,18.2,18240.0,10.1,grey
Vallauris,18674.0,23.7,20730.0,68.3,grey
Venanson,215.0,17.8,20870.0,7.3,grey
Vence,14123.0,28.0,23400.0,59.4,grey
Villars-sur-Var,734.0,13.7,20330.0,13.5,grey
Villefranche-sur-Mer,3956.0,27.8,24740.0,31.4,grey
Villeneuve-Loubet,12623.0,25.5,25130.0,56.2,grey
La Brigue,735.0,22.9,18560.0,13.6,grey
Tende,1348.0,26.6,19490.0,18.4,grey
Accons,349.0,23.0,22110.0,9.3,grey
Ailhon,437.0,19.1,21710.0,10.5,grey
Aizac,151.0,18.9,18660.0,6.1,grey
Alba-la-Romaine,1179.0,21.4,21770.0,17.2,grey
Albon d'Ardèche,149.0,9.1,15150.0,6.1,grey
Alboussière,793.0,22.9,19960.0,14.1,grey
Alissas,1230.0,19.9,22730.0,17.5,grey
Andance,774.0,22.5,20070.0,13.9,grey
Annonay,11429.0,24.8,18820.0,53.5,grey
Antraigues-sur-Volane,733.0,15.6,18840.0,13.5,grey
Arcens,310.0,19.6,17780.0,8.8,grey
Ardoix,996.0,21.2,22100.0,15.8,grey
Arlebosc,309.0,30.6,18700.0,8.8,grey
Arras-sur-Rhône,399.0,22.5,19710.0,10.0,grey
Assions (Les),561.0,22.4,21450.0,11.8,grey
Aubenas,7655.0,23.9,18510.0,43.7,grey
Aubignas,365.0,23.6,21480.0,9.6,grey
Baix,744.0,19.4,21180.0,13.6,grey
Balazuc,337.0,27.9,21430.0,9.2,grey
Banne,613.0,19.0,21900.0,12.4,grey
Barnas,213.0,12.8,18470.0,7.3,grey
Béage (Le),273.0,24.2,14870.0,8.3,grey
Beauchastel,1293.0,19.7,21320.0,18.0,grey
Beaulieu,434.0,21.2,18500.0,10.4,grey
Beaumont,225.0,17.6,15500.0,7.5,grey
Beauvène,206.0,15.2,17720.0,7.2,grey
Berrias-et-Casteljau,618.0,21.9,20070.0,12.4,grey
Berzème,129.0,31.5,19520.0,5.7,grey
Bessas,186.0,17.1,17590.0,6.8,grey
Bidon,180.0,19.7,22320.0,6.7,grey
Boffres,572.0,19.3,20330.0,12.0,grey
Bogy,358.0,24.3,23220.0,9.5,grey
Borée,194.0,23.4,16090.0,7.0,grey
Bozas,229.0,24.6,18370.0,7.6,grey
Boucieu-le-Roi,198.0,19.4,19940.0,7.0,grey
Boulieu-lès-Annonay,1655.0,28.1,22070.0,20.3,grey
Bourg-Saint-Andéol,5135.0,18.5,19220.0,35.8,grey
Brossainc,195.0,21.9,21560.0,7.0,grey
Burzet,429.0,19.8,18720.0,10.4,grey
Chalencon,301.0,20.4,18040.0,8.7,grey
Chambonas,644.0,20.1,20140.0,12.7,grey
Champagne,462.0,23.0,21700.0,10.7,grey
Champis,478.0,22.1,20710.0,10.9,grey
Chandolas,409.0,17.8,20050.0,10.1,grey
Chanéac,233.0,23.5,21080.0,7.6,grey
Charmes-sur-Rhône,2379.0,28.0,22750.0,24.4,grey
Charnas,703.0,21.2,23100.0,13.3,grey
Chassiers,720.0,19.5,20430.0,13.4,grey
Châteaubourg,198.0,21.8,23880.0,7.0,grey
Châteauneuf-de-Vernoux,232.0,20.1,20540.0,7.6,grey
Chauzon,355.0,29.0,21700.0,9.4,grey
Chazeaux,123.0,12.4,18290.0,5.5,grey
Cheminas,284.0,15.0,20150.0,8.4,grey
Cheylard (Le),2393.0,29.1,20850.0,24.5,grey
Chirols,245.0,9.5,17520.0,7.8,grey
Chomérac,2615.0,20.3,22520.0,25.6,grey
Colombier-le-Cardinal,243.0,32.8,23700.0,7.8,grey
Colombier-le-Jeune,509.0,24.3,19760.0,11.3,grey
Colombier-le-Vieux,509.0,26.8,20840.0,11.3,grey
Cornas,1935.0,26.8,22510.0,22.0,grey
Coucouron,636.0,20.8,18270.0,12.6,grey
Coux,1368.0,23.7,24390.0,18.5,grey
Crestet (Le),467.0,24.3,20840.0,10.8,grey
Creysseilles,146.0,20.0,22900.0,6.0,grey
Cros-de-Géorand,185.0,17.3,17850.0,6.8,grey
Cruas,2295.0,15.5,22030.0,24.0,grey
Darbres,192.0,18.5,19440.0,6.9,grey
Davézieux,2542.0,28.2,22440.0,25.2,grey
Désaignes,972.0,20.8,18830.0,15.6,grey
Devesset,259.0,18.9,19120.0,8.0,grey
Dornas,211.0,15.0,19010.0,7.3,grey
Dunière-sur-Eyrieux,370.0,23.3,20650.0,9.6,grey
Eclassan,801.0,23.9,20930.0,14.2,grey
Empurany,469.0,26.3,17480.0,10.8,grey
Etables,656.0,20.8,21000.0,12.8,grey
Fabras,327.0,21.1,20040.0,9.0,grey
Faugères,110.0,18.8,17720.0,5.2,grey
Félines,1445.0,26.0,24240.0,19.0,grey
Flaviac,884.0,19.1,21220.0,14.9,grey
Fons,259.0,23.0,22360.0,8.0,grey
Genestelle,255.0,15.1,16900.0,8.0,grey
Gilhac-et-Bruzac,141.0,16.8,17850.0,5.9,grey
Gilhoc-sur-Ormèze,419.0,21.7,18170.0,10.2,grey
Gluiras,332.0,23.1,18510.0,9.1,grey
Glun,500.0,24.8,22610.0,11.2,grey
Gras,466.0,16.2,21590.0,10.8,grey
Gravières,430.0,21.8,20200.0,10.4,grey
Grospierres,717.0,16.2,19390.0,13.4,grey
Guilherand-Granges,8296.0,30.1,23070.0,45.5,grey
Intres,270.0,26.7,19350.0,8.2,grey
Issarlès,132.0,20.2,18480.0,5.7,grey
Jaujac,980.0,18.8,20580.0,15.7,grey
Jaunac,108.0,19.3,20850.0,5.2,grey
Joannas,281.0,16.3,18580.0,8.4,grey
Joyeuse,1361.0,23.6,19160.0,18.4,grey
Juvinas,164.0,11.4,19680.0,6.4,grey
Labastide-sur-Bésorgues,225.0,11.2,18700.0,7.5,grey
Labastide-de-Virac,253.0,26.6,20450.0,8.0,grey
Labatie-d'Andaure,195.0,25.0,17800.0,7.0,grey
Labeaume,622.0,27.2,22890.0,12.5,grey
Labégude,1003.0,19.1,17500.0,15.8,grey
Lablachère,1629.0,22.5,20240.0,20.2,grey
Laboule,136.0,20.0,16260.0,5.8,grey
Lac-d'Issarlès (Le),215.0,30.3,16760.0,7.3,grey
Lachapelle-Graillouse,233.0,22.0,18880.0,7.6,grey
Lachapelle-sous-Aubenas,1301.0,22.0,21340.0,18.0,grey
Lachapelle-sous-Chanéac,156.0,23.2,19130.0,6.2,grey
Lagorce,946.0,19.8,19200.0,15.4,grey
Lalevade-d'Ardèche,852.0,18.8,17770.0,14.6,grey
Lalouvesc,341.0,30.4,19250.0,9.2,grey
Lamastre,1818.0,29.5,18990.0,21.3,grey
Lanarce,193.0,15.9,19080.0,6.9,grey
Lanas,363.0,18.3,20160.0,9.5,grey
Largentière,1211.0,22.2,17740.0,17.4,grey
Larnas,198.0,11.9,20060.0,7.0,grey
Laurac-en-Vivarais,799.0,24.9,18900.0,14.1,grey
Lavilledieu,1739.0,17.3,21060.0,20.9,grey
Laviolle,116.0,15.9,18170.0,5.4,grey
Lemps,621.0,25.4,21610.0,12.5,grey
Lentillères,190.0,16.8,18450.0,6.9,grey
Lespéron,274.0,21.9,21790.0,8.3,grey
Limony,621.0,18.1,23230.0,12.5,grey
Lussas,985.0,21.3,21610.0,15.7,grey
Lyas,541.0,20.4,23020.0,11.6,grey
Malarce-sur-la-Thines,224.0,14.1,13910.0,7.5,grey
Malbosc,186.0,15.2,16410.0,6.8,grey
Marcols-les-Eaux,168.0,22.1,20300.0,6.5,grey
Mariac,489.0,30.6,21510.0,11.1,grey
Mars,240.0,28.2,16830.0,7.7,grey
Mauves,938.0,27.3,21900.0,15.3,grey
Mayres,219.0,20.2,17240.0,7.4,grey
Mazan-l'Abbaye,166.0,18.8,18050.0,6.4,grey
Mercuer,1075.0,23.7,22000.0,16.4,grey
Meyras,738.0,19.9,19010.0,13.6,grey
Meysse,1113.0,15.2,21200.0,16.7,grey
Mézilhac,110.0,25.8,19210.0,5.2,grey
Mirabel,532.0,23.9,22690.0,11.5,grey
Montpezat-sous-Bauzon,612.0,15.7,18570.0,12.4,grey
Montréal,440.0,26.8,21400.0,10.5,grey
Nonières (Les),473.0,22.1,18570.0,10.9,grey
Nozières,209.0,21.9,15990.0,7.2,grey
Ollières-sur-Eyrieux (Les),790.0,18.6,21000.0,14.1,grey
Orgnac-l'Aven,484.0,21.5,21560.0,11.0,grey
Ozon,284.0,21.1,22210.0,8.4,grey
Pailharès,282.0,13.3,18210.0,8.4,grey
Payzac,449.0,19.1,19730.0,10.6,grey
Peaugres,1687.0,26.6,23040.0,20.5,grey
Peyraud,354.0,18.0,21310.0,9.4,grey
Planzolles,127.0,12.4,17440.0,5.6,grey
Plats,641.0,27.9,22220.0,12.7,grey
Pont-de-Labeaume,450.0,17.6,17760.0,10.6,grey
Pourchères,153.0,14.5,21610.0,6.2,grey
Pouzin (Le),1882.0,19.9,18730.0,21.7,grey
Prades,1025.0,18.5,20810.0,16.0,grey
Pradons,425.0,19.3,21180.0,10.3,grey
Pranles,397.0,20.1,20050.0,10.0,grey
Préaux,551.0,23.8,20840.0,11.7,grey
Privas,5629.0,24.4,19940.0,37.5,grey
Prunet,113.0,18.6,16290.0,5.3,grey
Quintenas,1310.0,24.1,20990.0,18.1,grey
Ribes,251.0,26.7,20400.0,7.9,grey
Rochecolombe,210.0,20.2,21720.0,7.2,grey
Rochemaure,1771.0,21.7,22900.0,21.0,grey
Rochepaule,259.0,27.2,18470.0,8.0,grey
Rocher,163.0,19.2,19640.0,6.4,grey
Rochessauve,354.0,16.3,20990.0,9.4,grey
Rocles,209.0,16.5,16160.0,7.2,grey
Roiffieux,2181.0,26.6,22480.0,23.4,grey
Rompon,889.0,23.9,22280.0,14.9,grey
