Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS_2022,Ecart-type de l'IPS_2022,IPS_2017,Ecart-type de l'IPS_2017,Ecart-type de l'IPS_2020,latitude,longitude
2021-2022,NORMANDIE,014,CALVADOS,0141864A,COLLEGE PRIVE SAINT JEAN EUDES,14762,VIRE NORMANDIE,privé sous contrat,101.9,30.9,102.8,,30.7,48.84274183473239,-0.8863098382997036
2021-2022,NORMANDIE,014,CALVADOS,0141940H,COLLEGE LANGEVIN WALLON,14076,BLAINVILLE SUR ORNE,public,101.1,34.3,106.6,,37.0,49.22845764588978,-0.306859422956843
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150011F,COLLEGE GEORGES POMPIDOU,15054,CONDAT,public,101.6,25.2,98.9,,19.1,45.33841607015185,2.755940986154564
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150018N,COLLEGE DES PORTES DU MIDI,15122,MAURS,public,100.6,32.5,102.3,,32.0,44.70946124756834,2.200470392270317
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150023U,COLLEGE GEORGES POMPIDOU,15138,MURAT,public,106.5,29.1,104.4,,29.3,45.10862198525368,2.8596696286830974
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150024V,COLLEGE DES GORGES DE LA TRUYERE,15152,PIERREFORT,public,109.9,33.6,102.6,,28.1,44.92176474055925,2.8411595376730694
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150061K,COLLEGE PRIVE NOTRE DAME DES MIRACLES,15120,MAURIAC,privé sous contrat,107.8,32.1,95.8,,28.6,45.21783207421046,2.3339300839082
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150065P,COLLEGE PRIVE NOTRE DAME DES OLIVIERS,15141,NEUSSARGUES EN PINATELLE,privé sous contrat,101.5,27.5,102.2,,26.9,45.12905333646621,2.972670330788921
2021-2022,CLERMONT-FERRAND,015,CANTAL,0150729L,COLLEGE LA PONETIE,15014,AURILLAC,public,105.3,34.7,102.4,,34.8,44.904234741075065,2.4490395617596565
2021-2022,POITIERS,016,CHARENTE,0160001P,COLLEGE,16005,AIGRE,public,91.8,28.1,92.2,,29.3,45.8888354536346,0.0086097072079628
2021-2022,POITIERS,016,CHARENTE,0160030W,COLLEGE,16223,MONTBRON,public,100.1,30.9,90.3,,28.6,45.66765096617847,0.5045497825239138
2021-2022,POITIERS,016,CHARENTE,0160040G,COLLEGE EUGENE DELACROIX,16295,SAINT AMANT DE BOIXE,public,102.9,29.9,101.6,,30.8,45.79700976419893,0.1293405163811334
2021-2022,POITIERS,016,CHARENTE,0160076W,COLLEGE PRIVE ANNE MARIE MARTEL,16281,LA ROCHEFOUCAULD EN ANGOUMOIS,privé sous contrat,100.0,31.4,96.3,,28.8,45.739652959755965,0.3863930420507006
2021-2022,POITIERS,016,CHARENTE,0160094R,COLLEGE NORBERT CASTERET,16291,RUELLE SUR TOUVRE,public,112.0,33.6,106.6,,33.3,45.678965003698416,0.2414000326970821
2021-2022,POITIERS,016,CHARENTE,0160106D,COLLEGE RENE CASSIN,16154,GOND PONTOUVRE,public,104.3,34.8,103.9,,34.5,45.68115625562023,0.1632794034471067
2021-2022,POITIERS,016,CHARENTE,0160793A,COLLEGE JEAN MICHAUD,16192,TERRES DE HAUTE CHARENTE,public,87.3,31.7,80.0,,29.3,45.88847431972424,0.5826424649596152
2021-2022,POITIERS,016,CHARENTE,0160866E,COLLEGE JEAN MOULIN,16028,BARBEZIEUX SAINT HILAIRE,public,99.5,35.7,96.7,,35.6,45.4769361613988,-0.1562799896316676
2021-2022,POITIERS,016,CHARENTE,0160895L,COLLEGE ANDRE MALRAUX,16025,BAIGNES SAINTE RADEGONDE,public,98.7,31.2,97.2,,30.0,45.38087141726133,-0.2383505083957251
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170012W,COLLEGE DE LA TREZENCE,17211,LOULAY,public,94.6,33.4,91.7,,33.9,46.04491124298089,-0.5061998617387831
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170049L,COLLEGE MAURICE CHASTANG,17331,SAINT GENIS DE SAINTONGE,public,98.6,33.6,97.4,,30.9,45.48038971965097,-0.5671878574501774
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170088D,COLLEGE MISSY,17300,LA ROCHELLE,public,116.2,38.1,115.5,,37.8,46.16124784813045,-1.172669427394137
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170102U,COLLEGE PRIVE JEANNE D ARC,17415,SAINTES,privé sous contrat,121.8,31.0,124.8,,33.0,45.74593508271696,-0.6358204443052957
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170111D,COLLEGE PRIVE NOTRE DAME DE NAZARETH,17131,COZES,privé sous contrat,87.4,28.6,86.2,,24.1,45.58126542742407,-0.8361204663131805
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170112E,COLLEGE PRIVE MARIE EUSTELLE,17218,MARANS,privé sous contrat,93.1,32.0,93.6,,30.5,46.30846121586396,-0.9926503372797246
2021-2022,POITIERS,017,CHARENTE-MARITIME,0170113F,COLLEGE PRIVE SAINTE MARIE DE LA PROVIDENCE,17299,ROCHEFORT,privé sous contrat,120.7,34.7,122.0,,35.4,45.93725610173829,-0.9600204992290228
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171022U,COLLEGE MAURICE CALMEL,17218,MARANS,public,110.2,30.2,104.0,,30.2,46.30695408757596,-0.9887296037003483
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171034G,COLLEGE LES SALIERES,17369,SAINT MARTIN DE RE,public,105.5,36.1,105.6,,33.4,46.19344177254944,-1.3553498375180597
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171056F,COLLEGE EDOUARD GRIMAUX,17299,ROCHEFORT,public,104.6,36.7,105.8,,36.4,45.95336992570893,-0.9706693474619172
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171057G,COLLEGE PIERRE LOTI,17299,ROCHEFORT,public,106.1,36.8,102.2,,36.6,45.93735608355306,-0.963240260733648
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171184V,COLLEGE EUGENE FROMENTIN,17300,LA ROCHELLE,public,126.9,38.1,125.7,,38.8,46.16406934771936,-1.1508999260257209
2021-2022,POITIERS,017,CHARENTE-MARITIME,0171339N,COLLEGE DE L ATLANTIQUE,17028,AYTRE,public,114.7,36.5,108.8,,35.8,46.1328565980302,-1.1245935126948376
2021-2022,ORLEANS-TOURS,018,CHER,0180002E,COLLEGE GERARD PHILIPE,18015,AUBIGNY SUR NERE,public,94.7,29.9,91.2,,28.1,47.48429439739539,2.431909661561436
2021-2022,ORLEANS-TOURS,018,CHER,0180023C,COLLEGE JULIEN DUMAS,18160,NERONDES,public,101.7,35.5,94.2,,31.7,46.99275286310434,2.8166497436351534
2021-2022,ORLEANS-TOURS,018,CHER,0180028H,COLLEGE VOLTAIRE,18207,SAINT FLORENT SUR CHER,public,105.1,33.5,99.8,,33.2,46.99839366414477,2.255280089998518
2021-2022,ORLEANS-TOURS,018,CHER,0180570X,COLLEGE PRIVE NOTRE DAME,18279,VIERZON,privé sous contrat,98.6,34.9,96.1,,32.1,47.22227463892233,2.070239666990448
2021-2022,ORLEANS-TOURS,018,CHER,0180646E,COLLEGE JEAN VALETTE,18197,SAINT AMAND MONTROND,public,95.3,30.4,102.6,,33.0,46.71615739417718,2.5127802799248773
2021-2022,ORLEANS-TOURS,018,CHER,0180766K,COLLEGE LE GRAND MEAULNES,18033,BOURGES,public,80.8,33.5,78.4,,34.3,47.09925744545022,2.411889927344315
2021-2022,ORLEANS-TOURS,018,CHER,0180796T,COLLEGE PRIVE SAINTE MARIE SAINT DOMINIQUE,18033,BOURGES,privé sous contrat,120.0,35.8,117.4,,35.3,47.07721670974582,2.402319455612429
2021-2022,LIMOGES,019,CORREZE,0190006D,COLLEGE,19023,BEYNAT,public,100.8,34.1,100.3,,31.7,45.123298881027374,1.7243402310787388
2021-2022,LIMOGES,019,CORREZE,0190614P,COLLEGE GEORGES CLEMENCEAU,19272,TULLE,public,110.1,36.5,111.7,,35.3,45.26506377921514,1.763282950279789
2021-2022,LIMOGES,019,CORREZE,0190632J,COLLEGE LAKANAL,19269,TREIGNAC,public,101.0,30.1,102.8,,28.7,45.53560784345743,1.7958989563975734
2021-2022,LIMOGES,019,CORREZE,0190695C,COLLEGE,19121,LUBERSAC,public,97.6,30.6,102.6,,31.0,45.44223125977381,1.407413602597244
2021-2022,LIMOGES,019,CORREZE,0190821P,COLLEGE DE LA TRIOUZOUNE,19148,NEUVIC,public,107.5,39.0,102.6,,37.2,45.38259744527453,2.274353593212638
2021-2022,DIJON,021,COTE D'OR,0210038C,COLLEGE FELIX TISSERAND,21464,NUITS SAINT GEORGES,public,115.2,33.1,113.6,,33.1,47.135029452241774,4.9533393612595695
2021-2022,DIJON,021,COTE D'OR,0210040E,COLLEGE ISLE DE SAONE,21496,PONTAILLER SUR SAONE,public,103.0,28.7,103.3,,29.8,47.304056044900726,5.413510134924793
2021-2022,DIJON,021,COTE D'OR,0210050R,COLLEGE DINET,21607,SEURRE,public,101.3,31.9,96.4,,31.6,46.99952123166234,5.15110944243558
2021-2022,DIJON,021,COTE D'OR,0210051S,COLLEGE JACQUES MERCUSSOT,21611,SOMBERNON,public,122.1,33.2,109.8,,31.8,47.30897561074223,4.707880559308569
2021-2022,DIJON,021,COTE D'OR,0210053U,COLLEGE DOCTEUR KUHN,21710,VITTEAUX,public,103.3,29.9,110.9,,33.3,47.39566235140288,4.542280648962603
2021-2022,DIJON,021,COTE D'OR,0211034K,COLLEGE MARCELLE PARDE,21231,DIJON,public,125.2,38.3,124.2,,38.4,47.32045213413042,5.032840384777923
2021-2022,DIJON,021,COTE D'OR,0211096C,COLLEGE EDOUARD HERRIOT,21166,CHENOVE,public,90.4,35.3,86.6,,33.2,47.291286584706015,5.006760389389646
2021-2022,DIJON,021,COTE D'OR,0211137X,COLLEGE CAMILLE CLAUDEL,21171,CHEVIGNY SAINT SAUVEUR,public,111.2,33.9,112.5,,35.1,47.30283345116916,5.128270187026324
2021-2022,DIJON,021,COTE D'OR,0211151M,COLLEGE PRIVE SAINT FRANCOIS DE SALES,21231,DIJON,privé sous contrat,132.3,31.7,128.6,,32.7,47.33018859144901,5.018130441684809
2021-2022,DIJON,021,COTE D'OR,0211225T,COLLEGE LE CHAPITRE,21166,CHENOVE,public,70.9,26.0,68.7,,24.6,47.29561200200614,5.00352011774133
2021-2022,DIJON,021,COTE D'OR,0211227V,COLLEGE LE PARC,21231,DIJON,public,103.9,36.4,107.7,,34.9,47.310195665406845,5.034399765385119
2021-2022,DIJON,021,COTE D'OR,0211358M,COLLEGE LES HAUTES PAILLES,21239,ECHENON,public,95.3,31.3,95.7,,32.2,47.11355620261399,5.275150107657239
2021-2022,DIJON,021,COTE D'OR,0211389W,COLLEGE CLOS DE POUILLY,21231,DIJON,public,117.5,37.0,112.2,,37.5,47.34212598475695,5.0534203550765
2021-2022,DIJON,021,COTE D'OR,0211523S,COLLEGE BORIS VIAN,21617,TALANT,public,95.4,35.1,94.3,,33.7,47.33972365795748,4.992659804035509
2021-2022,DIJON,021,COTE D'OR,0211527W,COLLEGE CHRISTIANE PERCERET,21603,SEMUR EN AUXOIS,public,104.3,35.3,102.7,,36.0,47.49270980750196,4.335179628038798
2021-2022,DIJON,021,COTE D'OR,0211557D,COLLEGE CHAMP LUMIERE,21599,SELONGEY,public,103.9,32.4,102.9,,32.9,47.58286012229989,5.170620450563257
2021-2022,RENNES,022,COTES D'ARMOR,0220008P,COLLEGE VICTOR VASARELY,22046,LE MENE,public,85.1,29.2,77.2,,25.8,48.29702670780146,-2.512399343445446
2021-2022,RENNES,022,COTES D'ARMOR,0220061X,COLLEGE JEAN JAURES,22321,SAINT NICOLAS DU PELEM,public,87.1,24.6,95.3,,27.3,48.3104509828557,-3.1635305506255493
2021-2022,RENNES,022,COTES D'ARMOR,0220063Z,COLLEGE CAMILLE CLAUDEL,22325,SAINT QUAY PORTRIEUX,public,118.5,34.5,115.3,,34.4,48.647200094680336,-2.8393606695988978
2021-2022,RENNES,022,COTES D'ARMOR,0220140H,COLLEGE PRIVE SAINTE ANNE SAINT JOACHIM,22056,EVRAN,privé sous contrat,92.7,28.1,90.3,,32.5,48.38319649567221,-1.982369819291916
2021-2022,RENNES,022,COTES D'ARMOR,0220149T,COLLEGE PRIVE SAINT NICOLAS,22147,MERDRIGNAC,privé sous contrat,91.6,25.9,86.5,,19.2,48.19192617606346,-2.417210682143068
2021-2022,RENNES,022,COTES D'ARMOR,0220150U,COLLEGE PRIVE SAINT JOSEPH,22158,GUERLEDAN,privé sous contrat,107.0,29.9,96.6,,29.6,48.201583196642325,-2.989780558213794
2021-2022,RENNES,022,COTES D'ARMOR,0220177Y,COLLEGE PRIVE SAINT YVES,22362,TREGUIER,privé sous contrat,101.5,35.7,100.9,,34.2,48.78253512747098,-3.2327796601726555
2021-2022,RENNES,022,COTES D'ARMOR,0220185G,COLLEGE ANATOLE LE BRAZ,22278,SAINT BRIEUC,public,109.5,43.1,113.6,,38.5,48.51105245987618,-2.761396090071427
2021-2022,RENNES,022,COTES D'ARMOR,0221029Z,COLLEGE LES SEPT ILES,22168,PERROS GUIREC,public,120.9,37.3,123.7,,37.4,48.8061212820724,-3.461520622598156
2021-2022,RENNES,022,COTES D'ARMOR,0221537B,COLLEGE SIMONE VEIL,22093,LAMBALLE ARMOR,public,98.7,33.4,99.1,,33.1,48.4768417606636,-2.5097402914422124
2021-2022,RENNES,022,COTES D'ARMOR,0221539D,COLLEGE DU PRAT ELES,22005,BELLE ISLE EN TERRE,public,98.1,25.2,93.5,,27.1,48.5436781585964,-3.395590607596769
2021-2022,RENNES,022,COTES D'ARMOR,0221619R,COLLEGE PRIVE IMMACULEE CONCEPTION,22049,CREHEN,privé sous contrat,103.6,27.9,105.0,,29.3,48.54587783842285,-2.2114703033473324
2021-2022,RENNES,022,COTES D'ARMOR,0221623V,COLLEGE FRANCOIS BROUSSAIS,22050,DINAN,public,106.8,34.6,106.4,,34.1,48.45187780828472,-2.049489852888847
2021-2022,RENNES,022,COTES D'ARMOR,0221744B,COLLEGE PRIVE NOTRE DAME DE LA VICTOIRE,22050,DINAN,privé sous contrat,115.3,34.6,121.8,,32.5,48.44662542045593,-2.0496902602713667
2021-2022,RENNES,022,COTES D'ARMOR,0221991V,COLLEGE MARIE JOSE CHOMBART DE LAUWE,22162,PAIMPOL,public,102.8,33.1,105.3,,33.4,48.78288838598563,-3.056280139237354
2021-2022,RENNES,022,COTES D'ARMOR,0221999D,COLLEGE SAINT YVES LA SALLE,22278,SAINT BRIEUC,privé sous contrat,91.5,29.7,92.9,,30.1,48.51717440474564,-2.7441104072028204
2021-2022,LIMOGES,023,CREUSE,0230023A,COLLEGE OCTAVE GACHON,23149,PARSAC RIMONDEIX,public,102.8,31.8,97.6,,32.0,46.201030721063255,2.1536796832546763
2021-2022,LIMOGES,023,CREUSE,0230408U,COLLEGE BENJAMIN BORD,23075,DUN LE PALESTEL,public,105.5,31.3,100.6,,33.0,46.30551035091244,1.6738495152489463
2021-2022,BORDEAUX,024,DORDOGNE,0240004Z,COLLEGE HENRI IV,24037,BERGERAC,public,100.7,37.1,100.8,,36.2,44.851949926666784,0.488863214866513
2021-2022,BORDEAUX,024,DORDOGNE,0240010F,COLLEGE ALIENOR D AQUITAINE,24064,BRANTOME EN PERIGORD,public,102.3,33.6,98.0,,31.0,45.35883928916018,0.6539421902053862
2021-2022,BORDEAUX,024,DORDOGNE,0240029B,COLLEGE CLOS CHASSAING,24322,PERIGUEUX,public,109.6,41.2,111.1,,40.5,45.18979599256132,0.7162515196252471
2021-2022,BORDEAUX,024,DORDOGNE,0240043S,COLLEGE LES MARCHES DE L OCCITANIE,24328,PIEGUT PLUVIERS,public,97.9,30.9,94.0,,31.6,45.625030532652026,0.6866914994240764
2021-2022,BORDEAUX,024,DORDOGNE,0240053C,COLLEGE MAX BRAMERIE,24222,LA FORCE,public,94.7,33.9,98.1,,33.5,44.870514559898496,0.3736859148928055
2021-2022,BORDEAUX,024,DORDOGNE,0240065R,COLLEGE JEAN LADIGNAC,24396,SAINT CYPRIEN,public,105.4,32.2,97.4,,30.2,44.8680487319466,1.0370409804208802
2021-2022,BORDEAUX,024,DORDOGNE,0240962R,COLLEGE PIERRE FANLAC,24035,PAYS DE BELVES,public,99.2,29.0,94.3,,28.0,44.78054849596288,1.001298565802019
2021-2022,BORDEAUX,024,DORDOGNE,0240997D,COLLEGE LA ROCHE BEAULIEU,24010,ANNESSE ET BEAULIEU,public,101.7,32.5,103.9,,34.1,45.1942502493182,0.6198963023515004
2021-2022,BORDEAUX,024,DORDOGNE,0241011U,COLLEGE ARNAUD DANIEL,24352,RIBERAC,public,93.5,32.1,94.4,,33.4,45.24317926809058,0.3343128815594519
2021-2022,BORDEAUX,024,DORDOGNE,0241075N,COLLEGE PRIVE SAINT JOSEPH,24322,PERIGUEUX,privé sous contrat,124.3,32.5,116.6,,35.6,45.18898388205265,0.7231509147694797
2021-2022,BESANCON,025,DOUBS,0250003T,COLLEGE JEAN BAUHIN,25031,AUDINCOURT,public,82.9,32.5,81.2,,32.1,47.47951278049735,6.849090225779805
2021-2022,BESANCON,025,DOUBS,0250009Z,COLLEGE STENDHAL,25056,BESANCON,public,100.0,41.4,100.2,,41.9,47.2489054536588,6.016030116817582
2021-2022,BESANCON,025,DOUBS,0250024R,COLLEGE PAUL ELIE DUBOIS,25315,L ISLE SUR LE DOUBS,public,100.7,35.6,101.8,,34.2,47.441990187516765,6.592059977856755
2021-2022,BESANCON,025,DOUBS,0251067Z,COLLEGE PRIVE SAINTE JEANNE D ARC,25411,MORTEAU,privé sous contrat,110.0,32.6,98.5,,31.0,47.05616613154056,6.600329543055081
2021-2022,BESANCON,025,DOUBS,0251090Z,COLLEGE JEAN CLAUDE BOUQUET VAL DE MORTEAU,25411,MORTEAU,public,104.1,35.3,101.5,,36.0,47.05890598453254,6.608730128646119
2021-2022,BESANCON,025,DOUBS,0251315U,COLLEGE LOUIS PERGAUD,25453,PIERREFONTAINE LES VARANS,public,96.4,30.3,99.1,,31.0,47.21354586187808,6.53306064141289
2021-2022,BESANCON,025,DOUBS,0251348E,COLLEGE ALBERT CAMUS,25056,BESANCON,public,108.0,40.0,103.6,,40.6,47.259709052182416,6.01055975421952
2021-2022,BESANCON,025,DOUBS,0251373G,COLLEGE MONT MIROIR,25356,MAICHE,public,96.0,31.7,91.6,,30.9,47.24949365717478,6.81075970724552
2021-2022,BESANCON,025,DOUBS,0251589S,INSTITUTION NOTRE DAME SAINT JEAN COLLEGE,25056,BESANCON,privé sous contrat,121.5,35.1,111.3,,36.7,47.25130380350514,6.005099336173178
2021-2022,BESANCON,025,DOUBS,0251599C,COLLEGE LES BRUYERES,25580,VALENTIGNEY,public,85.3,29.5,84.6,,30.5,47.45420204696176,6.829900270160826
2021-2022,GRENOBLE,026,DROME,0260005P,COLLEGE OLIVIER DE SERRES,26095,CLEON D ANDRAN,public,117.2,34.3,113.4,,34.4,44.61297647535525,4.938249581371237
2021-2022,GRENOBLE,026,DROME,0260092J,COLLEGE PRIVE FRANCOIS GONDIN,26064,CHABEUIL,privé sous contrat,120.3,29.7,112.0,,29.1,44.895116084454905,5.019469743384872
2021-2022,GRENOBLE,026,DROME,0260115J,COLLEGE CLAUDE DEBUSSY,26281,ROMANS SUR ISERE,public,104.0,35.1,102.8,,35.2,45.05538138070691,5.044619695012492
2021-2022,GRENOBLE,026,DROME,0261010G,COLLEGE LIS ISCLO D OR,26235,PIERRELATTE,public,93.6,32.3,94.4,,32.0,44.36880016264218,4.701340273027441
2021-2022,GRENOBLE,026,DROME,0261030D,COLLEGE REVESZ LONG,26108,CREST,public,110.9,36.7,104.2,,37.8,44.72702642257308,5.008150134567345
2021-2022,GRENOBLE,026,DROME,0261093X,COLLEGE DU DIOIS,26113,DIE,public,114.9,35.3,113.7,,35.1,44.75677988240906,5.366639067119506
2021-2022,GRENOBLE,026,DROME,0261133R,COLLEGE PRIVE CHATEAUNEUF,26083,CHATEAUNEUF DE GALAURE,privé sous contrat,124.3,38.5,114.0,,38.8,45.23367672411084,4.954590070121338
2021-2022,GRENOBLE,026,DROME,0261137V,COLLEGE PRIVE SAINT VICTOR,26362,VALENCE,privé sous contrat,120.5,35.7,127.5,,34.4,44.92319667765831,4.888170067824085
2021-2022,NORMANDIE,027,EURE,0270013T,COLLEGE EUROPE,27170,CORMEILLES,public,95.3,31.6,95.3,,33.1,49.24467977368254,0.3755901473012235
2021-2022,NORMANDIE,027,EURE,0270019Z,COLLEGE JEAN JAURES,27229,EVREUX,public,87.9,35.1,100.6,,38.0,49.0247239698556,1.16042056273285
2021-2022,NORMANDIE,027,EURE,0270025F,COLLEGE GEORGES D AMBOISE,27275,GAILLON,public,92.9,34.4,94.9,,34.9,49.16308115168932,1.3458395780702452
2021-2022,NORMANDIE,027,EURE,0270040X,COLLEGE VICTOR HUGO,27502,RUGLES,public,89.4,30.7,91.5,,28.3,48.8190689759555,0.7029400223553245
2021-2022,NORMANDIE,027,EURE,0270054M,COLLEGE MARCEL MARCERON,27413,MONTFORT SUR RISLE,public,96.0,33.9,97.1,,33.8,49.30093302202981,0.6568696408249435
2021-2022,NORMANDIE,027,EURE,0271060F,COLLEGE PRIVE L IMMACULEE,27198,MESNILS SUR ITON,privé sous contrat,110.8,29.9,115.3,,29.4,48.8677359253492,1.070460360703012
2021-2022,NORMANDIE,027,EURE,0271096V,COLLEGE MARIE CURIE,27056,BERNAY,public,101.7,34.7,98.2,,33.3,49.09247192372764,0.5886605594087218
2021-2022,NORMANDIE,027,EURE,0271098X,COLLEGE GUY DE MAUPASSANT,27246,FLEURY SUR ANDELLE,public,96.3,31.8,93.6,,31.5,49.36615821212882,1.3613599376369492
2021-2022,NORMANDIE,027,EURE,0271238Z,COLLEGE CLAUDE MONET,27230,EZY SUR EURE,public,101.3,33.9,100.5,,32.7,48.86837777039576,1.4290026055121203
2021-2022,NORMANDIE,027,EURE,0271267F,COLLEGE CROIX MAITRE RENAULT,27051,BEAUMONT LE ROGER,public,101.7,33.9,95.0,,34.3,49.071485792716814,0.770420530201135
2021-2022,NORMANDIE,027,EURE,0271286B,COLLEGE ALPHONSE ALLAIS,27701,VAL DE REUIL,public,78.0,31.0,75.9,,27.6,49.27441539406917,1.2126104624029357
2021-2022,NORMANDIE,027,EURE,0271322R,COLLEGE GEORGES POMPIDOU,27448,PACY SUR EURE,public,105.3,36.6,109.6,,35.2,49.01965495893795,1.387620091409416
2021-2022,NORMANDIE,027,EURE,0271398Y,COLLEGE LES FOUGERES,27375,LOUVIERS,public,89.7,35.8,87.1,,34.7,49.21321763148307,1.1491789508863053
2021-2022,NORMANDIE,027,EURE,0271399Z,COLLEGE ARIANE,27681,VERNON,public,100.5,39.4,103.0,,37.2,49.09819695921789,1.4678806293053943
2021-2022,NORMANDIE,027,EURE,0271447B,COLLEGE PRIVE SAINT ADJUTOR,27681,VERNON,privé sous contrat,127.3,34.7,135.4,,34.2,49.0859443237017,1.4575603617712105
2021-2022,NORMANDIE,027,EURE,0271448C,COLLEGE PRIVE JEANNE D ARC SAINT ANSELME,27056,BERNAY,privé sous contrat,116.0,31.6,113.0,,31.5,49.08937124702054,0.6015204857100652
2021-2022,NORMANDIE,027,EURE,0271631B,COLLEGE PABLO PICASSO,27284,GISORS,public,96.5,32.9,94.5,,33.3,49.28643165689815,1.7648395254392053
2021-2022,NORMANDIE,027,EURE,0271676A,COLLEGE PRIVE DES ROCHES,27679,VERNEUIL D AVRE ET D ITON,privé sous contrat,128.4,33.6,124.6,,34.1,48.74125303097715,0.8936096571751003
2021-2022,NORMANDIE,027,EURE,0271885C,COLLEGE GENEVIEVE DE GAULLE ANTHONIOZ,27428,LE NEUBOURG,public,106.0,31.6,,,31.2,49.1457554585817,0.8960883996756958
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280005D,COLLEGE MAURICE DE VLAMINCK,28059,BREZOLLES,public,99.9,30.4,97.9,,29.3,48.6929219214836,1.0766795418475537
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280656L,COLLEGE TOMAS DIVI,28088,CHATEAUDUN,public,89.6,35.3,88.7,,33.8,48.07910736432319,1.3507801999826137
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280664V,COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE,28253,MIGNIERES,privé sous contrat,121.4,31.3,108.7,,28.8,48.361877425099074,1.4268098891516237
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280702L,COLLEGE MARCEL PROUST,28196,ILLIERS COMBRAY,public,101.8,30.6,102.6,,30.8,48.3018940001692,1.2467195351217577
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280716B,COLLEGE PIERRE ET MARIE CURIE,28134,DREUX,public,78.9,25.0,73.8,,23.6,48.73624196070582,1.3878305301418516
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280803W,COLLEGE EDOUARD HERRIOT,28218,LUCE,public,104.6,34.7,101.5,,34.0,48.43925574783167,1.449800104604184
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280867R,COLLEGE FRANCOIS RABELAIS,28103,CLOYES LES TROIS RIVIERES,public,98.8,31.7,97.1,,33.3,48.00417480890045,1.2381097098093825
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280918W,COLLEGE ANATOLE FRANCE,28088,CHATEAUDUN,public,75.2,25.3,89.8,,28.5,48.081228983306346,1.35059988891993
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280957N,COLLEGE EMILE ZOLA,28088,CHATEAUDUN,public,112.0,36.0,110.2,,37.9,48.07225810806986,1.3332099899355332
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280993C,COLLEGE PRIVE NOTRE DAME,28085,CHARTRES,privé sous contrat,131.9,33.0,121.5,,33.5,48.4511456741978,1.4930399609703275
2021-2022,RENNES,029,FINISTERE,0290031B,COLLEGE LE PORZOU,29039,CONCARNEAU,public,102.3,36.4,113.4,,36.0,47.86433908272697,-3.902010057730622
2021-2022,RENNES,029,FINISTERE,0290060H,COLLEGE PENANROZ,29217,PONT AVEN,public,108.9,37.1,107.8,,35.1,47.85459482885773,-3.738270044566346
2021-2022,RENNES,029,FINISTERE,0290068S,COLLEGE LA TOUR D AUVERGNE,29232,QUIMPER,public,105.1,36.8,109.2,,37.3,47.99811086382233,-4.103769393542976
2021-2022,RENNES,029,FINISTERE,0290086L,COLLEGE SIMONE VEIL,29260,SAINT RENAN,public,118.2,32.4,115.9,,32.2,48.423783157290295,-4.62753666617135
2021-2022,RENNES,029,FINISTERE,0290153J,COLLEGE KERZOURAT,29105,LANDIVISIAU,public,92.8,29.4,93.8,,31.2,48.51478431884642,-4.06495938143426
2021-2022,RENNES,029,FINISTERE,0290243G,COLLEGE PRIVE SAINT VINCENT,29019,BREST,privé sous contrat,115.8,32.7,108.6,,31.4,48.37845466884566,-4.536909655510399
2021-2022,RENNES,029,FINISTERE,0290253T,COLLEGE PRIVE NOTRE DAME D ESPERANCE,29030,CLEDER,privé sous contrat,100.7,28.0,91.9,,27.9,48.66296877871884,-4.109980089907303
2021-2022,RENNES,029,FINISTERE,0290262C,COLLEGE PRIVE SAINT JOSEPH,29058,FOUESNANT,privé sous contrat,128.1,30.2,120.1,,31.0,47.89349613884652,-4.0056403128995495
2021-2022,RENNES,029,FINISTERE,0290314J,COLLEGE PRIVE SAINT STANISLAS,29260,SAINT RENAN,privé sous contrat,114.7,30.6,115.8,,28.6,48.42985296217456,-4.627109824665599
