code_commune,code_dep_min,MACRON,LE PEN
85018,85,1228,1248
83018,83,624,1230
42018,42,111,126
56018,56,449,144
06018,06,3395,2200
82018,82,315,410
84018,84,173,145
41018,41,11622,5168
87018,87,197,173
44018,44,3218,1282
90018,90,132,92
29018,29,109,95
22018,22,95,86
13018,13,935,1404
94018,94,10881,2827
66018,66,20,21
35018,35,346,239
05018,05,146,79
46018,46,58,39
36018,36,1557,1341
76018,76,336,464
33018,33,867,986
62019,62,916,1245
80019,80,186,314
57019,57,2193,3337
64019,64,70,30
70019,70,53,53
76019,76,109,167
02019,02,87,123
54019,54,16,30
60019,60,103,149
25019,25,89,132
2A019,2A,15,22
65019,65,217,131
14019,14,97,50
73019,73,252,291
74019,74,1140,531
27019,27,40,69
01019,01,16,16
52019,52,16,48
95019,95,2604,1953
17019,17,672,208
39019,39,86,71
89019,89,29,57
09019,09,132,147
31019,31,11,5
59019,59,268,272
16019,16,392,333
81019,81,51,50
30019,30,860,747
07019,07,2767,1995
38019,38,321,421
79019,79,38,41
51019,51,102,60
50019,50,138,108
33019,33,2548,2315
63019,63,1026,805
11019,11,17,18
40019,40,314,320
26019,26,79,48
32019,32,198,120
88019,88,49,68
72019,72,81,124
58019,58,28,20
34019,34,91,120
24019,24,123,129
18019,18,126,143
45019,45,253,153
28019,28,42,72
47019,47,284,247
12019,12,31,25
67019,67,367,356
77019,77,52,128
68019,68,118,205
53019,53,34,41
04019,04,655,492
43019,43,36,30
71019,71,64,55
48019,48,69,63
37019,37,149,138
15019,15,90,44
35019,35,570,403
19019,19,408,236
03019,03,401,477
86019,86,830,736
23019,23,9,13
85019,85,2320,1156
69019,69,2988,2560
56019,56,84,140
06019,06,312,795
41019,41,20,36
87019,87,1163,647
84019,84,2786,3996
36019,36,73,108
83019,83,2332,2758
82019,82,143,233
44019,44,320,254
42019,42,768,714
29019,29,37529,16213
90019,90,79,82
22019,22,152,87
66019,66,58,87
13019,13,3661,2671
94019,94,4413,2273
92019,92,10122,2884
05019,05,55,75
08019,08,13,20
10019,10,88,116
62020,62,140,183
80020,80,333,143
57020,57,48,116
70020,70,71,64
76020,76,249,444
54020,54,163,105
60020,60,41,90
02020,02,97,183
25020,25,212,220
65020,65,78,68
21020,21,53,81
2B020,2B,145,122
14020,14,1078,958
73020,73,165,125
74020,74,567,285
27020,27,534,360
78020,78,305,223
39020,39,23,33
17020,17,92,82
09020,09,12,13
89020,89,35,36
31020,31,292,229
16020,16,71,35
07020,07,137,118
51020,51,15,7
30020,30,540,792
79020,79,248,223
11020,11,6,8
40020,40,210,179
33020,33,37,39
38020,38,95,59
63020,63,133,75
81020,81,88,73
88020,88,43,64
32020,32,72,64
10020,10,104,143
72020,72,193,218
61020,61,79,64
58020,58,68,82
34020,34,111,116
47020,47,64,46
18020,18,215,282
77020,77,138,171
68020,68,444,424
67020,67,249,242
04020,04,19,52
71020,71,25,33
43020,43,1141,1435
48020,48,18,14
49020,49,2551,770
15020,15,30,25
37020,37,549,419
19020,19,52,29
03020,03,82,88
46020,46,105,35
86020,86,70,73
23020,23,119,73
69020,69,227,161
85020,85,1346,800
56020,56,268,202
42020,42,318,361
66020,66,234,212
87020,87,508,482
36020,36,19,29
41020,41,108,170
84020,84,448,315
44020,44,6740,2837
82020,82,175,169
29020,29,1882,1014
22020,22,918,682
90020,90,107,80
13020,13,652,687
92020,92,12614,3191
24020,24,244,208
06020,06,155,278
26020,26,82,74
45020,45,311,249
83020,83,9,19
08020,08,19,21
62021,62,121,100
80021,80,31450,14896
57021,57,614,304
64021,64,295,140
70021,70,47,65
76021,76,92,147
60021,60,78,199
25021,25,475,360
21021,21,946,613
02021,02,20,42
65021,65,156,92
2A021,2A,27,23
54021,54,49,88
08021,08,42,51
91021,91,2395,1396
14021,14,210,128
01021,01,411,371
74021,74,387,446
09021,09,36,44
17021,17,1016,1365
73021,73,232,242
27021,27,89,104
31021,31,53,39
89021,89,143,58
59021,59,332,524
52021,52,51,114
30021,30,108,113
50021,50,16,21
33021,33,287,282
81021,81,1633,1109
63021,63,211,190
26021,26,53,44
88021,88,71,97
10021,10,32,60
32021,32,26,10
55021,55,9,38
72021,72,134,166
61021,61,38,26
11021,11,110,135
40021,40,375,208
58021,58,55,51
34021,34,74,87
24021,24,108,112
28021,28,383,499
18021,18,48,90
47021,47,339,443
77021,77,28,73
71021,71,94,86
67021,67,2061,1299
04021,04,39,42
68021,68,967,951
45021,45,80,88
35021,35,529,254
49021,49,2049,1574
43021,43,260,335
37021,37,439,422
19021,19,36,22
69021,69,727,484
15021,15,219,158
42021,42,350,315
66021,66,1688,2538
06021,06,176,319
87021,87,925,574
82021,82,65,73
56021,56,448,347
84021,84,34,18
83021,83,518,919
22021,22,326,327
03021,03,73,57
46021,46,210,168
23021,23,203,165
13021,13,2195,2004
90021,90,80,131
94021,94,4508,1830
39021,39,181,167
48021,48,41,75
53021,53,384,190
85021,85,647,399
12021,12,532,392
05021,05,35,49
36021,36,267,229
29021,29,959,376
44021,44,1539,1205
62022,62,128,81
80022,80,64,90
64022,64,38,25
57022,57,368,307
70022,70,32,39
76022,76,97,107
60022,60,283,157
25022,25,373,464
65022,65,51,21
02022,02,95,131
21022,21,144,175
54022,54,169,139
91022,91,38,44
08022,08,114,93
2A022,2A,17,23
01022,01,233,364
09022,09,55,61
39022,39,136,254
14022,14,205,196
17022,17,285,329
89022,89,37,53
59022,59,798,593
73022,73,178,131
52022,52,54,61
31022,31,2372,1623
30022,30,60,58
51022,51,41,55
50022,50,33,42
88022,88,36,96
63022,63,402,624
79022,79,66,47
33022,33,719,816
55022,55,35,13
10022,10,44,83
32022,32,34,52
11022,11,267,371
24022,24,51,49
40022,40,108,106
34022,34,2136,1733
28022,28,324,328
07022,07,246,312
26022,26,32,23
81022,81,86,50
77022,77,582,322
18022,18,80,136
04022,04,120,150
67022,67,80,77
45022,45,73,151
68022,68,420,484
71022,71,198,202
47022,47,110,141
49022,49,552,280
43022,43,89,69
37022,37,921,619
03022,03,241,258
19022,19,101,49
86022,86,60,75
69022,69,171,139
15022,15,66,54
42022,42,1121,1119
36022,36,101,108
41022,41,46,62
66022,66,19,13
82022,82,80,110
44022,44,1070,515
06022,06,123,211
56022,56,418,330
83022,83,11,8
87022,87,38,41
05022,05,57,75
84022,84,91,82
35022,35,227,137
46022,46,73,40
23022,23,93,117
29022,29,946,652
13022,13,2645,1953
92022,92,8139,1921
94022,94,9172,3356
90022,90,669,733
12022,12,43,39
53022,53,160,107
72022,72,241,364
85022,85,424,387
27022,27,1222,1352
38022,38,1705,2253
62023,62,650,1050
80023,80,57,92
64023,64,350,193
70023,70,45,56
76023,76,73,76
65023,65,17,1
60023,60,171,157
02023,02,30,31
21023,21,311,356
54023,54,71,74
95023,95,171,163
08023,08,18,32
2B023,2B,27,24
09023,09,43,31
14023,14,21,26
01023,01,15,34
59023,59,114,201
52023,52,42,58
89023,89,286,250
17023,17,72,130
30023,30,261,262
27023,27,228,206
51023,51,86,91
31023,31,90,72
16023,16,160,161
73023,73,296,148
50023,50,162,204
63023,63,116,121
32023,32,34,25
38023,38,97,35
88023,88,27,32
55023,55,28,48
79023,79,32,12
10023,10,39,71
33023,33,435,300
11023,11,188,212
40023,40,79,101
28023,28,413,357
61023,61,206,178
34023,34,1798,2590
07023,07,152,78
72023,72,548,580
24023,24,94,141
26023,26,291,270
77023,77,67,97
81023,81,74,75
45023,45,24,29
67023,67,319,283
71023,71,240,310
18023,18,411,514
04023,04,46,61
58023,58,60,51
47023,47,92,76
37023,37,76,92
43023,43,59,90
49023,49,8527,4059
68023,68,312,211
46023,46,144,135
03023,03,2621,1708
86023,86,54,89
85023,85,116,147
19023,19,389,358
69023,69,468,405
23023,23,32,36
36023,36,56,88
66023,66,177,271
42023,42,813,741
82023,82,171,306
44023,44,951,586
56023,56,2738,1356
06023,06,532,646
05023,05,3223,2084
83023,83,3349,4763
22023,22,133,78
84023,84,51,21
35023,35,1769,762
29023,29,1777,525
13023,13,1384,1481
90023,90,268,293
92023,92,19594,5556
12023,12,34,37
53023,53,167,117
87023,87,52,46
62024,62,192,293
64024,64,15162,6988
57024,57,77,21
70024,70,108,182
76024,76,42,64
65024,65,54,30
80024,80,190,164
21024,21,37,32
02024,02,12,17
54024,54,61,107
60024,60,164,276
95024,95,65,71
25024,25,336,222
08024,08,259,342
09024,09,71,75
01024,01,988,843
59024,59,799,1394
14024,14,178,194
39024,39,73,76
30024,30,133,122
2A024,2A,27,76
17024,17,348,376
31024,31,144,113
16024,16,143,143
50024,50,52,48
89024,89,8353,4578
88024,88,30,34
10024,10,42,64
63024,63,66,49
32024,32,50,34
74024,74,758,496
55024,55,40,60
79024,79,610,436
33024,33,68,74
11024,11,240,218
34024,34,601,938
07024,07,233,158
40024,40,94,61
61024,61,154,203
26024,26,128,101
24024,24,9,11
28024,28,650,333
77024,77,71,109
71024,71,166,163
45024,45,682,428
58024,58,74,61
04024,04,35,44
47024,47,471,509
81024,81,101,82
43024,43,221,245
18024,18,42,22
12024,12,86,59
68024,68,43,19
46024,46,118,111
37024,37,296,264
03024,03,54,104
35024,35,5666,1336
19024,19,178,118
23024,23,129,152
85024,85,579,566
41024,41,76,60
15024,15,13,34
44024,44,1063,531
82024,82,59,72
36024,36,16,53
06024,06,88,70
56024,56,641,575
87024,87,247,194
86024,86,546,292
84024,84,277,282
22024,22,72,59
29024,29,2156,1389
13024,13,706,732
90024,90,25,61
92024,92,16778,3596
72024,72,1274,913
66024,66,1116,1872
73024,73,250,193
69024,69,1492,881
05024,05,53,90
15025,15,122,74
62025,62,619,661
64025,64,47,19
57025,57,129,192
70025,70,42,93
25025,25,239,171
65025,65,1093,550
80025,80,76,66
76025,76,86,101
21025,21,14,21
54025,54,508,387
02025,02,69,150
60025,60,437,533
08025,08,209,326
59025,59,694,436
14025,14,102,74
09025,09,21,13
52025,52,29,31
39025,39,68,77
17025,17,179,186
30025,30,96,59
51025,51,279,322
31025,31,441,174
27025,27,291,262
89025,89,1552,1221
2B025,2B,16,22
50025,50,3532,1535
88025,88,15,22
73025,73,156,150
63025,63,57,41
32025,32,40,31
79025,79,365,239
10025,10,60,55
11025,11,70,83
33025,33,91,143
16025,16,320,307
74025,74,492,281
28025,28,25,33
07025,07,45,69
26025,26,67,27
24025,24,69,65
40025,40,322,226
34025,34,491,825
45025,45,321,411
77025,77,170,301
53025,53,347,254
72025,72,545,556
55025,55,49,100
71025,71,126,95
04025,04,115,122
47025,47,125,125
43025,43,670,967
18025,18,116,233
67025,67,439,351
81025,81,76,73
12025,12,308,197
68025,68,56,80
37025,37,229,168
03025,03,337,393
19025,19,106,133
35025,35,386,215
23025,23,301,354
66025,66,199,193
42025,42,70,32
41025,41,382,356
82025,82,961,1222
36025,36,190,158
56025,56,58,58
83025,83,330,447
05025,05,79,44
87025,87,225,251
01025,01,1116,1074
58025,58,31,52
86025,86,101,130
84025,84,556,501
22025,22,581,482
44025,44,1396,754
29025,29,507,368
90025,90,59,145
13025,13,823,533
92025,92,25189,6198
85025,85,914,410
06025,06,279,490
48025,48,129,147
62026,62,39,47
64026,64,131,63
57026,57,315,198
70026,70,547,688
25026,25,72,61
80026,80,11,11
65026,65,24,32
76026,76,508,740
21026,21,36,66
95026,95,743,749
54026,54,43,60
59026,59,199,470
08026,08,55,113
60026,60,124,194
09026,09,42,44
14026,14,389,285
39026,39,50,67
31026,31,307,313
27026,27,103,162
17026,17,103,131
73026,73,103,98
30026,30,280,233
63026,63,941,502
88026,88,373,289
50026,50,23,38
2A026,2A,56,81
55026,55,26,57
10026,10,10,11
32026,32,42,26
33026,33,122,163
16026,16,529,284
11026,11,31,44
26026,26,15,26
61026,61,69,60
40026,40,123,112
24026,24,1292,1316
28026,28,52,70
45026,45,165,297
77026,77,105,100
72026,72,464,419
34026,34,61,50
58026,58,50,41
53026,53,179,98
71026,71,100,99
47026,47,75,61
04026,04,39,66
67026,67,71,32
81026,81,214,230
18026,18,185,335
43026,43,140,178
46026,46,50,44
68026,68,509,315
12026,12,312,278
03026,03,255,220
37026,37,157,172
86026,86,133,196
19026,19,76,51
48026,48,81,94
35026,35,43,17
23026,23,88,104
15026,15,52,62
42026,42,491,437
36026,36,127,175
66026,66,353,531
82026,82,196,187
41026,41,45,51
56026,56,665,596
01026,01,252,188
07026,07,94,101
49026,49,889,575
83026,83,333,700
06026,06,472,426
84026,84,1193,1154
22026,22,239,170
44026,44,8659,2613
05026,05,127,70
29026,29,1549,972
13026,13,2815,5392
90026,90,507,365
92026,92,28671,7239
74026,74,1457,1161
38026,38,204,321
85026,85,481,311
69026,69,142,130
62027,62,42,76
64027,64,74,59
70027,70,16,29
80027,80,12,10
57027,57,27,67
21027,21,513,229
02027,02,47,85
91027,91,7437,3806
54027,54,245,241
08027,08,35,27
59027,59,514,414
60027,60,141,125
09027,09,23,12
39027,39,60,53
52027,52,15,38
31027,31,42,82
51027,51,99,74
17027,17,127,145
73027,73,133,90
2A027,2A,9,19
50027,50,332,220
88027,88,18,79
63027,63,52,34
30027,30,643,829
89027,89,55,72
01027,01,460,480
10027,10,18,19
55027,55,31,57
11027,11,259,199
16027,16,41,38
32027,32,447,323
33027,33,89,49
38027,38,712,445
26027,26,67,27
40027,40,46,45
24027,24,80,103
45027,45,124,123
07027,07,425,435
34027,34,722,521
53027,53,62,56
77027,77,202,287
58027,58,20,45
72027,72,100,94
71027,71,156,242
81027,81,50,44
67027,67,66,49
18027,18,161,173
43027,43,19,22
68027,68,121,88
46027,46,54,26
12027,12,85,61
04027,04,65,69
86027,86,608,276
47027,47,865,763
37027,37,1497,1174
35027,35,558,385
19027,19,49,28
23027,23,64,64
69027,69,4225,1984
41027,41,33,50
36027,36,51,94
42027,42,107,129
56027,56,154,132
87027,87,346,354
49027,49,697,402
03027,03,205,240
84027,84,628,994
06027,06,11555,12349
82027,82,343,411
44027,44,863,491
05027,05,65,69
29027,29,1062,813
13027,13,3511,4676
90027,90,26,63
74027,74,136,124
28027,28,283,383
66027,66,130,191
83027,83,1584,1384
93027,93,6250,1874
22027,22,149,115
27027,27,52,107
14027,14,1126,1182
48027,48,326,318
15027,15,298,149
62028,62,127,246
64028,64,48,35
57028,57,508,321
65028,65,65,57
70028,70,39,51
80028,80,49,57
02028,02,526,861
21028,21,166,228
95028,95,430,369
54028,54,414,639
08028,08,164,244
59028,59,1211,1972
76028,76,26,77
52028,52,14,14
39028,39,121,123
60028,60,238,109
31028,31,282,194
27028,27,55,100
51028,51,252,309
17028,17,2940,1511
63028,63,147,117
30028,30,3848,4104
10028,10,27,48
2A028,2A,28,33
01028,01,136,178
55028,55,31,43
89028,89,21,34
16028,16,1220,951
32028,32,28,34
33028,33,354,271
40028,40,113,61
26028,26,59,76
61028,61,131,140
28028,28,58,65
45028,45,2231,1452
07028,07,170,118
72028,72,112,158
58028,58,49,29
24028,24,511,433
71028,71,22,32
11028,11,95,143
53028,53,162,133
67028,67,1405,1170
68028,68,620,553
81028,81,18,48
18028,18,376,286
43028,43,111,167
04028,04,35,32
86028,86,466,188
03028,03,82,112
47028,47,192,265
12028,12,92,146
35028,35,210,171
19028,19,643,581
23028,23,27,30
37028,37,241,219
85028,85,176,138
69028,69,2385,1244
42028,42,131,78
41028,41,110,129
34028,34,1100,1513
49028,49,58,10
46028,46,314,248
66028,66,2611,2955
56028,56,586,342
06028,06,81,188
84028,84,311,358
83028,83,411,689
22028,22,289,204
82028,82,204,246
15028,15,104,110
05028,05,51,45
29028,29,314,222
90028,90,87,130
94028,94,21009,6804
88028,88,227,175
50028,50,30,23
73028,73,85,118
36028,36,28,30
13028,13,9918,10653
44028,44,1536,691
48028,48,55,55
87028,87,357,362
62029,62,99,182
64029,64,199,144
70029,70,49,77
65029,65,172,129
80029,80,199,290
57029,57,56,77
21029,21,18,24
02029,02,66,103
78029,78,2475,1834
76029,76,47,86
25029,25,76,98
59029,59,483,325
54029,54,522,580
08029,08,22,17
09029,09,68,48
39029,39,91,124
60029,60,604,936
31029,31,98,96
52029,52,44,52
51029,51,378,472
17029,17,80,38
10029,10,42,67
63029,63,61,78
55029,55,3578,2653
2B029,2B,64,87
73029,73,1684,942
16029,16,71,64
50029,50,339,244
30029,30,489,386
32029,32,209,187
89029,89,196,220
74029,74,110,130
40029,40,90,99
28029,28,62,121
61029,61,303,196
79029,79,193,142
45029,45,372,548
07029,07,83,32
72029,72,509,475
01029,01,147,199
24029,24,130,223
77029,77,33,61
11029,11,21,15
71029,71,66,96
67029,67,93,146
68029,68,352,283
81029,81,61,61
18029,18,54,107
58029,58,21,21
46029,46,457,440
53029,53,362,327
03029,03,190,221
49029,49,560,209
47029,47,134,147
86029,86,210,217
35029,35,393,381
12029,12,58,50
37029,37,95,104
85029,85,593,673
19029,19,121,52
69029,69,10351,4216
42029,42,359,379
36029,36,50,83
34029,34,157,189
66029,66,35,38
56029,56,358,301
83029,83,772,1120
84029,84,1100,1681
41029,41,433,439
22029,22,126,93
06029,06,17276,15547
15029,15,182,115
82029,82,89,53
05029,05,291,265
29029,29,337,314
13029,13,382,504
90029,90,602,428
44029,44,2510,1313
93029,93,12265,6792
43029,43,39,41
38029,38,428,528
88029,88,390,537
33029,33,1529,1340
48029,48,55,49
23029,23,57,58
87029,87,155,137
62030,62,78,94
80030,80,53,79
57030,57,145,164
70030,70,16,18
21030,21,24,25
02030,02,53,108
76030,76,128,166
25030,25,160,96
78030,78,875,319
08030,08,16,24
31030,31,18,25
60030,60,140,208
14030,14,774,217
39030,39,240,211
52030,52,15,28
54030,54,28,40
09030,09,212,156
51030,51,1228,1420
88030,88,39,53
17030,17,157,170
10030,10,334,354
73030,73,910,513
50030,50,196,127
30030,30,85,96
16030,16,289,268
2B030,2B,60,50
32030,32,52,31
33030,33,566,492
63030,63,75,139
40030,40,14,22
89030,89,103,116
28030,28,59,114
38030,38,464,433
45030,45,374,521
01030,01,206,180
24030,24,209,204
79030,79,343,208
07030,07,61,64
11030,11,56,26
77030,77,136,277
67030,67,253,202
71030,71,52,51
68030,68,114,142
34030,34,60,67
81030,81,28,42
58030,58,76,95
46030,46,142,89
03030,03,230,282
18030,18,233,351
43030,43,131,137
47030,47,55,68
04030,04,17,21
49030,49,234,278
12030,12,100,109
23030,23,590,342
48030,48,137,84
19030,19,221,301
69030,69,263,216
42030,42,152,139
36030,36,61,89
66030,66,73,53
56030,56,376,289
83030,83,406,682
22030,22,266,226
84030,84,862,1058
82030,82,97,156
15030,15,80,80
41030,41,59,70
87030,87,390,316
29030,29,1465,778
90030,90,32,72
13030,13,1135,1985
93030,93,1890,988
74030,74,71,59
61030,61,87,80
35030,35,205,137
26030,26,7,2
44030,44,1187,963
53030,53,124,69
37030,37,212,216
06030,06,9559,9477
62031,62,304,563
64031,64,49,40
65031,65,239,131
57031,57,336,160
80031,80,215,226
70031,70,149,234
02031,02,69,262
21031,21,114,177
59031,59,69,135
25031,25,2508,2133
78031,78,166,162
08031,08,15,15
31031,31,179,197
60031,60,62,99
54031,54,72,88
52031,52,107,154
39031,39,65,59
27031,27,431,212
09031,09,16,8
51031,51,88,103
17031,17,54,67
88031,88,33,42
10031,10,84,154
50031,50,995,461
16031,16,137,120
32031,32,47,53
33031,33,36,38
73031,73,1354,911
2A031,2A,89,138
55031,55,94,155
38031,38,14,12
63031,63,90,157
89031,89,140,201
74031,74,724,346
28031,28,110,104
24031,24,94,73
79031,79,550,361
72031,72,86,167
11031,11,14,10
45031,45,295,339
01031,01,642,526
67031,67,543,377
77031,77,211,260
07031,07,231,175
71031,71,19,25
34031,34,899,1872
58031,58,63,99
03031,03,92,81
46031,46,40,32
43031,43,58,35
18031,18,104,167
86031,86,536,449
37031,37,1165,826
12031,12,149,50
23031,23,328,274
47031,47,1465,1270
04031,04,121,177
48031,48,33,39
19031,19,12302,7741
69031,69,377,323
36031,36,1056,1332
40031,40,336,328
42031,42,101,100
56031,56,974,743
06031,06,320,501
22031,22,162,131
84031,84,6001,6333
82031,82,204,371
41031,41,933,594
05031,05,70,56
29031,29,2090,1108
90031,90,100,114
93031,93,9864,3183
30031,30,58,49
53031,53,99,109
35031,35,1613,747
26031,26,267,281
44031,44,257,162
13031,13,868,1296
81031,81,264,270
85031,85,1187,599
83031,83,1031,1473
87031,87,87,74
62032,62,1070,1362
64032,64,55,47
65032,65,301,109
57032,57,1029,1053
80032,80,27,46
70032,70,16,13
76032,76,40,42
02032,02,33,104
21032,21,60,34
59032,59,1340,1610
08032,08,53,75
31032,31,2280,1402
25032,25,133,116
54032,54,65,53
60032,60,120,296
39032,39,145,71
09032,09,339,235
51032,51,90,173
17032,17,199,182
88032,88,285,417
10032,10,79,112
16032,16,128,122
33032,33,1849,1468
32032,32,90,75
2A032,2A,750,1033
55032,55,23,14
30032,30,2758,4282
61032,61,93,110
38032,38,140,182
63032,63,3851,1332
24032,24,87,145
89032,89,27,35
28032,28,78,83
40032,40,53,79
11032,11,62,44
74032,74,484,384
72032,72,97,113
67032,67,77,63
68032,68,436,391
07032,07,64,28
71032,71,257,160
77032,77,143,208
58032,58,81,122
81032,81,221,357
43032,43,541,472
03032,03,40,75
46032,46,111,95
47032,47,1863,1619
86032,86,719,496
18032,18,420,427
35032,35,1570,752
37032,37,77,81
12032,12,220,144
23032,23,202,194
04032,04,64,42
69032,69,644,520
79032,79,185,123
01032,01,688,713
34032,34,13543,15907
66032,66,18,16
56032,56,573,534
06032,06,998,1117
83032,83,789,1132
84032,84,154,138
82032,82,112,175
22032,22,738,616
36032,36,193,218
42032,42,551,438
15032,15,32,17
41032,41,831,656
27032,27,360,372
05032,05,58,48
87032,87,465,400
29032,29,953,462
90032,90,823,749
13032,13,3164,1904
92032,92,7801,2081
93032,93,9020,4285
50032,50,467,180
26032,26,196,78
73032,73,392,639
44032,44,1321,582
45032,45,58,95
48032,48,107,52
14032,14,117,92
62033,62,802,1578
64033,64,35,37
65033,65,24,25
57033,57,156,184
80033,80,53,111
76033,76,121,134
02033,02,22,33
21033,21,51,52
78033,78,366,276
59033,59,1536,2413
25033,25,108,195
31033,31,2501,2516
08033,08,31,24
14033,14,89,62
54033,54,17,48
60033,60,384,170
52033,52,29,56
27033,27,94,98
09033,09,10,16
88033,88,90,139
10033,10,924,969
2B033,2B,4693,6510
50033,50,53,41
55033,55,4,1
33033,33,305,171
32033,32,24,51
38033,38,207,174
63033,63,72,107
89033,89,114,93
30033,30,1033,1607
28033,28,187,222
11033,11,322,446
74033,74,430,403
67033,67,243,191
07033,07,71,72
68033,68,130,158
71033,71,215,268
77033,77,39,72
58033,58,74,106
81033,81,544,816
43033,43,207,192
34033,34,574,530
03033,03,37,52
47033,47,95,116
35033,35,1224,539
18033,18,16619,8451
85033,85,232,176
37033,37,88,54
12033,12,1030,673
45033,45,85,104
19033,19,209,154
40033,40,40,46
69033,69,1166,524
66033,66,123,153
56033,56,914,800
83033,83,702,1316
06033,06,2692,3729
84033,84,38,37
82033,82,2695,3586
22033,22,113,99
36033,36,87,112
87033,87,178,207
05033,05,4,14
15033,15,89,90
90033,90,1036,1171
13033,13,1690,1980
94033,94,16754,4267
92033,92,7407,1904
93033,93,2232,1015
17033,17,66,181
73033,73,94,150
26033,26,213,246
53033,53,37,38
23033,23,128,103
